情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S3 等量调配,0,114203.276,1.0,0.0,55760.079,1.0,5436.054,1.0,53007.143,1.0,
S3 等量调配,1,105005.678,0.91946,8.054,55620.036,0.99749,5471.357,1.00649,43914.286,0.82846,
S3 等量调配,2,99590.912,0.87205,12.795,55620.039,0.99749,5492.302,1.01035,38478.571,0.72591,
S3 等量调配,3,97056.155,0.84985,15.015,55612.976,0.99736,5503.893,1.01248,35939.286,0.67801,
S3 等量调配,4,94727.238,0.82946,17.054,55613.373,0.99737,5510.293,1.01366,33603.571,0.63394,
S3 等量调配,5,92664.822,0.8114,18.86,55613.501,0.99737,5515.606,1.01463,31535.714,0.59493,
S3 等量调配,6,90659.679,0.79384,20.616,54758.924,0.98205,5515.04,1.01453,30385.714,0.57324,
S3 等量调配,7,88824.286,0.77777,22.223,54766.724,0.98219,5518.277,1.01513,28539.286,0.5384,
S3 等量调配,8,86997.956,0.76178,23.822,54772.168,0.98228,5522.217,1.01585,26703.571,0.50377,
S3 等量调配,9,85269.709,0.74665,25.335,54767.469,0.9822,5527.24,1.01677,24975.0,0.47116,
S3 等量调配,10,83748.132,0.73333,26.667,54768.225,0.98221,5529.908,1.01727,23450.0,0.44239,1%
S3 等量调配,11,82237.941,0.7201,27.99,54778.35,0.98239,5531.02,1.01747,21928.571,0.41369,
S3 等量调配,12,80932.77,0.70867,29.133,54737.682,0.98166,5534.374,1.01809,20660.714,0.38977,
S3 等量调配,13,79729.502,0.69814,30.186,54336.539,0.97447,5532.248,1.0177,19860.714,0.37468,
S3 等量调配,14,78661.28,0.68878,31.122,53988.683,0.96823,5529.739,1.01723,19142.857,0.36114,
S3 等量调配,15,77710.377,0.68046,31.954,53924.962,0.96709,5528.272,1.01696,18257.143,0.34443,
S3 等量调配,16,76868.479,0.67308,32.692,53916.897,0.96694,5526.583,1.01665,17425.0,0.32873,
S3 等量调配,17,76083.291,0.66621,33.379,53917.829,0.96696,5526.176,1.01658,16639.286,0.31391,
S3 等量调配,18,75338.806,0.65969,34.031,53911.019,0.96684,5524.215,1.01622,15903.571,0.30003,
S3 等量调配,19,74729.675,0.65436,34.564,53306.555,0.956,5519.548,1.01536,15903.571,0.30003,
S3 等量调配,20,74449.424,0.6519,34.81,53032.022,0.95108,5513.83,1.01431,15903.571,0.30003,
S3 等量调配,21,74215.458,0.64985,35.015,52803.771,0.94698,5508.116,1.01326,15903.571,0.30003,
S3 等量调配,22,74008.55,0.64804,35.196,52602.158,0.94337,5502.82,1.01228,15903.571,0.30003,
S3 等量调配,23,73806.574,0.64627,35.373,52405.847,0.93985,5497.155,1.01124,15903.571,0.30003,
S3 等量调配,24,73648.035,0.64489,35.511,52252.982,0.9371,5491.482,1.0102,15903.571,0.30003,
S3 等量调配,25,73497.508,0.64357,35.643,52108.163,0.93451,5485.774,1.00915,15903.571,0.30003,
S3 等量调配,26,73376.169,0.6425,35.75,51991.918,0.93242,5480.68,1.00821,15903.571,0.30003,
S3 等量调配,27,73268.305,0.64156,35.844,51887.855,0.93056,5476.879,1.00751,15903.571,0.30003,
S3 等量调配,28,73173.188,0.64073,35.927,51797.6,0.92894,5472.017,1.00662,15903.571,0.30003,
S3 等量调配,29,73090.398,0.64,36.0,51719.821,0.92754,5467.006,1.00569,15903.571,0.30003,
S3 等量调配,30,73009.359,0.63929,36.071,51644.498,0.92619,5461.29,1.00464,15903.571,0.30003,
S3 等量调配,31,72928.932,0.63859,36.141,51569.737,0.92485,5455.624,1.0036,15903.571,0.30003,
S3 等量调配,32,72850.634,0.6379,36.21,51497.117,0.92355,5449.946,1.00256,15903.571,0.30003,
