情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S2 只减,0,114203.276,1.0,0.0,55760.079,1.0,5436.054,1.0,53007.143,1.0,
S2 只减,1,114203.276,1.0,0.0,55760.079,1.0,5436.054,1.0,53007.143,1.0,
S2 只减,2,114203.276,1.0,-0.0,55760.079,1.0,5436.054,1.0,53007.143,1.0,
S2 只减,3,114203.338,1.0,-0.0,55760.124,1.0,5436.071,1.0,53007.143,1.0,
S2 只减,4,114203.371,1.0,-0.0,55760.143,1.0,5436.085,1.00001,53007.143,1.0,
S2 只减,5,114203.331,1.0,-0.0,55760.089,1.0,5436.1,1.00001,53007.143,1.0,
S2 只减,6,114203.365,1.0,-0.0,55760.113,1.0,5436.109,1.00001,53007.143,1.0,
S2 只减,7,114203.324,1.0,-0.0,55760.05,1.0,5436.131,1.00001,53007.143,1.0,
S2 只减,8,114203.257,1.0,0.0,55759.963,1.0,5436.152,1.00002,53007.143,1.0,
S2 只减,9,114203.204,1.0,0.0,55759.889,1.0,5436.173,1.00002,53007.143,1.0,
S2 只减,10,114203.193,1.0,0.0,55759.864,1.0,5436.187,1.00002,53007.143,1.0,
S2 只减,11,114203.155,1.0,0.0,55759.823,1.0,5436.189,1.00002,53007.143,1.0,
S2 只减,12,114203.189,1.0,0.0,55759.782,0.99999,5436.265,1.00004,53007.143,1.0,
S2 只减,13,114203.161,1.0,0.0,55759.747,0.99999,5436.27,1.00004,53007.143,1.0,
S2 只减,14,114203.147,1.0,0.0,55759.727,0.99999,5436.277,1.00004,53007.143,1.0,
S2 只减,15,114203.032,1.0,0.0,55759.566,0.99999,5436.324,1.00005,53007.143,1.0,
S2 只减,16,114202.984,1.0,0.0,55759.481,0.99999,5436.36,1.00006,53007.143,1.0,
S2 只减,17,114203.05,1.0,0.0,55759.442,0.99999,5436.465,1.00008,53007.143,1.0,
S2 只减,18,114203.218,1.0,0.0,55759.354,0.99999,5436.721,1.00012,53007.143,1.0,
S2 只减,19,114203.22,1.0,0.0,55759.345,0.99999,5436.732,1.00012,53007.143,1.0,
S2 只减,20,114203.209,1.0,0.0,55759.311,0.99999,5436.756,1.00013,53007.143,1.0,
S2 只减,21,114203.244,1.0,0.0,55759.335,0.99999,5436.766,1.00013,53007.143,1.0,
S2 只减,22,114203.285,1.0,-0.0,55759.35,0.99999,5436.791,1.00014,53007.143,1.0,
S2 只减,23,114203.144,1.0,0.0,55759.144,0.99998,5436.858,1.00015,53007.143,1.0,
S2 只减,24,114203.194,1.0,0.0,55759.125,0.99998,5436.926,1.00016,53007.143,1.0,
S2 只减,25,114203.129,1.0,0.0,55759.027,0.99998,5436.959,1.00017,53007.143,1.0,
S2 只减,26,114203.132,1.0,0.0,55758.925,0.99998,5437.064,1.00019,53007.143,1.0,
S2 只减,27,114203.109,1.0,0.0,55758.789,0.99998,5437.177,1.00021,53007.143,1.0,
S2 只减,28,114203.467,1.0,-0.0,55758.749,0.99998,5437.575,1.00028,53007.143,1.0,
S2 只减,29,114203.557,1.0,-0.0,55758.739,0.99998,5437.675,1.0003,53007.143,1.0,
S2 只减,30,114203.553,1.0,-0.0,55758.721,0.99998,5437.689,1.0003,53007.143,1.0,
S2 只减,31,114203.675,1.0,-0.0,55758.766,0.99998,5437.766,1.00031,53007.143,1.0,
S2 只减,32,114203.675,1.0,-0.0,55758.738,0.99998,5437.794,1.00032,53007.143,1.0,
S2 只减,33,114203.541,1.0,-0.0,55758.547,0.99997,5437.851,1.00033,53007.143,1.0,
S2 只减,34,114203.617,1.0,-0.0,55758.42,0.99997,5438.053,1.00037,53007.143,1.0,
S2 只减,35,114203.684,1.0,-0.0,55758.467,0.99997,5438.074,1.00037,53007.143,1.0,
S2 只减,36,114203.58,1.0,-0.0,55758.27,0.99997,5438.167,1.00039,53007.143,1.0,
S2 只减,37,114204.022,1.00001,-0.001,55758.298,0.99997,5438.581,1.00046,53007.143,1.0,
S2 只减,38,114203.897,1.00001,-0.001,55758.082,0.99996,5438.672,1.00048,53007.143,1.0,
S2 只减,39,114203.855,1.00001,-0.001,55758.022,0.99996,5438.69,1.00048,53007.143,1.0,
S2 只减,40,114203.763,1.0,-0.0,55757.888,0.99996,5438.732,1.00049,53007.143,1.0,
S2 只减,41,114203.672,1.0,-0.0,55757.709,0.99996,5438.82,1.00051,53007.143,1.0,
S2 只减,42,114203.658,1.0,-0.0,55757.568,0.99995,5438.947,1.00053,53007.143,1.0,
S2 只减,43,114203.597,1.0,-0.0,55757.482,0.99995,5438.972,1.00054,53007.143,1.0,
S2 只减,44,114203.902,1.00001,-0.001,55757.404,0.99995,5439.355,1.00061,53007.143,1.0,
S2 只减,45,114204.302,1.00001,-0.001,55757.382,0.99995,5439.777,1.00068,53007.143,1.0,
S2 只减,46,114204.43,1.00001,-0.001,55757.363,0.99995,5439.924,1.00071,53007.143,1.0,
S2 只减,47,114204.266,1.00001,-0.001,55757.094,0.99995,5440.029,1.00073,53007.143,1.0,
S2 只减,48,114204.155,1.00001,-0.001,55756.934,0.99994,5440.078,1.00074,53007.143,1.0,
S2 只减,49,114204.321,1.00001,-0.001,55756.896,0.99994,5440.282,1.00078,53007.143,1.0,
S2 只减,50,114204.162,1.00001,-0.001,55756.656,0.99994,5440.363,1.00079,53007.143,1.0,
S2 只减,51,114204.226,1.00001,-0.001,55756.606,0.99994,5440.477,1.00081,53007.143,1.0,
S2 只减,52,114204.241,1.00001,-0.001,55756.585,0.99994,5440.513,1.00082,53007.143,1.0,
S2 只减,53,114204.143,1.00001,-0.001,55756.415,0.99993,5440.585,1.00083,53007.143,1.0,
S2 只减,54,114204.226,1.00001,-0.001,55756.273,0.99993,5440.81,1.00087,53007.143,1.0,
S2 只减,55,114204.081,1.00001,-0.001,55756.048,0.99993,5440.89,1.00089,53007.143,1.0,
S2 只减,56,114204.053,1.00001,-0.001,55756.009,0.99993,5440.9,1.00089,53007.143,1.0,
S2 只减,57,114203.859,1.00001,-0.001,55755.698,0.99992,5441.018,1.00091,53007.143,1.0,
