情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S1 只增,77,70933.858,0.62112,37.888,49787.617,0.89289,5242.669,0.96443,15903.571,0.30003,
S1 只增,78,70908.6,0.6209,37.91,49768.091,0.89254,5236.938,0.96337,15903.571,0.30003,
S1 只增,79,70883.42,0.62068,37.932,49747.643,0.89217,5232.206,0.9625,15903.571,0.30003,
S1 只增,80,70858.569,0.62046,37.954,49728.207,0.89182,5226.791,0.9615,15903.571,0.30003,
S1 只增,81,70833.723,0.62024,37.976,49708.979,0.89148,5221.173,0.96047,15903.571,0.30003,
S1 只增,82,70808.432,0.62002,37.998,49689.429,0.89113,5215.431,0.95941,15903.571,0.30003,
S1 只增,83,70783.789,0.61981,38.019,49670.121,0.89078,5210.097,0.95843,15903.571,0.30003,
S1 只增,84,70759.27,0.61959,38.041,49649.293,0.89041,5206.405,0.95775,15903.571,0.30003,
S1 只增,85,70724.371,0.61928,38.072,49620.136,0.88989,5200.664,0.9567,15903.571,0.30003,
S1 只增,86,70700.326,0.61907,38.093,49599.961,0.88952,5196.794,0.95599,15903.571,0.30003,
S1 只增,87,70677.108,0.61887,38.113,49576.804,0.88911,5196.732,0.95598,15903.571,0.30003,
S1 只增,88,70654.362,0.61867,38.133,49557.666,0.88877,5193.124,0.95531,15903.571,0.30003,
S1 只增,89,70628.96,0.61845,38.155,49538.006,0.88841,5187.382,0.95426,15903.571,0.30003,
S1 只增,90,70606.957,0.61826,38.174,49520.157,0.88809,5183.228,0.95349,15903.571,0.30003,
S1 只增,91,70584.767,0.61806,38.194,49503.405,0.88779,5177.791,0.95249,15903.571,0.30003,
S1 只增,92,70562.79,0.61787,38.213,49487.151,0.8875,5172.067,0.95144,15903.571,0.30003,
S1 只增,93,70541.134,0.61768,38.232,49471.025,0.88721,5166.538,0.95042,15903.571,0.30003,
S1 只增,94,70519.709,0.61749,38.251,49455.239,0.88693,5160.899,0.94938,15903.571,0.30003,10%
S1 只增,95,70498.485,0.61731,38.269,49439.753,0.88665,5155.16,0.94833,15903.571,0.30003,
S1 只增,96,70477.716,0.61713,38.287,49424.552,0.88638,5149.593,0.9473,15903.571,0.30003,
S1 只增,97,70454.1,0.61692,38.308,49406.209,0.88605,5144.32,0.94633,15903.571,0.30003,
S1 只增,98,70433.786,0.61674,38.326,49389.856,0.88576,5140.359,0.9456,15903.571,0.30003,
S1 只增,99,70413.867,0.61657,38.343,49375.661,0.8855,5134.634,0.94455,15903.571,0.30003,
S1 只增,100,70393.958,0.61639,38.361,49361.485,0.88525,5128.902,0.9435,15903.571,0.30003,
S1 只增,101,70374.325,0.61622,38.378,49347.509,0.885,5123.244,0.94246,15903.571,0.30003,
S1 只增,102,70354.854,0.61605,38.395,49333.614,0.88475,5117.669,0.94143,15903.571,0.30003,
S1 只增,103,70335.686,0.61588,38.412,49320.069,0.88451,5112.045,0.9404,15903.571,0.30003,
S1 只增,104,70316.38,0.61571,38.429,49305.572,0.88425,5107.237,0.93951,15903.571,0.30003,
S1 只增,105,70296.77,0.61554,38.446,49291.695,0.884,5101.503,0.93846,15903.571,0.30003,
S1 只增,106,70278.346,0.61538,38.462,49278.866,0.88377,5095.908,0.93743,15903.571,0.30003,
S1 只增,107,70259.935,0.61522,38.478,49265.977,0.88353,5090.386,0.93641,15903.571,0.30003,
S1 只增,108,70241.689,0.61506,38.494,49251.793,0.88328,5086.325,0.93566,15903.571,0.30003,
S1 只增,109,70223.65,0.6149,38.51,49239.035,0.88305,5081.044,0.93469,15903.571,0.30003,
S1 只增,110,70205.537,0.61474,38.526,49225.082,0.8828,5076.884,0.93393,15903.571,0.30003,
S1 只增,111,70187.966,0.61459,38.541,49212.955,0.88258,5071.439,0.93293,15903.571,0.30003,
S1 只增,112,70170.493,0.61444,38.556,49201.121,0.88237,5065.801,0.93189,15903.571,0.30003,
S1 只增,113,70153.15,0.61428,38.572,49188.597,0.88215,5060.982,0.931,15903.571,0.30003,
S1 只增,114,70135.931,0.61413,38.587,49176.71,0.88193,5055.649,0.93002,15903.571,0.30003,
S1 只增,115,70118.49,0.61398,38.602,49165.011,0.88172,5049.908,0.92897,15903.571,0.30003,
S1 只增,116,70101.822,0.61383,38.617,49153.7,0.88152,5044.551,0.92798,15903.571,0.30003,
S1 只增,117,70085.301,0.61369,38.631,49142.791,0.88133,5038.938,0.92695,15903.571,0.30003,
S1 只增,118,70068.798,0.61354,38.646,49132.03,0.88113,5033.196,0.92589,15903.571,0.30003,
S1 只增,119,70052.759,0.6134,38.66,49121.359,0.88094,5027.829,0.9249,15903.571,0.30003,
S1 只增,120,70036.613,0.61326,38.674,49109.548,0.88073,5023.493,0.92411,15903.571,0.30003,
S1 只增,121,70020.707,0.61312,38.688,49099.151,0.88054,5017.985,0.92309,15903.571,0.30003,
S1 只增,122,70005.3,0.61299,38.701,49089.446,0.88037,5012.283,0.92204,15903.571,0.30003,
S1 只增,123,69989.873,0.61285,38.715,49079.036,0.88018,5007.265,0.92112,15903.571,0.30003,
S1 只增,124,69974.484,0.61272,38.728,49067.814,0.87998,5003.098,0.92035,15903.571,0.30003,
S1 只增,125,69959.149,0.61258,38.742,49057.999,0.87981,4997.579,0.91934,15903.571,0.30003,
S1 只增,126,69943.93,0.61245,38.755,49047.287,0.87961,4993.072,0.91851,15903.571,0.30003,
S1 只增,127,69928.726,0.61232,38.768,49037.442,0.87944,4987.712,0.91752,15903.571,0.30003,
S1 只增,128,69913.787,0.61219,38.781,49028.127,0.87927,4982.089,0.91649,15903.571,0.30003,
S1 只增,129,69898.348,0.61205,38.795,49018.422,0.8791,4976.354,0.91544,15903.571,0.30003,
S1 只增,130,69883.714,0.61192,38.808,49009.405,0.87893,4970.738,0.9144,15903.571,0.30003,
S1 只增,131,69869.154,0.6118,38.82,48998.103,0.87873,4967.479,0.9138,15903.571,0.30003,
S1 只增,132,69854.638,0.61167,38.833,48989.317,0.87857,4961.749,0.91275,15903.571,0.30003,
S1 只增,133,69840.13,0.61154,38.846,48980.547,0.87842,4956.011,0.91169,15903.571,0.30003,
S1 只增,134,69825.614,0.61142,38.858,48970.025,0.87823,4952.018,0.91096,15903.571,0.30003,
S1 只增,135,69811.363,0.61129,38.871,48961.067,0.87807,4946.724,0.90998,15903.571,0.30003,
S1 只增,136,69797.407,0.61117,38.883,48952.562,0.87791,4941.274,0.90898,15903.571,0.30003,
S1 只增,137,69783.475,0.61105,38.895,48943.749,0.87776,4936.155,0.90804,15903.571,0.30003,
S1 只增,138,69769.517,0.61092,38.908,48935.523,0.87761,4930.422,0.90699,15903.571,0.30003,
S1 只增,139,69755.645,0.6108,38.92,48926.95,0.87745,4925.124,0.90601,15903.571,0.30003,
S1 只增,140,69741.446,0.61068,38.932,48918.171,0.8773,4919.704,0.90501,15903.571,0.30003,
S1 只增,141,69727.142,0.61055,38.945,48908.504,0.87712,4915.066,0.90416,15903.571,0.30003,
S1 只增,142,69711.915,0.61042,38.958,48894.132,0.87687,4914.211,0.904,15903.571,0.30003,
S1 只增,143,69698.505,0.6103,38.97,48884.047,0.87669,4910.887,0.90339,15903.571,0.30003,
S1 只增,144,69685.179,0.61019,38.981,48876.251,0.87655,4905.357,0.90237,15903.571,0.30003,
S1 只增,145,69671.764,0.61007,38.993,48868.563,0.87641,4899.63,0.90132,15903.571,0.30003,
S1 只增,146,69658.732,0.60995,39.005,48860.86,0.87627,4894.3,0.90034,15903.571,0.30003,
S1 只增,147,69645.714,0.60984,39.016,48853.126,0.87613,4889.017,0.89937,15903.571,0.30003,
S1 只增,148,69632.599,0.60973,39.027,48844.681,0.87598,4884.346,0.89851,15903.571,0.30003,
S1 只增,149,69619.73,0.60961,39.039,48833.494,0.87578,4882.664,0.8982,15903.571,0.30003,
S1 只增,150,69606.49,0.6095,39.05,48825.996,0.87564,4876.922,0.89714,15903.571,0.30003,
S1 只增,151,69593.919,0.60939,39.061,48818.661,0.87551,4871.686,0.89618,15903.571,0.30003,
S1 只增,152,69581.361,0.60928,39.072,48811.655,0.87539,4866.134,0.89516,15903.571,0.30003,
S1 只增,153,69568.516,0.60916,39.084,48804.491,0.87526,4860.454,0.89411,15903.571,0.30003,
S1 只增,154,69556.136,0.60906,39.094,48796.191,0.87511,4856.373,0.89336,15903.571,0.30003,
S1 只增,155,69543.62,0.60895,39.105,48787.323,0.87495,4852.725,0.89269,15903.571,0.30003,
S1 只增,156,69531.277,0.60884,39.116,48780.099,0.87482,4847.607,0.89175,15903.571,0.30003,
S1 只增,157,69519.152,0.60873,39.127,48773.013,0.87469,4842.567,0.89082,15903.571,0.30003,
S1 只增,158,69507.031,0.60863,39.137,48766.627,0.87458,4836.832,0.88977,15903.571,0.30003,
S1 只增,159,69493.549,0.60851,39.149,48753.753,0.87435,4836.225,0.88966,15903.571,0.30003,
S1 只增,160,69481.69,0.6084,39.16,48747.323,0.87423,4830.795,0.88866,15903.571,0.30003,
S1 只增,161,69469.833,0.6083,39.17,48740.519,0.87411,4825.742,0.88773,15903.571,0.30003,
S1 只增,162,69457.878,0.6082,39.18,48734.192,0.874,4820.115,0.88669,15903.571,0.30003,
S1 只增,163,69446.056,0.60809,39.191,48727.831,0.87388,4814.654,0.88569,15903.571,0.30003,
S1 只增,164,69434.213,0.60799,39.201,48719.888,0.87374,4810.754,0.88497,15903.571,0.30003,
S1 只增,165,69422.552,0.60789,39.211,48711.388,0.87359,4807.593,0.88439,15903.571,0.30003,
S1 只增,166,69410.688,0.60778,39.222,48705.194,0.87348,4801.922,0.88335,15903.571,0.30003,
S1 只增,167,69399.039,0.60768,39.232,48699.286,0.87337,4796.182,0.88229,15903.571,0.30003,
S1 只增,168,69387.432,0.60758,39.242,48689.485,0.8732,4794.376,0.88196,15903.571,0.30003,
S1 只增,169,69375.058,0.60747,39.253,48682.408,0.87307,4789.078,0.88098,15903.571,0.30003,
S1 只增,170,69363.404,0.60737,39.263,48676.487,0.87296,4783.346,0.87993,15903.571,0.30003,
S1 只增,171,69352.006,0.60727,39.273,48670.83,0.87286,4777.604,0.87887,15903.571,0.30003,
S1 只增,172,69340.599,0.60717,39.283,48664.541,0.87275,4772.486,0.87793,15903.571,0.30003,
S1 只增,173,69329.354,0.60707,39.293,48658.636,0.87264,4767.146,0.87695,15903.571,0.30003,
S1 只增,174,69318.156,0.60697,39.303,48652.522,0.87253,4762.063,0.87601,15903.571,0.30003,
S1 只增,175,69306.019,0.60687,39.313,48640.757,0.87232,4761.69,0.87595,15903.571,0.30003,
S1 只增,176,69295.026,0.60677,39.323,48632.878,0.87218,4758.577,0.87537,15903.571,0.30003,
S1 只增,177,69284.048,0.60667,39.333,48627.475,0.87208,4753.002,0.87435,15903.571,0.30003,
S1 只增,178,69273.187,0.60658,39.342,48620.446,0.87196,4749.17,0.87364,15903.571,0.30003,
S1 只增,179,69262.346,0.60648,39.352,48613.869,0.87184,4744.906,0.87286,15903.571,0.30003,
S1 只增,180,69251.524,0.60639,39.361,48605.468,0.87169,4742.484,0.87241,15903.571,0.30003,
S1 只增,181,69240.724,0.60629,39.371,48599.687,0.87159,4737.466,0.87149,15903.571,0.30003,
S1 只增,182,69229.942,0.6062,39.38,48594.196,0.87149,4732.175,0.87052,15903.571,0.30003,
S1 只增,183,69218.538,0.6061,39.39,48588.524,0.87139,4726.443,0.86946,15903.571,0.30003,
S1 只增,184,69207.87,0.60601,39.399,48581.67,0.87126,4722.628,0.86876,15903.571,0.30003,
S1 只增,185,69196.577,0.60591,39.409,48571.07,0.87107,4721.936,0.86863,15903.571,0.30003,
S1 只增,186,69185.913,0.60581,39.419,48565.881,0.87098,4716.461,0.86763,15903.571,0.30003,
S1 只增,187,69175.441,0.60572,39.428,48560.408,0.87088,4711.462,0.86671,15903.571,0.30003,
S1 只增,188,69164.973,0.60563,39.437,48555.15,0.87079,4706.251,0.86575,15903.571,0.30003,20%
S1 只增,189,69153.983,0.60553,39.447,48549.734,0.87069,4700.677,0.86472,15903.571,0.30003,
S1 只增,190,69143.425,0.60544,39.456,48544.91,0.8706,4694.944,0.86367,15903.571,0.30003,
S1 只增,191,69132.669,0.60535,39.465,48539.783,0.87051,4689.315,0.86263,15903.571,0.30003,
S1 只增,192,69121.497,0.60525,39.475,48533.742,0.8704,4684.183,0.86169,15903.571,0.30003,
S1 只增,193,69111.027,0.60516,39.484,48527.383,0.87029,4680.072,0.86093,15903.571,0.30003,
S1 只增,194,69100.642,0.60507,39.493,48519.253,0.87014,4677.818,0.86052,15903.571,0.30003,
S1 只增,195,69090.099,0.60497,39.503,48514.451,0.87006,4672.077,0.85946,15903.571,0.30003,
S1 只增,196,69079.798,0.60488,39.512,48507.937,0.86994,4668.289,0.85876,15903.571,0.30003,
S1 只增,197,69068.985,0.60479,39.521,48502.79,0.86985,4662.623,0.85772,15903.571,0.30003,
S1 只增,198,69057.763,0.60469,39.531,48492.878,0.86967,4661.314,0.85748,15903.571,0.30003,
S1 只增,199,69047.617,0.6046,39.54,48487.417,0.86957,4656.629,0.85662,15903.571,0.30003,
S1 只增,200,69034.797,0.60449,39.551,48480.338,0.86945,4650.888,0.85556,15903.571,0.30003,
S1 只增,201,69024.677,0.6044,39.56,48472.979,0.86931,4648.126,0.85506,15903.571,0.30003,
S1 只增,202,69014.608,0.60431,39.569,48468.209,0.86923,4642.827,0.85408,15903.571,0.30003,
S1 只增,203,69004.54,0.60423,39.577,48463.22,0.86914,4637.748,0.85315,15903.571,0.30003,
S1 只增,204,68994.624,0.60414,39.586,48458.646,0.86906,4632.407,0.85216,15903.571,0.30003,
S1 只增,205,68984.628,0.60405,39.595,48454.349,0.86898,4626.707,0.85112,15903.571,0.30003,
S1 只增,206,68974.77,0.60396,39.604,48449.432,0.86889,4621.766,0.85021,15903.571,0.30003,
S1 只增,207,68964.947,0.60388,39.612,48444.862,0.86881,4616.514,0.84924,15903.571,0.30003,
S1 只增,208,68955.227,0.60379,39.621,48439.956,0.86872,4611.699,0.84835,15903.571,0.30003,
S1 只增,209,68944.999,0.6037,39.63,48435.47,0.86864,4605.958,0.8473,15903.571,0.30003,
S1 只增,210,68935.337,0.60362,39.638,48425.621,0.86846,4606.145,0.84733,15903.571,0.30003,
S1 只增,211,68925.632,0.60353,39.647,48420.985,0.86838,4601.075,0.8464,15903.571,0.30003,
S1 只增,212,68916.047,0.60345,39.655,48414.616,0.86827,4597.86,0.84581,15903.571,0.30003,
S1 只增,213,68906.461,0.60337,39.663,48408.897,0.86816,4593.992,0.8451,15903.571,0.30003,
S1 只增,214,68896.899,0.60328,39.672,48404.931,0.86809,4588.396,0.84407,15903.571,0.30003,
S1 只增,215,68887.35,0.6032,39.68,48400.775,0.86802,4583.004,0.84308,15903.571,0.30003,
S1 只增,216,68877.537,0.60311,39.689,48396.699,0.86795,4577.267,0.84202,15903.571,0.30003,
S1 只增,217,68868.069,0.60303,39.697,48392.168,0.86786,4572.329,0.84111,15903.571,0.30003,
S1 只增,218,68858.638,0.60295,39.705,48387.83,0.86779,4567.237,0.84018,15903.571,0.30003,
S1 只增,219,68849.12,0.60286,39.714,48384.024,0.86772,4561.524,0.83912,15903.571,0.30003,
S1 只增,220,68839.677,0.60278,39.722,48379.305,0.86763,4556.801,0.83826,15903.571,0.30003,
S1 只增,221,68830.273,0.6027,39.73,48372.322,0.86751,4554.379,0.83781,15903.571,0.30003,
S1 只增,222,68820.734,0.60262,39.738,48368.476,0.86744,4548.687,0.83676,15903.571,0.30003,
S1 只增,223,68811.506,0.60254,39.746,48362.126,0.86733,4545.808,0.83623,15903.571,0.30003,
S1 只增,224,68802.313,0.60245,39.755,48358.255,0.86726,4540.487,0.83525,15903.571,0.30003,
S1 只增,225,68793.133,0.60237,39.763,48353.471,0.86717,4536.091,0.83445,15903.571,0.30003,
S1 只增,226,68784.0,0.60229,39.771,48346.845,0.86705,4533.583,0.83398,15903.571,0.30003,
S1 只增,227,68774.876,0.60221,39.779,48342.045,0.86697,4529.259,0.83319,15903.571,0.30003,
S1 只增,228,68764.73,0.60213,39.787,48333.678,0.86682,4527.481,0.83286,15903.571,0.30003,
S1 只增,229,68755.621,0.60205,39.795,48330.075,0.86675,4521.975,0.83185,15903.571,0.30003,
S1 只增,230,68746.6,0.60197,39.803,48325.939,0.86668,4517.09,0.83095,15903.571,0.30003,
S1 只增,231,68737.532,0.60189,39.811,48322.502,0.86661,4511.459,0.82991,15903.571,0.30003,
S1 只增,232,68728.589,0.60181,39.819,48317.006,0.86652,4508.011,0.82928,15903.571,0.30003,
S1 只增,233,68719.754,0.60173,39.827,48313.791,0.86646,4502.392,0.82825,15903.571,0.30003,
S1 只增,234,68710.89,0.60165,39.835,48310.63,0.8664,4496.689,0.8272,15903.571,0.30003,
S1 只增,235,68702.07,0.60158,39.842,48307.552,0.86635,4490.947,0.82614,15903.571,0.30003,
S1 只增,236,68693.275,0.6015,39.85,48303.49,0.86627,4486.214,0.82527,15903.571,0.30003,
S1 只增,237,68684.455,0.60142,39.858,48300.056,0.86621,4480.828,0.82428,15903.571,0.30003,
S1 只增,238,68675.665,0.60135,39.865,48291.519,0.86606,4480.574,0.82423,15903.571,0.30003,
S1 只增,239,68666.95,0.60127,39.873,48286.214,0.86596,4477.164,0.82361,15903.571,0.30003,
S1 只增,240,68658.225,0.60119,39.881,48283.109,0.86591,4471.544,0.82257,15903.571,0.30003,
S1 只增,241,68649.581,0.60112,39.888,48278.97,0.86583,4467.039,0.82174,15903.571,0.30003,
S1 只增,242,68640.903,0.60104,39.896,48276.018,0.86578,4461.314,0.82069,15903.571,0.30003,
S1 只增,243,68632.306,0.60097,39.903,48272.651,0.86572,4456.083,0.81973,15903.571,0.30003,
S1 只增,244,68623.745,0.60089,39.911,48268.606,0.86565,4451.567,0.8189,15903.571,0.30003,
S1 只增,245,68615.165,0.60082,39.918,48265.551,0.86559,4446.042,0.81788,15903.571,0.30003,
S1 只增,246,68606.629,0.60074,39.926,48261.312,0.86552,4441.745,0.81709,15903.571,0.30003,
S1 只增,247,68598.047,0.60067,39.933,48257.523,0.86545,4436.953,0.81621,15903.571,0.30003,
S1 只增,248,68589.572,0.60059,39.941,48254.78,0.8654,4431.22,0.81515,15903.571,0.30003,
S1 只增,249,68581.103,0.60052,39.948,48251.798,0.86535,4425.734,0.81414,15903.571,0.30003,
S1 只增,250,68572.67,0.60044,39.956,48248.989,0.8653,4420.11,0.81311,15903.571,0.30003,
S1 只增,251,68564.248,0.60037,39.963,48246.121,0.86524,4414.556,0.81209,15903.571,0.30003,
S1 只增,252,68555.825,0.6003,39.97,48242.771,0.86518,4409.483,0.81116,15903.571,0.30003,
S1 只增,253,68547.334,0.60022,39.978,48236.701,0.86508,4407.062,0.81071,15903.571,0.30003,
S1 只增,254,68538.98,0.60015,39.985,48233.247,0.86501,4402.161,0.80981,15903.571,0.30003,
S1 只增,255,68530.635,0.60008,39.992,48230.118,0.86496,4396.946,0.80885,15903.571,0.30003,
S1 只增,256,68522.321,0.6,40.0,48226.359,0.86489,4392.39,0.80801,15903.571,0.30003,
S1 只增,257,68514.008,0.59993,40.007,48221.185,0.8648,4389.252,0.80743,15903.571,0.30003,
S1 只增,258,68505.754,0.59986,40.014,48216.837,0.86472,4385.346,0.80672,15903.571,0.30003,
S1 只增,259,68497.519,0.59979,40.021,48214.069,0.86467,4379.879,0.80571,15903.571,0.30003,
S1 只增,260,68488.886,0.59971,40.029,48210.872,0.86461,4374.442,0.80471,15903.571,0.30003,
