情景,比例,目标变化数,实际执行数,M,M/M_base,相对改善%,M_access,M_crowd,M_reach
S1 只增,1%,10,10,83748.214,0.73333,26.667,54768.439,5529.775,23450.0
S1 只增,5%,47,47,71971.169,0.6302,36.98,50682.457,5385.141,15903.571
S1 只增,10%,94,94,70519.709,0.61749,38.251,49455.239,5160.899,15903.571
S1 只增,20%,188,188,69164.973,0.60563,39.437,48555.15,4706.251,15903.571
S1 只增,30%,282,282,68313.113,0.59817,40.183,48134.503,4275.038,15903.571
S1 只增,40%,376,376,67664.328,0.59249,40.751,47919.929,3840.828,15903.571
S1 只增,50%,469,469,67170.834,0.58817,41.183,47819.278,3447.984,15903.571
