删除序号,station_id,经度,纬度
89,MA0019FW4_GZYY-DXBT-020-0019,113.367101,23.053251
90,313744932_905,113.349445,23.254256
91,313744932_2340,113.311054,23.251566
92,313744932_1179,113.247041,23.249114
93,313744932_1064,113.419469,23.121983
94,320513112_20-281,113.4555,22.885804
95,313744932_2640,113.354096,23.186675
96,313744932_1723,113.286838,23.219492
97,313744932_2152,113.235322,23.212256
98,313744932_320492,113.531627,23.134186
99,395815801_4401030010,113.232541,23.147803
100,914401153_JT0026,113.517839,23.054052
101,395815801_4401140002,113.227532,23.474182
102,313744932_3146,113.317516,23.151581
103,395815801_4401110035,113.293584,23.301179
104,313744932_320818,113.529824,23.134032
105,313744932_1341,113.329062,22.994654
106,MA0019FW4_GZYY-BTCE-020-0024,113.369156,23.05599
107,313744932_1124,113.260091,23.200939
108,313744932_2699,113.308014,23.0391
109,313744932_100,113.267351,23.220001
110,313744932_2881,113.229814,23.163417
111,914401153_JT0065,113.240439,23.268733
112,313744932_2323,113.262255,23.138403
113,395815801_4401110018,113.219515,23.203466
114,313744932_3156,113.317516,23.151581
115,320513112_20-270,113.601244,23.188047
116,320513112_20-269,113.601363,23.188055
117,395815801_4401040024,113.302379,23.15931
118,914401153_JT0108,113.521516,23.157632
119,395815801_4401130021,113.336448,22.97164
120,313744932_2245,113.286722,23.219523
121,395815801_4401180010,113.55581,23.12145
122,313744932_428,113.29065,23.257128
123,320513112_20-268,113.601247,23.184599
124,320513112_20-221,113.334614,23.178296
125,313744932_2768,113.350352,22.960186
126,313744932_3743,113.260102,23.197707
127,313744932_2140,113.316621,23.154068
128,MA0019FW4_GZYY-HHZC-020-0001,113.335916,23.175402
129,320513112_20-220,113.335818,23.176573
130,313744932_2101,113.310443,23.12551
131,313744932_3149,113.317516,23.151581
132,313744932_3293,113.254555,23.157628
133,313744932_2162,113.267227,23.22001
134,395815801_4401110068,113.294523,23.162205
135,395815801_4401130019,113.366113,22.94096
136,313744932_1986,113.419722,23.121944
137,320513112_20-282,113.198008,23.383388
138,395815801_4401040028,113.247756,23.147896
139,395815801_4401110019,113.193278,23.232364
140,MA0019FW4_GZYY-MTHG-020-0017,113.238103,23.200451
141,313744932_306,113.319547,23.126224
142,313744932_732,113.319547,23.126224
143,313744932_781,113.319547,23.126224
144,313744932_204,113.319547,23.126221
145,313744932_1524,113.319547,23.126221
146,313744932_1529,113.319539,23.126224
147,395815801_4401140006,113.228191,23.40773
148,395815801_4401110006,113.234248,23.337904
149,320513112_20-014,113.357954,22.957644
150,914401153_JT0022,113.325812,23.171756
151,320513112_20-263,113.231746,23.189832
152,324887859_6fe19e0dd6dd11e6a20100163e0027ca,113.339105,22.922885
153,313744932_2048,113.253755,23.240658
154,313744932_2496,113.310443,23.12551
155,313744932_3157,113.317516,23.151581
156,313744932_3143,113.317516,23.151581
157,395815801_4401060020,113.377722,23.217708
158,313744932_658,113.298771,23.283092
159,313744932_94,113.283332,23.259438
160,914401153_JT0131,113.22932,23.104653
161,313744932_251,113.282799,23.250028
162,313744932_1303,113.252409,23.247105
163,395815801_4401110051,113.254377,23.172976
164,313744932_796,113.266041,23.217309
165,320513112_20-135,113.232696,23.104747
166,313744932_356,113.279387,23.228969
167,313744932_258,113.250529,23.249526
168,313744932_2397,113.183184,23.441571
169,395815801_4401060005,113.385622,23.140715
170,313744932_8,113.420581,23.214792
171,313744932_1807,113.409742,23.168008
172,313744932_437,113.409628,23.168003
173,313744932_429,113.421297,23.200263
174,313744932_1294,113.421288,23.20021
175,395815801_4401130010,113.42358,22.961556
176,313744932_1923,113.353968,23.186874
177,313744932_2046,113.353968,23.186731
178,395815801_4401130048,113.283969,22.895171
179,395815801_4401030016,113.210425,23.054544
180,914401153_JT0007,113.234613,23.183225
181,914401153_JT0057,113.268559,23.174203
182,313744932_2930,113.296408,23.22121
183,313744932_1078,113.419499,23.121999
184,914401153_JT0107,113.511887,23.130576
185,395815801_4401050010,113.247515,23.099002
186,313744932_2219,113.326298,23.021625
187,313744932_1478,113.326224,23.021593
188,313744932_678,113.321523,23.27905
189,313744932_324,113.383378,22.979239
190,313744932_1637,113.383413,22.979197
191,313744932_1661,113.374767,23.128248
192,MA0019FW4_GZYY-JHDS-020-0012,113.277149,23.241689
193,395815801_4401050009,113.298798,23.074585
194,313744932_2591,113.262198,23.21387
195,395815801_4401110047,113.299993,23.235285
196,395815801_4401110020,113.287881,23.337323
197,395815801_4401110071,113.268373,23.208853
198,313744932_343,113.252281,23.142391
199,395815801_4401110011,113.264471,23.215755
200,313744932_2381,113.258199,23.206299
201,313744932_383,113.318243,23.145175
202,313744932_3220,113.334544,23.099998
203,313744932_1310,113.228423,23.166647
204,914401153_JT0055,113.301245,23.003884
205,313744932_11747,113.276038,23.211972
206,395815801_4401030006,113.240658,23.093034
207,914401153_JT0024,113.260262,23.204926
208,395815801_4401110048,113.254251,23.172943
209,914401153_JT0017,113.277972,23.215317
210,320513112_20-243,113.160532,23.466153
211,313744932_2958,113.292777,23.217516
212,313744932_1560,113.315597,23.138298
213,395815801_4401180002,113.791968,23.279825
214,914401153_JT0010,113.251343,23.24875
215,313744932_3219,113.250399,23.16308
216,395815801_4401130027,113.313315,22.970698
217,313744932_1510,113.362171,23.015499
218,395815801_4401060013,113.313816,23.123167
219,726811355_531,113.332781,22.91815
220,313744932_2174,113.320358,23.168084
221,313744932_1943,113.318385,23.145381
222,320513112_20-245,113.179111,23.456183
223,914401153_JT0028,113.269079,23.081908
224,395815801_4401060015,113.321568,23.148307
225,313744932_423,113.253372,23.142502
226,313744932_228,113.253273,23.14199
227,914401153_JT0060,113.333275,23.21226
228,313744932_1750,113.253265,23.142517
229,MA0019FW4_GZYY-GZYD-020-0018,113.252024,23.052795
230,914401153_JT0020,113.54766,23.117218
231,313744932_717,113.25199,23.159087
232,313744932_248,113.576397,23.113475
233,313744932_1912,113.421746,23.214354
234,395815801_4401130051,113.478962,23.052554
235,395815801_4401130036,113.304743,23.032679
236,313744932_2342,113.250047,23.065686
237,313744932_1625,113.188127,23.149982
238,313744932_1948,113.247051,23.354425
239,313744932_3034,113.408788,23.226154
240,313744932_456,113.318281,23.14514
241,320513112_20-133,113.540483,22.802761
242,395815801_4401130037,113.363508,22.948548
243,395815801_4401060051,113.412474,23.115035
244,395815801_4401030015,113.222055,23.098763
245,914401153_JT0021,113.303656,23.011633
246,395815801_4401060014,113.385266,23.140667
247,MA59J8YL8_495651d56636138f,113.288129,23.068596
248,MA59J8YL8_22d0ecad08aa0401,113.288168,23.068619
249,313744932_705,113.321223,23.038162
250,313744932_2041,113.288212,23.34563
251,395815801_4401110065,113.258629,23.202631
252,MA0019FW4_GZYY-HRDS-020-0008,113.285711,23.127114
253,395815801_4401110055,113.254688,23.172685
254,395815801_4401110073,113.227991,23.213339
255,313744932_13214,113.316892,23.01572
256,313744932_3202,113.33876,23.185367
257,MA0019FW4_GZYY-FLGC-020-0016,113.447047,23.116606
258,313744932_2155,113.294799,23.309682
259,MA0019FW4_GZYY-YLXJ-020-0021,113.400284,23.042588
260,395815801_4401110039,113.279596,23.239885
261,313744932_132,113.271274,23.164163
262,313744932_351,113.229438,23.158342
263,726811355_204,113.307486,22.980922
264,313744932_11698,113.321395,23.124632
265,395815801_4401110054,113.253711,23.173053
266,395815801_4401110052,113.254044,23.173102
267,395815801_4401110053,113.254125,23.173378
268,395815801_4401110056,113.254035,23.17301
269,395815801_4401110049,113.254251,23.172943
270,395815801_4401110050,113.254251,23.172943
271,395815801_4401130001,113.333786,22.940951
272,313744932_1995,113.310443,23.12551
273,726811355_225,113.347905,22.913601
274,313744932_2965,113.298155,23.217995
275,320513112_20-287,113.351336,23.259089
276,313744932_2615,113.318385,23.145381
277,320513112_20-286,113.360415,22.979967
278,914401153_JT0015,113.377463,23.014162
279,313744932_12892,113.250425,23.236554
280,395815801_4401130004,113.360333,22.977562
281,313744932_237,113.311552,23.137017
282,395815801_4401110021,113.262317,23.197811
283,313744932_2053,113.319507,23.150974
284,313744932_2896,113.319773,23.150995
285,101437000_142,113.224438,23.079823
286,313744932_12962,113.294093,23.314006
287,313744932_694,113.246231,23.256687
288,395815801_4401050012,113.337332,23.101058
289,320513112_20-224,113.369724,22.916728
290,320513112_20-008,113.321585,23.123451
291,MA59J8YL8_19a962d25746f5bd,113.354302,22.959383
292,MA59J8YL8_34abcaad7af654e6,113.354309,22.959433
293,914401153_JT0012,113.325075,23.120399
294,313744932_12171,113.373926,23.106753
295,395815801_4401180003,113.838071,23.298199
296,313744932_3049,113.313239,23.258485
297,914401153_JT0074,113.47719,23.09041
298,320513112_20-226,113.139157,23.373894
299,914401153_JT0011,113.330955,23.136655
300,395815801_4401110075,113.26733,23.197581
301,101437000_2390,113.229395,23.072024
302,313744932_12457,113.291425,23.344629
303,313744932_12248,113.311866,23.118587
304,313744932_3352,113.291307,23.347684
305,101437000_1682,113.423599,22.974233
306,395815801_4401050006,113.323041,23.084171
307,395815801_4401130026,113.309346,22.985795
308,395815801_4401110057,113.255022,23.169116
309,313744932_1013,113.721929,23.203174
310,313744932_191,113.470348,22.879235
311,914401153_JT0013,113.574717,23.105789
312,MA0019FW4_GZYY-BLTD-020-0014,113.530038,23.492588
313,313744932_12435,113.253309,23.142404
314,MA0019FW4_GZYY-JHSW-020-0011,113.371197,23.131869
315,914401153_JT0046,113.527859,23.091699
316,395815801_4401110016,113.301658,23.23606
317,726811355_244,113.37401,22.937106
318,726811355_2045,113.258972,23.238383
319,313744932_1312,113.224704,23.06374
320,313744932_2378,113.399428,23.123722
321,395815801_4401130050,113.481067,23.054264
322,395815801_4401110058,113.309895,23.251619
323,101437000_380,113.403589,22.946442
324,313744932_2653,113.36145,22.930812
325,914401153_JT0141,113.316652,22.971223
326,395815801_4401130015,113.319876,23.038574
327,395815801_4401060043,113.324258,23.122036
328,395815801_4401050011,113.247516,23.099012
329,313744932_1117,113.288216,23.21621
330,313744932_3051,113.296388,23.292451
331,726811355_206,113.424046,23.033803
332,313744932_12730,113.261115,23.082625
333,914401153_JT0059,113.4155,23.177206
334,MA1FP0228_11109,113.412313,23.122036
335,395815801_4401060035,113.404528,23.173487
336,914401153_JT0049,113.344025,22.986361
337,395815801_4401040031,113.257894,23.12777
338,395815801_4401140018,113.243968,23.372202
339,313744932_1844,113.249339,23.2097
340,395815801_4401110022,113.327391,23.178505
341,313744932_3065,113.325789,23.098443
342,313744932_508,113.239225,23.394551
343,395815801_4401060006,113.310375,23.139005
344,313744932_687,113.263899,23.212936
345,395815801_4401110017,113.280237,23.340999
346,313744932_2967,113.223341,23.280726
347,914401153_JT0029,113.345172,22.985677
348,313744932_3167,113.611996,23.124484
349,313744932_320175,113.155231,23.403219
350,914401153_JT0077,113.22764,23.115418
351,MA5AK2NB6_9,113.268027,23.219887
352,395815801_4401030012,113.222098,23.098867
353,313744932_1632,113.284415,23.342434
354,313744932_103,113.239382,23.394092
355,313744932_3039,113.299287,23.236533
356,395815801_4401030005,113.242566,23.125061
357,914401153_JT0004,113.218712,23.362454
358,395815801_4401050007,113.252163,23.097244
359,914401153_JT0087,113.218644,23.361989
360,914401153_JT0054,113.428223,23.191204
361,313744932_3084,113.520134,23.082294
362,395815801_4401060003,113.411654,23.177042
363,914401153_JT0078,113.227007,23.142656
364,914401153_JT0018,113.420645,23.200401
365,395815801_4401130034,113.400163,23.042688
366,395815801_4401110026,113.297443,23.221575
367,914401153_JT0008,113.445605,23.162118
368,101437000_28,113.291817,23.224818
369,914401153_JT0006,113.537979,23.13179
370,313744932_11945,113.367533,23.104771
371,395815801_4401170006,113.672094,23.675942
372,313744932_475,113.254693,23.168573
373,395815801_4401130047,113.355699,22.980185
374,339767534_1105298946932350976,113.286195,23.014208
375,313744932_1652,113.368431,22.941659
376,395815801_4401110036,113.241649,23.210272
377,914401153_JT0050,113.231637,23.393375
378,MA5BE03R2_LYFH-0001,113.223961,23.079903
379,395815801_4401110025,113.320775,23.190468
380,313744932_13228,113.308903,23.056948
381,395815801_4401030014,113.242123,23.12512
382,395815801_4401110042,113.228156,23.21315
383,395815801_4401060049,113.322954,23.13223
384,395815801_4401130039,113.44935,22.946865
385,395815801_4401060053,113.310415,23.138675
386,313744932_13363,113.193178,23.399905
387,395815801_4401110012,113.295117,23.334345
388,313744932_1918,113.453527,23.168597
389,914401153_JT0042,113.289807,23.061628
390,914401153_JT0068,113.289819,23.061616
391,313744932_3041,113.584127,23.524832
392,MA59CU773_17245,113.244149,23.135843
393,914401153_JT0014,113.351518,23.258819
394,395815801_4401110044,113.257614,23.220053
395,395815801_4401110045,113.257614,23.220053
396,313744932_12035,113.306464,23.023424
397,914401153_JT0005,113.497238,22.959789
398,914401153_JT0003,113.238142,23.394741
399,MA51TJTF4_1759,113.307612,22.989654
400,313744932_3568,113.351598,23.294529
401,914401153_JT0023,113.240158,23.411458
402,395815801_4401040025,113.307552,23.120567
403,726811355_544,113.330799,22.899333
404,395815801_4401060055,113.315624,23.156768
405,914401153_JT0153,113.304688,23.269347
406,914401153_JT0001,113.326787,23.203915
407,914401153_JT0025,113.206037,23.415394
408,914401153_JT0061,113.365317,23.083035
409,395815801_4401130011,113.390711,22.986013
410,914401153_JT0119,113.222812,23.092537
411,395815801_4401110067,113.267093,23.203258
412,101437000_274,113.210118,23.243338
413,313744932_12170,113.258972,23.203945
414,313744932_320878,113.462825,23.204756
415,395815801_4401110040,113.269601,23.21688
416,914401153_JT0016,113.28613,23.137622
417,313744932_1107,113.298473,23.326662
418,313744932_2788,113.29863,23.327596
419,395815801_4401120001,113.456368,23.103496
420,395815801_4401130044,113.378412,22.938746
421,313744932_3502,113.315106,23.120113
422,395815801_4401140015,113.21166,23.435903
423,MA59J8YL8_327b2c850ca93a72,113.321964,23.088692
424,914401153_JT0052,113.189124,23.150242
425,313744932_321434,113.173191,23.235204
426,914401153_JT0094,113.280636,23.333028
427,313744932_12085,113.312344,23.11753
428,MA0019FW4_GZYY-JLJD-020-0013,113.539348,23.100747
429,313744932_1660,113.364582,22.969692
430,395815801_4401050008,113.272996,23.08016
431,395815801_4401110038,113.279597,23.239884
432,314930470_454,113.454298,23.152169
433,MA59CU773_17251,113.336978,23.129807
434,395815801_4401120006,113.460895,23.139509
435,333599517_4401140000100070064,113.298083,23.437139
436,MA4KL69J6_4401140000100070064,113.298083,23.437139
437,MA0019FW4_GZYY-YGJD-020-0002,113.359822,23.125141
438,MA59CU773_17607,113.34306,23.172083
439,313744932_320991,113.283889,23.230008
440,313744932_1112,113.348912,22.994881
441,395815801_4401060050,113.401457,23.153078
442,MA0019FW4_GZYY-JZJD-020-0009,113.554946,23.197299
443,726811355_1867,113.385497,22.809278
444,914401153_JT0009,113.311395,23.142406
445,313744932_2200,113.283238,23.207688
446,914401153_JT0079,113.337499,23.121161
447,MA59CU773_59488,113.31671,23.144533
448,395815801_4401110032,113.282924,23.225493
449,MA1FP0228_11399,113.327789,23.157755
450,MA59CU773_17256,113.263696,23.205144
451,914401153_JT0133,113.284426,23.015714
452,914401153_JT0116,113.301663,23.004799
453,MA51TJTF4_1607,113.235241,23.260463
454,320513112_20-161,113.366793,22.970272
455,313744932_3081,113.850477,23.280927
456,395815801_4401110024,113.281037,23.229395
457,313744932_2419,113.382196,22.940665
458,914401153_JT0066,113.330296,23.136873
459,MA59CU773_12457,113.330412,23.136065
460,395815801_4401060016,113.323316,23.121146
461,914401153_JT0092,113.258944,23.208705
462,395815801_4401130041,113.374529,23.044363
463,395815801_4401060008,113.357662,23.210777
464,313744932_2654,113.277963,23.215562
465,MA1FP0228_11158,113.375415,23.127315
466,395815801_4401110043,113.25663,23.189507
467,MA59J8YL8_157755f179acded9,113.242613,23.267619
468,726811355_604,113.381497,22.929388
469,395815801_4401060012,113.312847,23.12353
470,MA59J8YL8_0d668eb77bd6413f,113.529159,23.067479
471,914401153_JT0047,113.179661,23.452812
472,MA59J8YL8_6162dbef2db7cd81,113.400064,23.042519
473,MA5APE392_LBHD04,113.400812,22.94424
474,554443284_1953,113.253906,23.101965
475,395815801_4401130055,113.367397,23.054889
476,395815801_4401110028,113.189411,23.295167
477,313744932_3068,113.816548,23.184746
478,395815801_4401110041,113.228157,23.213149
479,MA59J8YL8_0080167b7d3d72b6,113.416428,22.954105
480,MA59CU773_17237,113.385525,23.118909
481,313744932_12209,113.376784,22.941446
482,313744932_1353,113.244476,23.179259
483,MA59J8YL8_68827e45309c0415,113.292814,23.059007
484,MA59CU773_2081,113.311025,23.130087
485,395815801_4401130046,113.304887,23.03215
486,313744932_1231,113.826888,23.324659
487,313744932_1483,113.592345,23.554789
488,914401153_JT0075,113.230988,23.113236
489,313744932_321053,113.387599,22.890764
490,395815801_4401130023,113.389593,22.917907
491,395815801_4401130018,113.299154,23.045119
492,313744932_1252,113.290512,23.224993
493,914401153_JT0126,113.366555,23.020015
494,MA59J8YL8_0d49b9de00bbac3a,113.419753,23.202153
495,313744932_3396,113.263923,23.215917
496,395815801_4401060052,113.412474,23.115035
497,395815801_4401110091,113.440493,23.152037
498,395815801_4401130045,113.347423,22.954254
499,395815801_4401110034,113.28784,23.344235
500,395815801_4401040020,113.248225,23.149095
501,914401153_JT0056,113.169979,23.468305
502,395815801_4401140012,113.138651,23.38922
503,395815801_4401050019,113.358167,23.098814
504,313744932_3372,113.833978,23.226025
505,MA5APE392_LBHD03,113.295658,22.97663
506,726811355_493,113.342515,22.966442
507,101437000_1354,113.295796,22.976521
508,313744932_3554,113.347721,23.27205
509,313744932_1706,113.289893,23.34483
510,313744932_11854,113.205539,23.420154
511,101437000_1416,113.367296,23.090936
512,914401153_JT0123,113.220501,23.171269
513,313744932_2709,113.394288,23.095845
514,395815801_4401130005,113.379138,22.940066
515,914401153_JT0070,113.284377,23.015723
516,395815801_4401060038,113.366768,23.12869
517,395815801_4401110029,113.295308,23.256025
518,MA0019FW4_GZYY-YLXJ-020-0025,113.400495,23.042227
519,313744932_3083,113.623971,23.158393
520,313744932_1401,113.285728,23.223578
521,101437000_1366,113.351526,23.144241
522,395815801_4401130030,113.35095,22.979899
523,320513112_20-285,113.549029,23.215959
524,914401153_JT0030,113.365874,23.081194
525,101437000_2670,113.448087,22.956107
526,101437000_2544,113.522883,23.056037
527,914401153_JT0118,113.36366,22.921933
528,914401153_JT0048,113.273874,23.457339
529,313744932_3746,113.816418,23.301264
530,101437000_402,113.229747,23.172226
531,395815801_4401130017,113.347423,22.954254
532,313744932_11903,113.616873,23.596758
533,395815801_4401140001,113.135637,23.354774
534,395815801_4401060007,113.421572,23.122971
535,313744932_13211,113.183965,23.436105
536,313744932_2760,113.826995,23.32467
537,MA59J8YL8_4d458f6f20afe441,113.289184,22.960852
538,395815801_4401160007,113.519998,23.263103
539,101437000_211,113.431368,23.102188
540,313744932_3404,113.580158,23.613917
541,MA1FP0228_11157,113.23873,23.397303
542,MA1FP0228_10841,113.422248,23.198766
543,395815801_4401060054,113.310822,23.127153
544,MA59J8YL8_6d5d3a81316f08ce,113.185143,23.398808
545,914401153_JT0084,113.395569,23.122481
546,313744932_2166,113.438477,23.190391
547,313744932_3370,113.825732,23.28595
548,395815801_4401130042,113.399465,22.963549
549,395815801_4401130049,113.283969,22.895171
550,395815801_4401060056,113.371753,23.123214
551,MA59J8YL8_4178a5b22ffe4fc7,113.289326,23.338847
552,726811355_2011,113.341567,22.928036
553,914401153_JT0071,113.338348,23.142051
554,914401153_JT0032,113.265756,23.358805
555,MA1MY0GF9_26575,113.413998,22.958859
556,914401153_JT0124,113.260245,23.128829
557,914401153_JT0073,113.265799,23.35883
558,313744932_3269,113.8219,23.302291
559,395815801_4401060021,113.411201,23.17731
560,395815801_4401060044,113.343126,23.180736
561,313744932_3355,113.2659,23.134011
562,914401153_JT0031,113.316982,23.125784
563,313744932_1417,113.393735,23.097501
564,313744932_2561,113.33177,23.135881
565,313744932_12482,113.285779,23.137071
566,MA5CKFHPX_1889,113.344537,23.013497
567,MA59CU773_12455,113.38737,23.126654
568,MA5CKFHPX_1864,113.2874,23.016374
569,313744932_3664,113.649879,23.645796
570,395815801_4401060011,113.402607,23.123408
571,313744932_1486,113.238217,23.398832
572,914401153_JT0086,113.310566,23.350845
573,395815801_4401180001,113.840001,23.290933
574,101437000_27,113.205078,23.426462
575,313744932_1000,113.556609,23.621431
576,914401153_JT0149,113.320056,23.16858
577,MA5APE392_LBHD01,113.351526,23.144241
578,313744932_13362,113.289868,23.438261
579,914401153_JT0140,113.28309,23.230152
580,395815801_4401060034,113.404528,23.173486
581,313744932_3035,113.701633,23.69528
582,MA59J8YL8_57ab012349ac325a,113.292667,22.966145
583,101437000_2518,113.322348,23.027919
584,313744932_3563,113.611074,23.14854
585,101437000_2448,113.39359,22.994804
586,914401153_JT0082,113.242007,23.382881
587,914401153_JT0104,113.595985,23.129397
588,MA59J8YL8_4eb7b6fe4ec805ee,113.499644,23.171457
589,914401153_JT0095,113.537809,23.112812
590,914401153_JT0051,113.317736,23.144322
591,101437000_398,113.431285,23.191399
592,395815801_4401150001,113.54013,22.766681
593,101437000_2672,113.360001,23.006171
594,MA59CU773_12340,113.367109,23.103095
595,395815801_4401030008,113.241966,23.124251
596,101437000_2534,113.209693,23.42706
597,101437000_1420,113.356815,23.129528
598,313744932_2957,113.5465,23.112323
599,313744932_3363,113.640315,23.122518
600,313744932_521,113.367469,23.358551
601,313744932_1869,113.725761,23.700505
602,395815801_4401060045,113.343126,23.180736
603,101437000_1616,113.360149,23.029877
604,395815801_4401170001,113.510128,23.579598
605,313744932_3271,113.811905,23.270409
606,MA59J8YL8_6a58ee4331d36942,113.225683,23.277723
607,101437000_108,113.26566,23.362721
608,395815801_4401140011,113.29876,23.437898
609,MA59J8YL8_5359a72f38e236ea,113.326039,23.274165
610,914401153_JT0110,113.195938,23.396043
611,914401153_JT0138,113.317736,23.144399
612,914401153_JT0067,113.278698,23.332666
613,313744932_3087,113.792914,23.187784
614,914401153_JT0041,113.242802,23.267156
615,914401153_JT0134,113.303886,23.141935
616,914401153_JT0064,113.42245,22.953933
617,395815801_4401110030,113.295308,23.256025
618,914401153_JT0081,113.325203,23.120419
619,914401153_JT0085,113.491923,23.180902
620,MA51TJTF4_1958,113.378196,23.014433
621,101437000_1562,113.238364,23.168429
622,726811355_2106,113.549034,23.128392
623,MA5AU5N17_434,113.214451,23.200522
624,313744932_322171,113.360865,22.944968
625,313744932_11643,113.538983,23.582209
626,313744932_654,113.269876,23.096843
627,101437000_2260,113.560428,23.134787
628,313744932_11682,113.819906,23.301102
629,313744932_1254,113.439721,23.1688
630,101437000_1600,113.235118,23.133939
631,395815801_4401050013,113.337354,23.101054
632,313744932_13248,113.469634,23.114568
633,914401153_JT0062,113.245639,23.179526
634,395815801_4401140008,113.29876,23.437898
635,914401153_JT0151,113.254291,22.985691
636,333599517_4401180000100070001,113.822151,23.235524
637,395815801_4401110033,113.317336,23.214615
638,MA4KL69J6_4401180000100070001,113.822151,23.235524
639,313744932_2105,113.229816,23.388154
640,395815801_4401040026,113.262171,23.132453
641,914401153_JT0037,113.555489,23.13325
642,MA5AU5N17_415,113.347934,23.084198
643,914401153_JT0072,113.537963,23.112575
644,313744932_13117,113.203968,23.403964
645,313744932_3747,113.614219,23.567203
646,914401153_JT0076,113.227711,23.116224
647,MA5BE03R2_PYCDZ-0001,113.378458,22.952771
648,313744932_11627,113.516764,23.119639
649,MA5CKNWJ8_1999,113.273841,23.367724
650,914401153_JT0112,113.254847,23.240473
651,313744932_12214,113.27285,23.111361
652,395815801_4401140017,113.194616,23.433753
653,101437000_1740,113.321834,22.985747
654,313744932_712,113.47485,22.8748
655,313744932_13079,113.53886,23.115963
656,101437000_2584,113.328711,22.94495
657,101437000_534,113.320361,23.126814
658,MA51TJTF4_1809,113.293429,22.967757
659,733072300_94,113.368411,22.965693
660,304520582_10fb0f674e5c464fbd034813a416a5ca,113.335304,23.28159
661,101437000_424,113.464183,23.11009
662,101437000_438,113.620422,23.134401
663,914401153_JT0125,113.272728,23.32868
664,MA0019FW4_GZYY-HTJD-020-0015,113.402607,23.386732
665,101437000_1816,113.235098,23.055698
