情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S3 等量调配,0,104469.225,1.0,0.0,51870.691,1.0,3277.106,1.0,49321.429,1.0,
S3 等量调配,1,95368.006,0.91288,8.712,51837.124,0.99935,3302.31,1.00769,40228.571,0.81564,
S3 等量调配,2,89947.374,0.86099,13.901,51837.049,0.99935,3317.468,1.01232,34792.857,0.70543,
S3 等量调配,3,87412.262,0.83673,16.327,51834.253,0.9993,3324.437,1.01444,32253.571,0.65395,
S3 等量调配,4,85081.654,0.81442,18.558,51833.897,0.99929,3329.9,1.01611,29917.857,0.60659,
S3 等量调配,5,83018.352,0.79467,20.533,51834.072,0.99929,3334.28,1.01745,27850.0,0.56466,
S3 等量调配,6,81182.931,0.7771,22.29,51841.807,0.99944,3337.553,1.01845,26003.571,0.52723,
S3 等量调配,7,79356.33,0.75961,24.039,51847.187,0.99955,3341.286,1.01958,24167.857,0.49001,
S3 等量调配,8,77628.598,0.74308,25.692,51843.709,0.99948,3345.603,1.0209,22439.286,0.45496,
S3 等量调配,9,76109.176,0.72853,27.147,51843.74,0.99948,3347.58,1.0215,20917.857,0.42411,
S3 等量调配,10,74837.13,0.71636,28.364,51837.652,0.99936,3349.477,1.02208,19650.0,0.39841,
S3 等量调配,11,73680.112,0.70528,29.472,51829.741,0.99921,3350.371,1.02236,18500.0,0.37509,
S3 等量调配,12,72693.682,0.69584,30.416,51643.445,0.99562,3350.238,1.02232,17700.0,0.35887,
S3 等量调配,13,71781.869,0.68711,31.289,51617.291,0.99511,3350.292,1.02233,16814.286,0.34091,
S3 等量调配,14,70946.849,0.67912,32.088,51614.46,0.99506,3350.247,1.02232,15982.143,0.32404,
S3 等量调配,15,70162.234,0.67161,32.839,51615.187,0.99507,3350.619,1.02243,15196.429,0.30811,
S3 等量调配,16,69424.148,0.66454,33.546,51613.159,0.99504,3350.275,1.02233,14460.714,0.29319,
S3 等量调配,17,69161.809,0.66203,33.797,51353.553,0.99003,3347.542,1.02149,14460.714,0.29319,
S3 等量调配,18,69000.52,0.66049,33.951,51194.842,0.98697,3344.964,1.02071,14460.714,0.29319,
S3 等量调配,19,68905.077,0.65957,34.043,51102.071,0.98518,3342.292,1.01989,14460.714,0.29319,
S3 等量调配,20,68812.488,0.65869,34.131,51012.072,0.98345,3339.702,1.0191,14460.714,0.29319,1%
S3 等量调配,21,68730.905,0.65791,34.209,50932.999,0.98192,3337.191,1.01833,14460.714,0.29319,
S3 等量调配,22,68662.723,0.65725,34.275,50867.418,0.98066,3334.591,1.01754,14460.714,0.29319,
S3 等量调配,23,68607.803,0.65673,34.327,50814.991,0.97965,3332.097,1.01678,14460.714,0.29319,
S3 等量调配,24,68555.025,0.65622,34.378,50764.828,0.97868,3329.483,1.01598,14460.714,0.29319,
S3 等量调配,25,68502.343,0.65572,34.428,50713.977,0.9777,3327.652,1.01542,14460.714,0.29319,
S3 等量调配,26,68450.412,0.65522,34.478,50664.747,0.97675,3324.951,1.0146,14460.714,0.29319,
S3 等量调配,27,68400.627,0.65474,34.526,50617.569,0.97584,3322.344,1.0138,14460.714,0.29319,
