情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S1 只增,0,104469.225,1.0,0.0,51870.691,1.0,3277.106,1.0,49321.429,1.0,
S1 只增,1,95368.006,0.91288,8.712,51837.124,0.99935,3302.31,1.00769,40228.571,0.81564,
S1 只增,2,89947.374,0.86099,13.901,51837.049,0.99935,3317.468,1.01232,34792.857,0.70543,
S1 只增,3,87412.262,0.83673,16.327,51834.253,0.9993,3324.437,1.01444,32253.571,0.65395,
S1 只增,4,85081.654,0.81442,18.558,51833.897,0.99929,3329.9,1.01611,29917.857,0.60659,
S1 只增,5,83018.334,0.79467,20.533,51834.058,0.99929,3334.276,1.01745,27850.0,0.56466,
S1 只增,6,81182.893,0.7771,22.29,51841.776,0.99944,3337.545,1.01844,26003.571,0.52723,
S1 只增,7,79356.24,0.75961,24.039,51847.11,0.99955,3341.272,1.01958,24167.857,0.49001,
S1 只增,8,77628.479,0.74308,25.692,51843.605,0.99948,3345.588,1.0209,22439.286,0.45496,
S1 只增,9,76109.029,0.72853,27.147,51843.608,0.99948,3347.564,1.0215,20917.857,0.42411,
S1 只增,10,74836.9,0.71635,28.365,51837.452,0.99936,3349.448,1.02207,19650.0,0.39841,
S1 只增,11,73679.881,0.70528,29.472,51829.54,0.99921,3350.341,1.02235,18500.0,0.37509,
S1 只增,12,72693.447,0.69584,30.416,51643.241,0.99562,3350.206,1.02231,17700.0,0.35887,
S1 只增,13,71781.651,0.68711,31.289,51617.107,0.99511,3350.258,1.02232,16814.286,0.34091,
S1 只增,14,70946.655,0.67912,32.088,51614.3,0.99506,3350.212,1.02231,15982.143,0.32404,
S1 只增,15,70162.043,0.6716,32.84,51615.031,0.99507,3350.583,1.02242,15196.429,0.30811,
S1 只增,16,69423.96,0.66454,33.546,51613.007,0.99503,3350.238,1.02232,14460.714,0.29319,
S1 只增,17,69161.611,0.66203,33.797,51353.393,0.99003,3347.504,1.02148,14460.714,0.29319,
S1 只增,18,69000.32,0.66048,33.952,51194.681,0.98697,3344.925,1.02069,14460.714,0.29319,
S1 只增,19,68904.903,0.65957,34.043,51101.939,0.98518,3342.249,1.01988,14460.714,0.29319,
S1 只增,20,68812.339,0.65869,34.131,51011.969,0.98344,3339.656,1.01909,14460.714,0.29319,1%
S1 只增,21,68730.752,0.6579,34.21,50932.893,0.98192,3337.144,1.01832,14460.714,0.29319,
S1 只增,22,68662.584,0.65725,34.275,50867.333,0.98066,3334.537,1.01752,14460.714,0.29319,
S1 只增,23,68607.685,0.65673,34.327,50814.932,0.97965,3332.038,1.01676,14460.714,0.29319,
S1 只增,24,68554.928,0.65622,34.378,50764.793,0.97868,3329.42,1.01596,14460.714,0.29319,
S1 只增,25,68502.268,0.65572,34.428,50713.977,0.9777,3327.577,1.0154,14460.714,0.29319,
S1 只增,26,68450.332,0.65522,34.478,50664.747,0.97675,3324.871,1.01458,14460.714,0.29319,
S1 只增,27,68400.553,0.65474,34.526,50617.576,0.97584,3322.263,1.01378,14460.714,0.29319,
S1 只增,28,68352.046,0.65428,34.572,50571.752,0.97496,3319.58,1.01296,14460.714,0.29319,
S1 只增,29,68304.527,0.65382,34.618,50526.761,0.97409,3317.052,1.01219,14460.714,0.29319,
S1 只增,30,68259.688,0.6534,34.66,50484.56,0.97328,3314.414,1.01138,14460.714,0.29319,
S1 只增,31,68218.745,0.653,34.7,50446.248,0.97254,3311.783,1.01058,14460.714,0.29319,
S1 只增,32,68177.912,0.65261,34.739,50408.019,0.9718,3309.178,1.00979,14460.714,0.29319,
