情景,比例,目标变化数,实际执行数,M,M/M_base,相对改善%,M_access,M_crowd,M_reach
S2 只减,10%,195,195,104469.628,1.0,-0.0,51863.613,3284.587,49321.429
S2 只减,20%,390,390,104650.228,1.00173,-0.173,51851.03,3299.198,49500.0
S2 只减,30%,584,584,104792.796,1.0031,-0.31,51828.731,3342.636,49621.429
S2 只减,40%,779,779,104855.584,1.0037,-0.37,51803.683,3430.472,49621.429
S2 只减,50%,973,973,105138.098,1.0064,-0.64,51758.937,3611.304,49767.857
S2 只减,60%,1168,1168,105544.139,1.01029,-1.029,51800.275,3933.15,49810.714
S2 只减,70%,1363,1363,106662.92,1.021,-2.1,51835.871,4609.192,50217.857
S2 只减,80%,1557,1557,109556.758,1.0487,-4.87,52019.095,6055.52,51482.143
S2 只减,90%,1752,1752,114322.982,1.09432,-9.432,52572.409,8743.429,53007.143
