情景,比例,目标变化数,实际执行数,M,M/M_base,相对改善%,M_access,M_crowd,M_reach
S1 只增,1%,1,1,122249.525,0.92635,7.365,63005.515,15329.725,43914.286
S1 只增,5%,5,5,108161.085,0.81959,18.041,59589.428,14953.8,33617.857
S1 只增,10%,9,9,99011.104,0.75026,24.974,58150.492,14199.898,26660.714
S1 只增,20%,18,18,83814.167,0.6351,36.49,53517.029,12722.139,17575.0
S1 只增,30%,27,27,77593.163,0.58796,41.204,50828.048,10861.544,15903.571
S1 只增,40%,36,36,74154.444,0.56191,43.809,49598.886,8651.986,15903.571
S1 只增,50%,44,44,71644.747,0.54289,45.711,48981.125,6760.05,15903.571
