情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S2 只减,37,133066.92,1.00832,-0.832,62824.461,0.99036,17235.316,1.11012,53007.143,1.0,
S2 只减,38,133077.952,1.0084,-0.84,62774.487,0.98957,17296.322,1.11405,53007.143,1.0,
S2 只减,39,133191.599,1.00926,-0.926,62758.748,0.98932,17425.708,1.12238,53007.143,1.0,
S2 只减,40,133316.739,1.01021,-1.021,62750.624,0.98919,17558.973,1.13097,53007.143,1.0,
S2 只减,41,133511.034,1.01168,-1.168,62757.775,0.9893,17746.117,1.14302,53007.143,1.0,
S2 只减,42,133538.944,1.0119,-1.19,62698.306,0.98837,17833.495,1.14865,53007.143,1.0,
S2 只减,43,133769.821,1.01365,-1.365,62695.531,0.98832,18067.147,1.1637,53007.143,1.0,
S2 只减,44,133896.14,1.0146,-1.46,62610.565,0.98698,18278.433,1.17731,53007.143,1.0,50%
S2 只减,45,133930.102,1.01486,-1.486,62533.985,0.98578,18388.974,1.18443,53007.143,1.0,
S2 只减,46,134227.204,1.01711,-1.711,62603.09,0.98687,18616.971,1.19911,53007.143,1.0,
S2 只减,47,134641.511,1.02025,-2.025,62571.512,0.98637,19062.856,1.22783,53007.143,1.0,
S2 只减,48,134739.142,1.02099,-2.099,62523.039,0.9856,19208.96,1.23724,53007.143,1.0,
S2 只减,49,134946.499,1.02256,-2.256,62519.129,0.98554,19420.227,1.25085,53007.143,1.0,
S2 只减,50,135399.69,1.026,-2.6,62489.2,0.98507,19903.348,1.28197,53007.143,1.0,
S2 只减,51,135450.566,1.02638,-2.638,62429.051,0.98412,20014.372,1.28912,53007.143,1.0,
S2 只减,52,135666.49,1.02802,-2.802,62371.373,0.98321,20287.974,1.30674,53007.143,1.0,
S2 只减,53,135951.523,1.03018,-3.018,62370.245,0.9832,20574.135,1.32517,53007.143,1.0,60%
S2 只减,54,136165.329,1.0318,-3.18,62404.04,0.98373,20754.146,1.33677,53007.143,1.0,
S2 只减,55,136365.899,1.03332,-3.332,62367.813,0.98316,20990.942,1.35202,53007.143,1.0,
S2 只减,56,136801.81,1.03662,-3.662,62438.274,0.98427,21356.394,1.37556,53007.143,1.0,
S2 只减,57,138051.492,1.04609,-4.609,63066.796,0.99418,21977.553,1.41556,53007.143,1.0,
S2 只减,58,138358.424,1.04842,-4.842,63020.371,0.99344,22330.911,1.43832,53007.143,1.0,
S2 只减,59,138712.242,1.0511,-5.11,62934.38,0.99209,22770.719,1.46665,53007.143,1.0,
S2 只减,60,139210.63,1.05487,-5.487,62756.231,0.98928,23447.256,1.51023,53007.143,1.0,
S2 只减,61,139579.266,1.05767,-5.767,62802.59,0.99001,23769.534,1.53099,53007.143,1.0,
S2 只减,62,141181.166,1.06981,-6.981,64355.797,1.0145,23818.226,1.53412,53007.143,1.0,70%
S2 只减,63,141808.586,1.07456,-7.456,64616.733,1.01861,24184.71,1.55773,53007.143,1.0,
S2 只减,64,142311.052,1.07837,-7.837,64935.153,1.02363,24368.756,1.56958,53007.143,1.0,
S2 只减,65,142815.119,1.08219,-8.219,65312.687,1.02958,24495.289,1.57773,53007.143,1.0,
S2 只减,66,143498.456,1.08736,-8.736,65651.473,1.03492,24839.84,1.59992,53007.143,1.0,
S2 只减,67,145141.886,1.09982,-9.982,67159.438,1.05869,24975.305,1.60865,53007.143,1.0,
S2 只减,68,145988.363,1.10623,-10.623,67315.1,1.06115,25666.121,1.65314,53007.143,1.0,
S2 只减,69,146850.103,1.11276,-11.276,67073.113,1.05733,26769.848,1.72423,53007.143,1.0,
S2 只减,70,148315.547,1.12387,-12.387,67135.195,1.05831,28173.209,1.81462,53007.143,1.0,
S2 只减,71,150038.446,1.13692,-13.692,68513.005,1.08003,28518.298,1.83685,53007.143,1.0,80%
S2 只减,72,150546.48,1.14077,-14.077,68434.388,1.07879,29104.949,1.87464,53007.143,1.0,
S2 只减,73,151547.686,1.14836,-14.836,67974.719,1.07154,30565.825,1.96873,53007.143,1.0,
S2 只减,74,152674.202,1.15689,-15.689,68526.086,1.08024,31140.973,2.00578,53007.143,1.0,
S2 只减,75,168263.732,1.27502,-27.502,73526.234,1.15906,31641.069,2.03799,63096.429,1.19034,
S2 只减,76,168944.777,1.28019,-28.019,73609.125,1.16036,32239.223,2.07651,63096.429,1.19034,
S2 只减,77,170745.281,1.29383,-29.383,73960.256,1.1659,33688.596,2.16987,63096.429,1.19034,
S2 只减,78,171793.196,1.30177,-30.177,74317.993,1.17154,34378.774,2.21432,63096.429,1.19034,
S2 只减,79,175271.192,1.32812,-32.812,77439.398,1.22074,34735.366,2.23729,63096.429,1.19034,
S2 只减,80,177487.364,1.34492,-34.492,78217.7,1.23301,36173.236,2.3299,63096.429,1.19034,90%
