情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S3 等量调配,0,131969.02,1.0,0.0,63436.234,1.0,15525.643,1.0,53007.143,1.0,
S3 等量调配,1,122254.727,0.92639,7.361,63001.962,0.99315,15338.479,0.98794,43914.286,0.82846,1%
S3 等量调配,2,116724.005,0.88448,11.552,62984.795,0.99288,15260.638,0.98293,38478.571,0.72591,
S3 等量调配,3,113832.62,0.86257,13.743,61166.221,0.96422,14987.828,0.96536,37678.571,0.71082,
S3 等量调配,4,110961.792,0.84082,15.918,61081.596,0.96288,14740.911,0.94946,35139.286,0.66292,
S3 等量调配,5,108162.426,0.8196,18.04,59552.881,0.93878,14991.687,0.96561,33617.857,0.63421,5%
S3 等量调配,6,105508.145,0.79949,20.051,59385.819,0.93615,14840.182,0.95585,31282.143,0.59015,
S3 等量调配,7,103330.726,0.78299,21.701,59198.293,0.93319,14686.005,0.94592,29446.429,0.55552,
S3 等量调配,8,101164.973,0.76658,23.342,59193.085,0.93311,14593.317,0.93995,27378.571,0.51651,
S3 等量调配,9,99088.547,0.75085,24.915,58058.83,0.91523,14369.002,0.9255,26660.714,0.50296,10%
S3 等量调配,10,97011.915,0.73511,26.489,57114.715,0.90035,14386.486,0.92663,25510.714,0.48127,
S3 等量调配,11,95065.013,0.72036,27.964,57024.404,0.89892,14258.466,0.91838,23782.143,0.44866,
S3 等量调配,12,93156.414,0.7059,29.41,55371.121,0.87286,14003.15,0.90194,23782.143,0.44866,
S3 等量调配,13,91270.201,0.6916,30.84,55360.107,0.87269,13974.38,0.90008,21935.714,0.41383,
S3 等量调配,14,89667.306,0.67946,32.054,55202.008,0.8702,13797.441,0.88869,20667.857,0.38991,
S3 等量调配,15,88104.598,0.66762,33.238,53908.098,0.8498,13528.642,0.87137,20667.857,0.38991,
S3 等量调配,16,86605.814,0.65626,34.374,53917.769,0.84995,13545.188,0.87244,19142.857,0.36114,
S3 等量调配,17,85251.703,0.646,35.4,53624.758,0.84533,13316.231,0.85769,18310.714,0.34544,
S3 等量调配,18,84005.711,0.63656,36.344,53326.404,0.84063,13104.307,0.84404,17575.0,0.33156,20%
S3 等量调配,19,82880.551,0.62803,37.197,53273.777,0.8398,12917.489,0.83201,16689.286,0.31485,
S3 等量调配,20,81951.589,0.62099,37.901,52570.646,0.82872,12691.658,0.81746,16689.286,0.31485,
S3 等量调配,21,81153.093,0.61494,38.506,52561.808,0.82858,12687.713,0.81721,15903.571,0.30003,
S3 等量调配,22,80355.263,0.60889,39.111,52006.42,0.81982,12445.272,0.80159,15903.571,0.30003,
S3 等量调配,23,79777.244,0.60451,39.549,51666.954,0.81447,12206.718,0.78623,15903.571,0.30003,
S3 等量调配,24,79280.349,0.60075,39.925,51359.993,0.80963,12016.785,0.774,15903.571,0.30003,
S3 等量调配,25,78737.462,0.59664,40.336,50963.551,0.80338,11870.34,0.76456,15903.571,0.30003,
S3 等量调配,26,78286.898,0.59322,40.678,50676.04,0.79885,11707.287,0.75406,15903.571,0.30003,
S3 等量调配,27,77913.604,0.59039,40.961,50492.977,0.79596,11517.056,0.74181,15903.571,0.30003,30%
S3 等量调配,28,77493.998,0.58721,41.279,50308.072,0.79305,11282.354,0.72669,15903.571,0.30003,
S3 等量调配,29,77137.464,0.58451,41.549,50080.157,0.78946,11153.735,0.71841,15903.571,0.30003,
S3 等量调配,30,76731.378,0.58143,41.857,49929.697,0.78708,10898.11,0.70194,15903.571,0.30003,
S3 等量调配,31,76332.15,0.57841,42.159,49789.533,0.78488,10639.045,0.68526,15903.571,0.30003,
S3 等量调配,32,75970.207,0.57567,42.433,49659.764,0.78283,10406.871,0.6703,15903.571,0.30003,
S3 等量调配,33,75722.992,0.57379,42.621,49485.081,0.78008,10334.34,0.66563,15903.571,0.30003,
S3 等量调配,34,75366.042,0.57109,42.891,49367.387,0.77822,10095.084,0.65022,15903.571,0.30003,
S3 等量调配,35,75072.851,0.56887,43.113,49292.499,0.77704,9876.781,0.63616,15903.571,0.30003,
S3 等量调配,36,74699.411,0.56604,43.396,49103.089,0.77405,9692.75,0.62431,15903.571,0.30003,40%
S3 等量调配,37,74521.011,0.56469,43.531,49037.151,0.77301,9580.289,0.61706,15903.571,0.30003,
S3 等量调配,38,74203.039,0.56228,43.772,48933.508,0.77138,9365.959,0.60326,15903.571,0.30003,
S3 等量调配,39,74009.933,0.56081,43.919,48882.88,0.77058,9223.481,0.59408,15903.571,0.30003,
S3 等量调配,40,73756.225,0.55889,44.111,48811.009,0.76945,9041.645,0.58237,15903.571,0.30003,
S3 等量调配,41,73631.51,0.55795,44.205,48794.931,0.7692,8933.008,0.57537,15903.571,0.30003,
S3 等量调配,42,73357.196,0.55587,44.413,48726.569,0.76812,8727.055,0.56211,15903.571,0.30003,
S3 等量调配,43,73267.508,0.55519,44.481,48692.1,0.76758,8671.836,0.55855,15903.571,0.30003,
S3 等量调配,44,73060.738,0.55362,44.638,48333.316,0.76192,8823.851,0.56834,15903.571,0.30003,50%
