情景,比例,目标变化数,实际执行数,M,M/M_base,相对改善%,M_access,M_crowd,M_reach
S2 只减,10%,9,9,132054.043,1.00064,-0.064,63341.335,15705.565,53007.143
S2 只减,20%,18,18,132207.014,1.0018,-0.18,63224.313,15975.558,53007.143
S2 只减,30%,27,27,132515.399,1.00414,-0.414,63028.175,16480.081,53007.143
S2 只减,40%,36,36,132902.454,1.00707,-0.707,62832.012,17063.299,53007.143
S2 只减,50%,44,44,133896.14,1.0146,-1.46,62610.565,18278.433,53007.143
S2 只减,60%,53,53,135951.523,1.03018,-3.018,62370.245,20574.135,53007.143
S2 只减,70%,62,62,141181.166,1.06981,-6.981,64355.797,23818.226,53007.143
S2 只减,80%,71,71,150038.446,1.13692,-13.692,68513.005,28518.298,53007.143
S2 只减,90%,80,80,177487.364,1.34492,-34.492,78217.7,36173.236,63096.429
