情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S2 只减,0,103559.785,1.0,0.0,51441.419,1.0,2796.938,1.0,49321.429,1.0,
S2 只减,1,103559.785,1.0,-0.0,51441.419,1.0,2796.938,1.0,49321.429,1.0,
S2 只减,2,103559.785,1.0,-0.0,51441.419,1.0,2796.938,1.0,49321.429,1.0,
S2 只减,3,103559.785,1.0,-0.0,51441.419,1.0,2796.938,1.0,49321.429,1.0,
S2 只减,4,103559.785,1.0,-0.0,51441.419,1.0,2796.938,1.0,49321.429,1.0,
S2 只减,5,103559.785,1.0,-0.0,51441.419,1.0,2796.938,1.0,49321.429,1.0,
S2 只减,6,103559.8,1.0,-0.0,51441.431,1.0,2796.94,1.0,49321.429,1.0,
S2 只减,7,103559.814,1.0,-0.0,51441.445,1.0,2796.94,1.0,49321.429,1.0,
S2 只减,8,103559.831,1.0,-0.0,51441.459,1.0,2796.943,1.0,49321.429,1.0,
S2 只减,9,103559.867,1.0,-0.0,51441.491,1.0,2796.948,1.0,49321.429,1.0,
S2 只减,10,103559.887,1.0,-0.0,51441.511,1.0,2796.948,1.0,49321.429,1.0,
S2 只减,11,103559.907,1.0,-0.0,51441.531,1.0,2796.948,1.0,49321.429,1.0,
S2 只减,12,103559.971,1.0,-0.0,51441.584,1.0,2796.958,1.00001,49321.429,1.0,
S2 只减,13,103559.972,1.0,-0.0,51441.586,1.0,2796.958,1.00001,49321.429,1.0,
S2 只减,14,103559.983,1.0,-0.0,51441.584,1.0,2796.971,1.00001,49321.429,1.0,
S2 只减,15,103559.982,1.0,-0.0,51441.578,1.0,2796.975,1.00001,49321.429,1.0,
S2 只减,16,103559.986,1.0,-0.0,51441.581,1.0,2796.977,1.00001,49321.429,1.0,
S2 只减,17,103559.972,1.0,-0.0,51441.565,1.0,2796.979,1.00001,49321.429,1.0,
S2 只减,18,103559.97,1.0,-0.0,51441.562,1.0,2796.98,1.00002,49321.429,1.0,
S2 只减,19,103559.968,1.0,-0.0,51441.559,1.0,2796.98,1.00002,49321.429,1.0,
S2 只减,20,103559.948,1.0,-0.0,51441.538,1.0,2796.981,1.00002,49321.429,1.0,
S2 只减,21,103559.956,1.0,-0.0,51441.546,1.0,2796.982,1.00002,49321.429,1.0,
S2 只减,22,103559.957,1.0,-0.0,51441.546,1.0,2796.982,1.00002,49321.429,1.0,
S2 只减,23,103559.937,1.0,-0.0,51441.523,1.0,2796.985,1.00002,49321.429,1.0,
S2 只减,24,103559.939,1.0,-0.0,51441.524,1.0,2796.986,1.00002,49321.429,1.0,
S2 只减,25,103559.918,1.0,-0.0,51441.5,1.0,2796.989,1.00002,49321.429,1.0,
S2 只减,26,103559.896,1.0,-0.0,51441.476,1.0,2796.991,1.00002,49321.429,1.0,
S2 只减,27,103559.886,1.0,-0.0,51441.46,1.0,2796.998,1.00002,49321.429,1.0,
S2 只减,28,103559.869,1.0,-0.0,51441.44,1.0,2797.001,1.00002,49321.429,1.0,
S2 只减,29,103559.853,1.0,-0.0,51441.415,1.0,2797.009,1.00003,49321.429,1.0,
S2 只减,30,103559.854,1.0,-0.0,51441.413,1.0,2797.012,1.00003,49321.429,1.0,
S2 只减,31,103559.858,1.0,-0.0,51441.394,1.0,2797.035,1.00003,49321.429,1.0,
S2 只减,32,103559.861,1.0,-0.0,51441.374,1.0,2797.059,1.00004,49321.429,1.0,
S2 只减,33,103559.852,1.0,-0.0,51441.365,1.0,2797.059,1.00004,49321.429,1.0,
S2 只减,34,103559.857,1.0,-0.0,51441.361,1.0,2797.067,1.00005,49321.429,1.0,
S2 只减,35,103559.835,1.0,-0.0,51441.308,1.0,2797.098,1.00006,49321.429,1.0,
S2 只减,36,103559.813,1.0,-0.0,51441.254,1.0,2797.13,1.00007,49321.429,1.0,
S2 只减,37,103559.806,1.0,-0.0,51441.247,1.0,2797.13,1.00007,49321.429,1.0,
S2 只减,38,103559.842,1.0,-0.0,51441.255,1.0,2797.159,1.00008,49321.429,1.0,
S2 只减,39,103559.854,1.0,-0.0,51441.263,1.0,2797.162,1.00008,49321.429,1.0,
S2 只减,40,103559.879,1.0,-0.0,51441.262,1.0,2797.189,1.00009,49321.429,1.0,
S2 只减,41,103559.835,1.0,-0.0,51441.212,1.0,2797.195,1.00009,49321.429,1.0,
S2 只减,42,103559.833,1.0,-0.0,51441.209,1.0,2797.195,1.00009,49321.429,1.0,
S2 只减,43,103559.843,1.0,-0.0,51441.176,1.0,2797.238,1.00011,49321.429,1.0,
S2 只减,44,103559.836,1.0,-0.0,51441.155,0.99999,2797.253,1.00011,49321.429,1.0,
S2 只减,45,103559.872,1.0,-0.0,51441.129,0.99999,2797.314,1.00013,49321.429,1.0,
S2 只减,46,103559.908,1.0,-0.0,51441.104,0.99999,2797.375,1.00016,49321.429,1.0,
S2 只减,47,103559.894,1.0,-0.0,51441.084,0.99999,2797.381,1.00016,49321.429,1.0,
S2 只减,48,103559.888,1.0,-0.0,51441.068,0.99999,2797.39,1.00016,49321.429,1.0,
S2 只减,49,103559.871,1.0,-0.0,51441.048,0.99999,2797.395,1.00016,49321.429,1.0,
S2 只减,50,103559.89,1.0,-0.0,51441.064,0.99999,2797.398,1.00016,49321.429,1.0,
S2 只减,51,103559.906,1.0,-0.0,51441.033,0.99999,2797.444,1.00018,49321.429,1.0,
S2 只减,52,103559.923,1.0,-0.0,51441.048,0.99999,2797.447,1.00018,49321.429,1.0,
S2 只减,53,103559.921,1.0,-0.0,51441.044,0.99999,2797.448,1.00018,49321.429,1.0,
S2 只减,54,103559.908,1.0,-0.0,51441.027,0.99999,2797.452,1.00018,49321.429,1.0,
S2 只减,55,103559.905,1.0,-0.0,51441.021,0.99999,2797.456,1.00019,49321.429,1.0,
S2 只减,56,103559.912,1.0,-0.0,51441.026,0.99999,2797.458,1.00019,49321.429,1.0,
S2 只减,57,103559.898,1.0,-0.0,51441.006,0.99999,2797.463,1.00019,49321.429,1.0,
S2 只减,58,103559.935,1.0,-0.0,51440.991,0.99999,2797.515,1.00021,49321.429,1.0,
S2 只减,59,103559.948,1.0,-0.0,51441.003,0.99999,2797.517,1.00021,49321.429,1.0,
S2 只减,60,103559.941,1.0,-0.0,51440.986,0.99999,2797.526,1.00021,49321.429,1.0,
S2 只减,61,103559.885,1.0,-0.0,51440.921,0.99999,2797.535,1.00021,49321.429,1.0,
S2 只减,62,103559.852,1.0,-0.0,51440.873,0.99999,2797.55,1.00022,49321.429,1.0,
S2 只减,63,103559.825,1.0,-0.0,51440.842,0.99999,2797.555,1.00022,49321.429,1.0,
S2 只减,64,103559.836,1.0,-0.0,51440.849,0.99999,2797.558,1.00022,49321.429,1.0,
S2 只减,65,103559.895,1.0,-0.0,51440.868,0.99999,2797.598,1.00024,49321.429,1.0,
S2 只减,66,103559.881,1.0,-0.0,51440.838,0.99999,2797.614,1.00024,49321.429,1.0,
S2 只减,67,103559.863,1.0,-0.0,51440.815,0.99999,2797.619,1.00024,49321.429,1.0,
S2 只减,68,103559.929,1.0,-0.0,51440.815,0.99999,2797.686,1.00027,49321.429,1.0,
S2 只减,69,103559.926,1.0,-0.0,51440.798,0.99999,2797.7,1.00027,49321.429,1.0,
S2 只减,70,103559.974,1.0,-0.0,51440.801,0.99999,2797.745,1.00029,49321.429,1.0,
S2 只减,71,103559.984,1.0,-0.0,51440.8,0.99999,2797.755,1.00029,49321.429,1.0,
S2 只减,72,103559.989,1.0,-0.0,51440.802,0.99999,2797.758,1.00029,49321.429,1.0,
S2 只减,73,103559.967,1.0,-0.0,51440.691,0.99999,2797.847,1.00033,49321.429,1.0,
S2 只减,74,103559.944,1.0,-0.0,51440.58,0.99998,2797.936,1.00036,49321.429,1.0,
S2 只减,75,103559.887,1.0,-0.0,51440.515,0.99998,2797.944,1.00036,49321.429,1.0,
S2 只减,76,103559.829,1.0,-0.0,51440.45,0.99998,2797.951,1.00036,49321.429,1.0,
S2 只减,77,103559.813,1.0,-0.0,51440.403,0.99998,2797.981,1.00037,49321.429,1.0,
S2 只减,78,103559.796,1.0,-0.0,51440.357,0.99998,2798.011,1.00038,49321.429,1.0,
S2 只减,79,103559.795,1.0,-0.0,51440.352,0.99998,2798.014,1.00038,49321.429,1.0,
S2 只减,80,103559.724,1.0,0.0,51440.172,0.99998,2798.123,1.00042,49321.429,1.0,
S2 只减,81,103559.752,1.0,0.0,51440.127,0.99997,2798.196,1.00045,49321.429,1.0,
S2 只减,82,103559.759,1.0,0.0,51440.131,0.99997,2798.199,1.00045,49321.429,1.0,
S2 只减,83,103559.784,1.0,0.0,51440.088,0.99997,2798.267,1.00048,49321.429,1.0,
S2 只减,84,103559.784,1.0,0.0,51440.079,0.99997,2798.276,1.00048,49321.429,1.0,
S2 只减,85,103559.809,1.0,-0.0,51440.038,0.99997,2798.343,1.0005,49321.429,1.0,
S2 只减,86,103559.846,1.0,-0.0,51440.067,0.99997,2798.35,1.0005,49321.429,1.0,
S2 只减,87,103559.866,1.0,-0.0,51440.023,0.99997,2798.414,1.00053,49321.429,1.0,
S2 只减,88,103559.955,1.0,-0.0,51440.046,0.99997,2798.48,1.00055,49321.429,1.0,
S2 只减,89,103559.908,1.0,-0.0,51439.986,0.99997,2798.493,1.00056,49321.429,1.0,
S2 只减,90,103559.935,1.0,-0.0,51439.943,0.99997,2798.563,1.00058,49321.429,1.0,
S2 只减,91,103559.955,1.0,-0.0,51439.96,0.99997,2798.566,1.00058,49321.429,1.0,
S2 只减,92,103559.9,1.0,-0.0,51439.893,0.99997,2798.578,1.00059,49321.429,1.0,
S2 只减,93,103559.946,1.0,-0.0,51439.849,0.99997,2798.669,1.00062,49321.429,1.0,
S2 只减,94,103559.938,1.0,-0.0,51439.835,0.99997,2798.675,1.00062,49321.429,1.0,
S2 只减,95,103559.93,1.0,-0.0,51439.821,0.99997,2798.68,1.00062,49321.429,1.0,
S2 只减,96,103559.89,1.0,-0.0,51439.769,0.99997,2798.693,1.00063,49321.429,1.0,
S2 只减,97,103559.88,1.0,-0.0,51439.755,0.99997,2798.697,1.00063,49321.429,1.0,
S2 只减,98,103559.859,1.0,-0.0,51439.714,0.99997,2798.716,1.00064,49321.429,1.0,
S2 只减,99,103559.822,1.0,-0.0,51439.671,0.99997,2798.723,1.00064,49321.429,1.0,
S2 只减,100,103559.841,1.0,-0.0,51439.621,0.99997,2798.791,1.00066,49321.429,1.0,
S2 只减,101,103559.846,1.0,-0.0,51439.571,0.99996,2798.846,1.00068,49321.429,1.0,
S2 只减,102,103559.983,1.0,-0.0,51439.67,0.99997,2798.885,1.0007,49321.429,1.0,
S2 只减,103,103559.972,1.0,-0.0,51439.656,0.99997,2798.888,1.0007,49321.429,1.0,
S2 只减,104,103559.973,1.0,-0.0,51439.637,0.99997,2798.908,1.0007,49321.429,1.0,
S2 只减,105,103559.961,1.0,-0.0,51439.621,0.99997,2798.912,1.00071,49321.429,1.0,
S2 只减,106,103559.948,1.0,-0.0,51439.605,0.99996,2798.915,1.00071,49321.429,1.0,
S2 只减,107,103560.027,1.0,-0.0,51439.564,0.99996,2799.035,1.00075,49321.429,1.0,
S2 只减,108,103559.987,1.0,-0.0,51439.505,0.99996,2799.053,1.00076,49321.429,1.0,
S2 只减,109,103559.975,1.0,-0.0,51439.479,0.99996,2799.067,1.00076,49321.429,1.0,
S2 只减,110,103559.968,1.0,-0.0,51439.446,0.99996,2799.093,1.00077,49321.429,1.0,
S2 只减,111,103559.897,1.0,-0.0,51439.362,0.99996,2799.107,1.00078,49321.429,1.0,
S2 只减,112,103559.875,1.0,-0.0,51439.337,0.99996,2799.109,1.00078,49321.429,1.0,
S2 只减,113,103559.926,1.0,-0.0,51439.308,0.99996,2799.189,1.00081,49321.429,1.0,
S2 只减,114,103559.915,1.0,-0.0,51439.284,0.99996,2799.202,1.00081,49321.429,1.0,
S2 只减,115,103559.899,1.0,-0.0,51439.253,0.99996,2799.217,1.00082,49321.429,1.0,
S2 只减,116,103560.119,1.0,-0.0,51439.393,0.99996,2799.298,1.00084,49321.429,1.0,
S2 只减,117,103560.06,1.0,-0.0,51439.322,0.99996,2799.309,1.00085,49321.429,1.0,
S2 只减,118,103560.086,1.0,-0.0,51439.264,0.99996,2799.394,1.00088,49321.429,1.0,
S2 只减,119,103560.112,1.0,-0.0,51439.205,0.99996,2799.478,1.00091,49321.429,1.0,
S2 只减,120,103560.093,1.0,-0.0,51439.155,0.99996,2799.509,1.00092,49321.429,1.0,
S2 只减,121,103560.14,1.0,-0.0,51439.116,0.99996,2799.596,1.00095,49321.429,1.0,
S2 只减,122,103560.116,1.0,-0.0,51439.08,0.99995,2799.608,1.00095,49321.429,1.0,
S2 只减,123,103560.234,1.0,-0.0,51439.122,0.99996,2799.683,1.00098,49321.429,1.0,
S2 只减,124,103560.2,1.0,-0.0,51439.08,0.99995,2799.691,1.00098,49321.429,1.0,
S2 只减,125,103560.168,1.0,-0.0,51439.039,0.99995,2799.701,1.00099,49321.429,1.0,
S2 只减,126,103560.137,1.0,-0.0,51438.998,0.99995,2799.711,1.00099,49321.429,1.0,
S2 只减,127,103560.068,1.0,-0.0,51438.917,0.99995,2799.722,1.001,49321.429,1.0,
