情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S1 只增,0,103559.785,1.0,0.0,51441.419,1.0,2796.938,1.0,49321.429,1.0,
S1 只增,1,94457.919,0.91211,8.789,51410.244,0.99939,2819.103,1.00792,40228.571,0.81564,
S1 只增,2,89035.491,0.85975,14.025,51410.19,0.99939,2832.443,1.01269,34792.857,0.70543,
S1 只增,3,86499.66,0.83526,16.474,51407.613,0.99934,2838.476,1.01485,32253.571,0.65395,
S1 只增,4,84168.324,0.81275,18.725,51407.315,0.99934,2843.152,1.01652,29917.857,0.60659,
S1 只增,5,82104.308,0.79282,20.718,51407.438,0.99934,2846.871,1.01785,27850.0,0.56466,
S1 只增,6,80268.353,0.77509,22.491,51415.214,0.99949,2849.568,1.01882,26003.571,0.52723,
S1 只增,7,78441.0,0.75745,24.255,51420.439,0.99959,2852.704,1.01994,24167.857,0.49001,
S1 只增,8,76712.648,0.74076,25.924,51416.974,0.99952,2856.388,1.02126,22439.286,0.45496,
S1 只增,9,75192.454,0.72608,27.392,51416.678,0.99952,2857.92,1.0218,20917.857,0.42411,
S1 只增,10,73920.557,0.7138,28.62,51411.277,0.99941,2859.28,1.02229,19650.0,0.39841,
S1 只增,11,72762.349,0.70261,29.739,51402.469,0.99924,2859.88,1.0225,18500.0,0.37509,
S1 只增,12,71768.885,0.69302,30.698,51209.351,0.99549,2859.534,1.02238,17700.0,0.35887,
S1 只增,13,70860.857,0.68425,31.575,51187.216,0.99506,2859.355,1.02232,16814.286,0.34091,
S1 只增,14,70026.257,0.67619,32.381,51185.015,0.99502,2859.1,1.02223,15982.143,0.32404,
S1 只增,15,69241.479,0.66861,33.139,51185.777,0.99503,2859.273,1.02229,15196.429,0.30811,
S1 只增,16,68501.621,0.66147,33.853,51182.131,0.99496,2858.776,1.02211,14460.714,0.29319,
S1 只增,17,68259.603,0.65913,34.087,50942.758,0.99031,2856.13,1.02116,14460.714,0.29319,
S1 只增,18,68094.201,0.65754,34.246,50779.875,0.98714,2853.612,1.02026,14460.714,0.29319,
S1 只增,19,67995.444,0.65658,34.342,50683.739,0.98527,2850.99,1.01933,14460.714,0.29319,
S1 只增,20,67900.415,0.65566,34.434,50591.242,0.98347,2848.459,1.01842,14460.714,0.29319,
S1 只增,21,67821.745,0.6549,34.51,50515.097,0.98199,2845.934,1.01752,14460.714,0.29319,
S1 只增,22,67751.786,0.65423,34.577,50447.682,0.98068,2843.39,1.01661,14460.714,0.29319,
S1 只增,23,67692.588,0.65366,34.634,50390.896,0.97958,2840.978,1.01575,14460.714,0.29319,
S1 只增,24,67634.245,0.65309,34.691,50335.154,0.97849,2838.376,1.01482,14460.714,0.29319,
S1 只增,25,67580.13,0.65257,34.743,50283.593,0.97749,2835.823,1.0139,14460.714,0.29319,1%
