情景,减站数,减站比例%,M,M/M0,M增幅%
不减站,0,0.0,5047.521375958691,1.0,0.0
减1%站,32,1.0028204324663115,5047.763886006547,1.0000480453731233,0.004804537312330659
减2%站,64,2.005640864932623,5047.763886006547,1.0000480453731233,0.004804537312330659
减5%站,160,5.014102162331557,5053.375548913904,1.0011598114240974,0.11598114240973789
减10%站,320,10.028204324663115,5053.7749287806255,1.0012389353815756,0.1238935381575601
移除全部初始零边际站,1873,58.6963334377938,5179.956325535145,1.0262376203510974,2.6237620351097446
零边际后再减1站,1874,58.72767157630837,5179.956327975421,1.0262376208345578,2.623762083455783
