情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S2 只减,0,113279.805,1.0,0.0,56433.825,1.0,5363.837,1.0,51482.143,1.0,
S2 只减,1,113279.805,1.0,-0.0,56433.825,1.0,5363.837,1.0,51482.143,1.0,
S2 只减,2,113279.805,1.0,-0.0,56433.825,1.0,5363.837,1.0,51482.143,1.0,
S2 只减,3,113279.845,1.0,-0.0,56433.856,1.0,5363.847,1.0,51482.143,1.0,
S2 只减,4,113279.846,1.0,-0.0,56433.855,1.0,5363.848,1.0,51482.143,1.0,
S2 只减,5,113279.865,1.0,-0.0,56433.865,1.0,5363.857,1.0,51482.143,1.0,
S2 只减,6,113279.831,1.0,-0.0,56433.823,1.0,5363.865,1.00001,51482.143,1.0,
S2 只减,7,113279.847,1.0,-0.0,56433.834,1.0,5363.87,1.00001,51482.143,1.0,
S2 只减,8,113279.794,1.0,0.0,56433.769,1.0,5363.882,1.00001,51482.143,1.0,
S2 只减,9,113279.748,1.0,0.0,56433.711,1.0,5363.894,1.00001,51482.143,1.0,
S2 只减,10,113279.714,1.0,0.0,56433.656,1.0,5363.915,1.00001,51482.143,1.0,
S2 只减,11,113279.712,1.0,0.0,56433.626,1.0,5363.943,1.00002,51482.143,1.0,
S2 只减,12,113279.667,1.0,0.0,56433.579,1.0,5363.945,1.00002,51482.143,1.0,
S2 只减,13,113279.665,1.0,0.0,56433.535,0.99999,5363.987,1.00003,51482.143,1.0,
S2 只减,14,113279.69,1.0,0.0,56433.521,0.99999,5364.026,1.00004,51482.143,1.0,
S2 只减,15,113279.658,1.0,0.0,56433.485,0.99999,5364.03,1.00004,51482.143,1.0,
S2 只减,16,113279.737,1.0,0.0,56433.438,0.99999,5364.157,1.00006,51482.143,1.0,
S2 只减,17,113279.716,1.0,0.0,56433.412,0.99999,5364.161,1.00006,51482.143,1.0,
S2 只减,18,113279.62,1.0,0.0,56433.289,0.99999,5364.188,1.00007,51482.143,1.0,
S2 只减,19,113279.572,1.0,0.0,56433.22,0.99999,5364.209,1.00007,51482.143,1.0,
S2 只减,20,113279.601,1.0,0.0,56433.186,0.99999,5364.272,1.00008,51482.143,1.0,
S2 只减,21,113279.579,1.0,0.0,56433.152,0.99999,5364.285,1.00008,51482.143,1.0,
S2 只减,22,113279.616,1.0,0.0,56433.156,0.99999,5364.317,1.00009,51482.143,1.0,
S2 只减,23,113279.628,1.0,0.0,56433.154,0.99999,5364.331,1.00009,51482.143,1.0,
S2 只减,24,113279.508,1.0,0.0,56432.997,0.99999,5364.368,1.0001,51482.143,1.0,
S2 只减,25,113279.56,1.0,0.0,56433.026,0.99999,5364.39,1.0001,51482.143,1.0,
S2 只减,26,113279.499,1.0,0.0,56432.947,0.99998,5364.409,1.00011,51482.143,1.0,
S2 只减,27,113279.513,1.0,0.0,56432.922,0.99998,5364.449,1.00011,51482.143,1.0,
S2 只减,28,113279.617,1.0,0.0,56432.865,0.99998,5364.609,1.00014,51482.143,1.0,
S2 只减,29,113279.583,1.0,0.0,56432.764,0.99998,5364.677,1.00016,51482.143,1.0,
S2 只减,30,113279.563,1.0,0.0,56432.678,0.99998,5364.742,1.00017,51482.143,1.0,
S2 只减,31,113279.783,1.0,0.0,56432.648,0.99998,5364.992,1.00022,51482.143,1.0,
S2 只减,32,113279.765,1.0,0.0,56432.614,0.99998,5365.008,1.00022,51482.143,1.0,
S2 只减,33,113279.805,1.0,-0.0,56432.596,0.99998,5365.067,1.00023,51482.143,1.0,
S2 只减,34,113279.869,1.0,-0.0,56432.614,0.99998,5365.112,1.00024,51482.143,1.0,
S2 只减,35,113279.759,1.0,0.0,56432.455,0.99998,5365.161,1.00025,51482.143,1.0,
S2 只减,36,113279.788,1.0,0.0,56432.473,0.99998,5365.173,1.00025,51482.143,1.0,
S2 只减,37,113279.818,1.0,-0.0,56432.379,0.99997,5365.296,1.00027,51482.143,1.0,
S2 只减,38,113279.858,1.0,-0.0,56432.38,0.99997,5365.335,1.00028,51482.143,1.0,
