情景,比例,目标变化数,实际执行数,M,M/M_base,相对改善%,M_access,M_crowd,M_reach
S3 等量调配,1%,11,11,81487.194,0.71934,28.066,54906.726,5451.897,21128.571
S3 等量调配,5%,54,54,71845.535,0.63423,36.577,50659.627,5282.337,15903.571
S3 等量调配,10%,108,108,70422.754,0.62167,37.833,49479.936,5039.247,15903.571
S3 等量调配,20%,216,216,69005.704,0.60916,39.084,48526.949,4575.184,15903.571
S3 等量调配,30%,324,324,68081.268,0.601,39.9,48083.061,4094.635,15903.571
S3 等量调配,40%,431,431,67437.236,0.59532,40.468,47856.209,3677.456,15903.571
S3 等量调配,50%,539,539,66952.961,0.59104,40.896,47717.294,3332.096,15903.571
