情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S1 只增,0,113279.805,1.0,0.0,56433.825,1.0,5363.837,1.0,51482.143,1.0,
S1 只增,1,104065.406,0.91866,8.134,56277.462,0.99723,5398.659,1.00649,42389.286,0.82338,
S1 只增,2,98650.136,0.87085,12.915,56277.337,0.99723,5419.228,1.01033,36953.571,0.71779,
S1 只增,3,96110.842,0.84844,15.156,56268.0,0.99706,5428.556,1.01207,34414.286,0.66847,
S1 只增,4,93781.851,0.82788,17.212,56268.12,0.99706,5435.16,1.0133,32078.571,0.6231,
S1 只增,5,91719.085,0.80967,19.033,56268.289,0.99707,5440.082,1.01421,30010.714,0.58293,
S1 只增,6,89713.816,0.79197,20.803,55413.462,0.98192,5439.64,1.01413,28860.714,0.5606,
S1 只增,7,87878.592,0.77577,22.423,55421.349,0.98206,5442.957,1.01475,27014.286,0.52473,
S1 只增,8,86052.65,0.75965,24.035,55426.969,0.98216,5447.109,1.01552,25178.571,0.48907,
S1 只增,9,84324.528,0.74439,25.561,55422.101,0.98207,5452.426,1.01652,23450.0,0.4555,
S1 只增,10,82804.158,0.73097,26.903,55421.823,0.98207,5453.764,1.01677,21928.571,0.42595,
S1 只增,11,81487.285,0.71935,28.065,54906.924,0.97294,5451.79,1.0164,21128.571,0.41041,1%
S1 只增,12,80177.915,0.70779,29.221,54860.153,0.97211,5457.048,1.01738,19860.714,0.38578,
S1 只增,13,79071.561,0.69802,30.198,54473.988,0.96527,5454.716,1.01694,19142.857,0.37183,
S1 只增,14,78114.775,0.68957,31.043,54404.085,0.96403,5453.547,1.01673,18257.143,0.35463,
S1 只增,15,77271.794,0.68213,31.787,54394.663,0.96387,5452.132,1.01646,17425.0,0.33847,
S1 只增,16,76486.624,0.6752,32.48,54395.648,0.96388,5451.69,1.01638,16639.286,0.3232,
S1 只增,17,75738.736,0.6686,33.14,54385.406,0.9637,5449.759,1.01602,15903.571,0.30891,
S1 只增,18,75108.8,0.66304,33.696,53760.104,0.95262,5445.124,1.01515,15903.571,0.30891,
S1 只增,19,74828.446,0.66056,33.944,53485.239,0.94775,5439.636,1.01413,15903.571,0.30891,
S1 只增,20,74563.728,0.65823,34.177,53225.941,0.94316,5434.216,1.01312,15903.571,0.30891,
S1 只增,21,74327.582,0.65614,34.386,52995.281,0.93907,5428.73,1.0121,15903.571,0.30891,
S1 只增,22,74117.207,0.65428,34.572,52789.5,0.93542,5424.136,1.01124,15903.571,0.30891,
S1 只增,23,73958.969,0.65289,34.711,52636.751,0.93272,5418.647,1.01022,15903.571,0.30891,
S1 只增,24,73808.388,0.65156,34.844,52491.658,0.93015,5413.159,1.0092,15903.571,0.30891,
S1 只增,25,73683.685,0.65046,34.954,52371.808,0.92802,5408.305,1.00829,15903.571,0.30891,
S1 只增,26,73568.746,0.64944,35.056,52261.812,0.92607,5403.362,1.00737,15903.571,0.30891,
S1 只增,27,73471.863,0.64859,35.141,52170.415,0.92445,5397.876,1.00635,15903.571,0.30891,
S1 只增,28,73375.088,0.64773,35.227,52077.324,0.9228,5394.192,1.00566,15903.571,0.30891,
S1 只增,29,73285.726,0.64694,35.306,51993.373,0.92132,5388.782,1.00465,15903.571,0.30891,
S1 只增,30,73199.788,0.64619,35.381,51912.923,0.91989,5383.293,1.00363,15903.571,0.30891,
S1 只增,31,73114.058,0.64543,35.457,51832.328,0.91846,5378.159,1.00267,15903.571,0.30891,
S1 只增,32,73034.176,0.64472,35.528,51753.006,0.91706,5377.599,1.00257,15903.571,0.30891,
S1 只增,33,72965.647,0.64412,35.588,51689.954,0.91594,5372.122,1.00154,15903.571,0.30891,
S1 只增,34,72897.74,0.64352,35.648,51627.352,0.91483,5366.816,1.00056,15903.571,0.30891,
S1 只增,35,72830.315,0.64292,35.708,51564.743,0.91372,5362.0,0.99966,15903.571,0.30891,
S1 只增,36,72763.605,0.64234,35.766,51503.448,0.91263,5356.585,0.99865,15903.571,0.30891,
S1 只增,37,72697.49,0.64175,35.825,51442.204,0.91155,5351.715,0.99774,15903.571,0.30891,
S1 只增,38,72632.255,0.64118,35.882,51380.563,0.91046,5348.121,0.99707,15903.571,0.30891,
S1 只增,39,72569.877,0.64063,35.937,51314.926,0.90929,5351.38,0.99768,15903.571,0.30891,
S1 只增,40,72509.946,0.6401,35.99,51260.481,0.90833,5345.894,0.99665,15903.571,0.30891,
S1 只增,41,72451.759,0.63958,36.042,51206.19,0.90737,5341.997,0.99593,15903.571,0.30891,
S1 只增,42,72399.121,0.63912,36.088,51158.917,0.90653,5336.633,0.99493,15903.571,0.30891,
S1 只增,43,72346.8,0.63866,36.134,51111.717,0.90569,5331.512,0.99397,15903.571,0.30891,
S1 只增,44,72295.045,0.6382,36.18,51064.901,0.90486,5326.573,0.99305,15903.571,0.30891,
S1 只增,45,72244.299,0.63775,36.225,51019.643,0.90406,5321.084,0.99203,15903.571,0.30891,
S1 只增,46,72195.198,0.63732,36.268,50976.031,0.90329,5315.595,0.99101,15903.571,0.30891,
S1 只增,47,72148.298,0.6369,36.31,50934.269,0.90255,5310.458,0.99005,15903.571,0.30891,
S1 只增,48,72103.775,0.63651,36.349,50893.082,0.90182,5307.121,0.98943,15903.571,0.30891,
S1 只增,49,72059.3,0.63612,36.388,50853.939,0.90113,5301.79,0.98843,15903.571,0.30891,
S1 只增,50,72014.675,0.63572,36.428,50814.778,0.90043,5296.326,0.98741,15903.571,0.30891,
S1 只增,51,71971.243,0.63534,36.466,50775.319,0.89973,5292.353,0.98667,15903.571,0.30891,
S1 只增,52,71928.743,0.63497,36.503,50738.305,0.89908,5286.867,0.98565,15903.571,0.30891,
S1 只增,53,71887.345,0.6346,36.54,50698.979,0.89838,5284.795,0.98526,15903.571,0.30891,
S1 只增,54,71846.091,0.63424,36.576,50662.694,0.89774,5279.825,0.98434,15903.571,0.30891,5%
S1 只增,55,71805.454,0.63388,36.612,50621.817,0.89701,5280.065,0.98438,15903.571,0.30891,
S1 只增,56,71765.949,0.63353,36.647,50587.173,0.8964,5275.204,0.98348,15903.571,0.30891,
S1 只增,57,71727.536,0.63319,36.681,50553.771,0.89581,5270.194,0.98254,15903.571,0.30891,
S1 只增,58,71690.466,0.63286,36.714,50521.854,0.89524,5265.04,0.98158,15903.571,0.30891,
S1 只增,59,71654.329,0.63254,36.746,50491.203,0.8947,5259.554,0.98056,15903.571,0.30891,
S1 只增,60,71618.514,0.63223,36.777,50460.44,0.89415,5254.502,0.97962,15903.571,0.30891,
S1 只增,61,71583.464,0.63192,36.808,50430.818,0.89363,5249.075,0.9786,15903.571,0.30891,
S1 只增,62,71549.224,0.63161,36.839,50401.395,0.89311,5244.257,0.97771,15903.571,0.30891,
S1 只增,63,71515.094,0.63131,36.869,50371.331,0.89257,5240.191,0.97695,15903.571,0.30891,
S1 只增,64,71482.236,0.63102,36.898,50342.662,0.89207,5236.002,0.97617,15903.571,0.30891,
S1 只增,65,71450.485,0.63074,36.926,50316.156,0.8916,5230.758,0.97519,15903.571,0.30891,
