情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S1 只增,0,107679.495,1.0,0.0,52562.143,1.0,3813.781,1.0,51303.571,1.0,
S1 只增,1,98574.793,0.91545,8.455,52522.606,0.99925,3841.472,1.00726,42210.714,0.82276,
S1 只增,2,93155.51,0.86512,13.488,52522.413,0.99924,3858.096,1.01162,36775.0,0.71681,
S1 只增,3,90618.726,0.84156,15.844,52517.96,0.99916,3865.052,1.01344,34235.714,0.66732,
S1 只增,4,88288.373,0.81992,18.008,52517.396,0.99915,3870.977,1.015,31900.0,0.62179,
S1 只增,5,86224.934,0.80076,19.924,52517.526,0.99915,3875.266,1.01612,29832.143,0.58148,
S1 只增,6,84389.472,0.78371,21.629,52525.376,0.9993,3878.382,1.01694,27985.714,0.54549,
S1 只增,7,82562.96,0.76675,23.325,52530.665,0.9994,3882.295,1.01797,26150.0,0.50971,
S1 只增,8,80834.564,0.7507,24.93,52525.955,0.99931,3887.181,1.01925,24421.429,0.47602,
S1 只增,9,79315.909,0.73659,26.341,52527.152,0.99933,3888.757,1.01966,22900.0,0.44636,
S1 只增,10,78041.107,0.72475,27.525,52518.383,0.99917,3890.581,1.02014,21632.143,0.42165,
S1 只增,11,76886.288,0.71403,28.597,52513.311,0.99907,3890.833,1.0202,20482.143,0.39923,
S1 只增,12,75895.97,0.70483,29.517,52323.951,0.99547,3889.877,1.01995,19682.143,0.38364,
S1 只增,13,74967.491,0.69621,30.379,52114.502,0.99148,3888.703,1.01965,18964.286,0.36965,
S1 只增,14,74049.336,0.68768,31.232,52082.617,0.99088,3888.147,1.0195,18078.571,0.35238,
S1 只增,15,73212.51,0.67991,32.009,52078.58,0.9908,3887.501,1.01933,17246.429,0.33616,
S1 只增,16,72427.63,0.67262,32.738,52079.48,0.99082,3887.435,1.01931,16460.714,0.32085,1%
S1 只增,17,71689.645,0.66577,33.423,52078.279,0.99079,3886.366,1.01903,15725.0,0.30651,
S1 只增,18,71426.595,0.66333,33.667,51818.942,0.98586,3882.653,1.01806,15725.0,0.30651,
S1 只增,19,71265.944,0.66183,33.817,51662.006,0.98287,3878.938,1.01708,15725.0,0.30651,
S1 只增,20,71115.03,0.66043,33.957,51514.776,0.98007,3875.255,1.01612,15725.0,0.30651,
S1 只增,21,70989.529,0.65927,34.073,51392.984,0.97776,3871.545,1.01515,15725.0,0.30651,
S1 只增,22,70880.343,0.65825,34.175,51287.133,0.97574,3868.211,1.01427,15725.0,0.30651,
S1 只增,23,70790.704,0.65742,34.258,51201.208,0.97411,3864.496,1.0133,15725.0,0.30651,
S1 只增,24,70712.958,0.6567,34.33,51126.961,0.9727,3860.997,1.01238,15725.0,0.30651,
S1 只增,25,70647.828,0.65609,34.391,51065.545,0.97153,3857.282,1.01141,15725.0,0.30651,
S1 只增,26,70584.627,0.65551,34.449,51005.659,0.97039,3853.969,1.01054,15725.0,0.30651,
S1 只增,27,70526.537,0.65497,34.503,50950.013,0.96933,3851.524,1.0099,15725.0,0.30651,
S1 只增,28,70469.803,0.65444,34.556,50896.947,0.96832,3847.856,1.00893,15725.0,0.30651,
S1 只增,29,70414.695,0.65393,34.607,50845.471,0.96734,3844.225,1.00798,15725.0,0.30651,
S1 只增,30,70360.621,0.65343,34.657,50794.758,0.96638,3840.863,1.0071,15725.0,0.30651,
S1 只增,31,70310.689,0.65296,34.704,50748.541,0.9655,3837.148,1.00613,15725.0,0.30651,
S1 只增,32,70261.169,0.6525,34.75,50702.721,0.96462,3833.448,1.00516,15725.0,0.30651,
S1 只增,33,70212.57,0.65205,34.795,50657.676,0.96377,3829.894,1.00422,15725.0,0.30651,
