情景,比例,目标变化数,实际执行数,M,M/M_base,相对改善%,M_access,M_crowd,M_reach
S1 只增,1%,16,16,72427.63,0.67262,32.738,52079.48,3887.435,16460.714
S1 只增,5%,80,80,69017.812,0.64096,35.904,49612.621,3680.191,15725.0
S1 只增,10%,159,159,68018.214,0.63167,36.833,48864.668,3428.546,15725.0
S1 只增,20%,318,318,66854.648,0.62087,37.913,48180.881,2948.767,15725.0
S1 只增,30%,476,476,66130.318,0.61414,38.586,47920.496,2484.821,15725.0
S1 只增,40%,635,635,65638.836,0.60958,39.042,47794.816,2119.02,15725.0
S1 只增,50%,793,793,65324.32,0.60666,39.334,47760.424,1838.896,15725.0
