序号,经度,纬度,到最近现有站km,热点同址<1km
1,112.9846789,23.4437298,8.409,False
2,113.2557119,22.9980755,1.385,False
3,113.3855769,22.8211069,1.315,False
4,113.5030366,23.1913933,1.582,False
5,113.3061828,22.8667785,2.061,False
6,113.136015,23.3088281,5.109,False
7,113.5490633,23.0894836,1.599,False
8,113.4758607,23.2106127,1.057,False
9,113.4574621,23.6179257,2.452,False
10,113.089874,23.3108019,2.903,False
11,114.0028402,23.8512572,4.901,False
12,113.6655732,22.6544926,0.957,True
13,113.8715322,23.4292957,7.091,False
14,113.0101643,23.447691,7.737,False
15,113.1300117,23.4725495,1.621,False
16,113.2627775,23.2699515,1.366,False
17,113.3091328,23.5070112,3.225,False
18,113.8352405,23.8108616,11.024,False
19,113.6707428,22.6397474,0.775,True
20,113.8960101,23.4522826,9.469,False
21,113.8865402,23.8204633,5.9,False
22,113.6348629,23.3529726,1.323,False
23,113.6705794,22.6413456,0.608,True
24,113.6452979,23.360485,1.914,False
25,113.6703546,22.6413346,0.598,True
26,113.6141297,23.3370413,3.072,False
27,113.4269701,23.4538859,3.771,False
28,113.8897019,23.4467621,8.782,False
29,113.7590487,23.7808514,6.334,False
30,113.6315594,23.3456361,1.906,False
31,113.6704265,22.6411851,0.616,True
32,113.409889,23.6780841,1.624,False
33,113.2451824,23.5953978,3.238,False
34,113.6233047,23.343011,2.157,False
35,113.7329797,23.3840474,3.564,False
36,113.6688431,22.6408655,0.596,True
37,113.5653686,23.2997986,4.254,False
38,113.4638211,23.5613891,3.757,False
39,113.5309447,23.4015914,4.419,False
40,113.2995197,23.5610586,0.475,True
41,113.5520127,22.8843421,5.951,False
42,113.8916416,23.4479308,8.986,False
43,113.6505066,23.3625197,2.437,False
44,113.5656505,22.6775479,4.067,False
45,113.4062001,23.6650733,2.586,False
46,113.6642233,22.6391359,0.853,True
47,113.2741096,23.5844938,0.074,True
48,113.8706449,23.4261644,6.889,False
49,113.0022185,23.4503652,8.266,False
50,113.5518525,22.8865042,6.153,False
51,113.5881321,23.3100728,3.045,False
52,113.6405421,23.3507538,1.904,False
53,113.6749714,22.6225613,2.724,False
54,113.531429,23.2815142,2.357,False
55,113.2558609,23.5966849,2.338,False
56,113.788704,23.140693,3.846,False
57,113.7388138,23.3911878,4.504,False
58,113.0344555,23.443904,7.065,False
59,113.5220022,23.4091147,4.114,False
60,113.5537819,23.2916821,4.691,False
61,113.4580385,23.4338568,0.175,True
62,113.4080565,23.7057197,2.385,False
63,113.8653296,23.4252185,6.466,False
64,113.4449124,23.5066368,6.828,False
65,113.6576064,23.3666046,3.2,False
66,113.268139,23.5870107,0.72,True
67,113.028852,23.4441837,7.082,False
68,113.5281303,23.279734,2.027,False
69,113.6641584,22.6393185,0.837,True
70,113.5292467,22.8871849,4.659,False
71,113.7690193,23.1922299,2.492,False
72,113.8953896,23.4491592,9.376,False
73,114.0258339,23.8591309,4.738,False
74,113.0903306,23.293964,3.764,False
75,113.5826596,23.3090141,3.302,False
76,113.2888462,23.5488439,0.15,True
77,113.5119267,23.4253653,3.136,False
78,113.0313514,23.4439817,7.06,False
79,113.6437449,23.3487005,2.301,False
80,113.4090999,23.6501728,3.116,False
81,113.7813836,23.1719859,0.669,True
82,113.5347453,23.2847611,2.841,False
83,113.666335,22.6518455,0.652,True
84,113.7290663,23.3801428,3.05,False
85,113.4223815,23.4325459,1.642,False
86,113.760281,23.7804799,6.338,False
87,113.4696352,23.4249128,1.516,False
88,113.052648,23.4429858,7.326,False
89,113.6255077,23.3303893,3.536,False
90,113.0467501,23.3165416,0.661,True
91,113.3059224,23.4913103,2.749,False
92,113.759823,23.2048553,3.877,False
93,113.2614627,23.5907862,1.512,False
94,113.4555114,23.4359809,0.334,True
95,113.5487165,23.2909997,4.269,False
96,113.4089926,23.6501384,3.117,False
97,112.9960327,23.4501667,8.482,False
98,113.5072336,23.4265802,2.684,False
99,113.913433,23.4839531,12.066,False
100,113.5401728,22.6969744,1.796,False
101,113.7778312,23.1736993,0.942,True
102,113.6716907,23.3663042,4.622,False
103,113.7862185,23.4030283,0.904,True
104,113.4420722,23.5058969,6.983,False
105,113.0624366,23.4455957,7.964,False
106,113.6689428,22.6406781,0.618,True
107,113.6245718,23.3031035,2.224,False
108,113.0725411,23.3127138,1.129,False
109,113.7517762,23.2792233,1.063,False
110,113.4637771,23.4269874,1.007,False
111,113.2772022,23.5840499,0.26,True
112,113.9253801,23.8354241,3.289,False
113,113.4411836,23.6030812,0.306,True
114,113.8190824,23.1307777,5.939,False
115,113.4224454,23.4376463,2.114,False
116,113.8781619,23.4288787,7.626,False
117,113.7552041,23.2013307,3.407,False
118,113.5155199,23.2769241,1.603,False
119,113.6274294,23.3061582,2.655,False
120,113.0612614,23.445267,7.881,False
121,113.4794987,22.7804098,3.003,False
122,113.4864334,23.4285304,1.236,False
123,113.0440046,23.3153889,0.887,True
124,113.6177639,23.3582436,1.005,False
125,113.4098965,23.6387132,1.987,False
126,113.7894364,23.4036009,0.669,True
127,113.4255964,23.4498585,3.475,False
128,113.5157731,22.7131429,2.131,False
129,113.7737381,23.1979285,2.261,False
130,113.5012107,23.2761272,2.404,False
131,113.2999098,23.491644,3.361,False
132,113.4152303,23.4249614,0.528,True
133,113.2796726,23.5828928,0.541,True
134,113.0120159,23.447133,7.63,False
135,113.6747179,22.6225107,2.722,False
136,113.5165519,23.4128311,4.028,False
137,113.7193401,23.1971182,0.723,True
138,113.5007002,23.2762025,2.451,False
139,113.6645907,23.3686158,3.94,False
140,113.2828705,23.5007134,4.91,False
141,113.6055004,23.2853686,0.231,True
142,113.7666249,23.206921,3.427,False
143,113.4079815,23.7079086,2.599,False
144,113.8915893,23.4346371,9.021,False
145,113.0723767,23.4479461,7.488,False
146,113.3929977,23.4530894,3.577,False
147,113.7349036,23.3853688,3.762,False
148,113.7105553,23.1934846,1.585,False
149,113.4917951,22.7987829,2.428,False
150,113.4546978,23.2566872,5.759,False
151,113.4194666,23.4275652,1.033,False
152,113.2888456,23.4920477,4.151,False
153,113.2801419,23.5845243,0.548,True
154,113.5410008,23.2878287,3.487,False
155,113.4556947,23.4400873,0.779,True
156,113.7516822,23.198082,3.093,False
157,113.0792257,23.3104034,1.857,False
158,113.5215105,22.708123,2.492,False
159,113.0682495,23.4464957,7.936,False
160,113.6289176,22.6321554,3.286,False
161,113.4244571,23.4413812,2.577,False
162,113.4103718,23.6372012,1.827,False
163,113.7403152,23.1991895,1.931,False
164,113.3189108,23.4884538,1.396,False
165,113.5836633,23.3812736,4.874,False
166,113.4403831,23.2614067,5.078,False
167,113.8655609,23.8101164,7.94,False
168,113.4437057,23.5139722,7.501,False
169,113.9172551,23.4879835,12.598,False
170,113.0929084,23.4555815,5.256,False
171,113.4716336,22.8045594,3.831,False
172,113.412634,23.4523707,3.473,False
173,113.697962,23.3210389,4.428,False
174,113.1004111,23.307607,3.853,False
175,113.7954245,23.4054681,0.525,True
176,113.4650144,23.267185,5.635,False
177,113.0853174,23.4529014,6.075,False
178,113.6021713,23.3179226,3.412,False
179,113.308112,23.5683362,1.254,False
180,113.7864652,23.16044,1.646,False
181,113.4966313,22.7958832,1.855,False
182,113.0365115,23.3055239,2.223,False
183,113.9606338,23.8472281,3.705,False
184,113.4527421,23.5940035,1.274,False
185,113.7133124,23.1949407,1.27,False
186,113.2855273,23.4869234,3.498,False
187,113.3935391,23.4560894,3.741,False
188,113.0761392,23.4493778,7.077,False
189,113.4576118,23.2601228,5.932,False
190,113.7471229,23.3940634,4.594,False
191,113.8497742,23.2069705,2.162,False
192,113.9338942,23.4786773,13.847,False
193,113.654713,23.340501,3.744,False
194,113.4720645,22.8043326,3.857,False
195,113.8558191,23.4210417,5.529,False
196,113.2736027,23.5918518,0.796,True
197,113.3493429,23.4576217,0.458,True
198,113.4680402,23.2704796,5.371,False
199,113.7708298,23.1832016,1.866,False
200,113.0490774,23.443083,7.229,False
201,113.5189871,22.7178282,1.52,False
202,113.2960264,23.4916919,3.755,False
203,113.5452863,23.3896985,5.489,False
204,113.4645024,23.5847877,2.747,False
205,113.7569268,23.7824727,6.439,False
206,113.7140099,23.1957278,1.158,False
207,113.4088572,23.4565848,3.955,False
208,113.6697542,22.6428998,0.416,True
209,113.6210683,23.3548512,0.992,True
210,113.4688133,23.2225033,2.001,False
211,113.3031773,23.4851992,3.008,False
212,113.1038388,23.4614176,4.058,False
213,113.1303059,23.3140801,4.558,False
214,113.4572682,22.8246444,2.133,False
215,113.6670351,23.7121958,2.243,False
