情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S3 等量调配,0,112441.002,1.0,0.0,54273.373,1.0,5160.485,1.0,53007.143,1.0,
S3 等量调配,1,103208.124,0.91789,8.211,54103.377,0.99687,5190.461,1.00581,43914.286,0.82846,
S3 等量调配,2,97787.207,0.86968,13.032,54101.117,0.99683,5207.518,1.00911,38478.571,0.72591,
S3 等量调配,3,95230.61,0.84694,15.306,54083.113,0.99649,5208.211,1.00925,35939.286,0.67801,
S3 等量调配,4,92898.285,0.8262,17.38,54085.883,0.99655,5208.831,1.00937,33603.571,0.63394,
S3 等量调配,5,90828.692,0.80779,19.221,54086.855,0.99656,5206.123,1.00884,31535.714,0.59493,
S3 等量调配,6,88822.681,0.78995,21.005,53232.693,0.98083,5204.273,1.00849,30385.714,0.57324,
S3 等量调配,7,86983.802,0.7736,22.64,53241.292,0.98098,5203.224,1.00828,28539.286,0.5384,1%
S3 等量调配,8,85151.652,0.7573,24.27,53247.515,0.9811,5200.565,1.00777,26703.571,0.50377,
S3 等量调配,9,83417.997,0.74188,25.812,53240.691,0.98097,5202.306,1.0081,24975.0,0.47116,
S3 等量调配,10,81885.133,0.72825,27.175,53233.839,0.98085,5197.723,1.00722,23453.571,0.44246,
S3 等量调配,11,80361.836,0.7147,28.53,53235.605,0.98088,5197.659,1.0072,21928.571,0.41369,
S3 等量调配,12,79021.815,0.70278,29.722,53161.844,0.97952,5199.257,1.00751,20660.714,0.38977,
S3 等量调配,13,77929.828,0.69307,30.693,52880.168,0.97433,5188.946,1.00552,19860.714,0.37468,
S3 等量调配,14,76883.903,0.68377,31.623,52559.714,0.96843,5181.332,1.00404,19142.857,0.36114,
S3 等量调配,15,75917.422,0.67518,32.482,52487.105,0.96709,5173.174,1.00246,18257.143,0.34443,
S3 等量调配,16,75066.914,0.66761,33.239,52477.638,0.96691,5164.275,1.00073,17425.0,0.32873,
S3 等量调配,17,74282.735,0.66064,33.936,52479.352,0.96694,5164.097,1.0007,16639.286,0.31391,
S3 等量调配,18,73539.587,0.65403,34.597,52482.008,0.96699,5154.008,0.99874,15903.571,0.30003,
S3 等量调配,19,72968.583,0.64895,35.105,51923.818,0.95671,5141.193,0.99626,15903.571,0.30003,
S3 等量调配,20,72682.746,0.64641,35.359,51649.365,0.95165,5129.809,0.99406,15903.571,0.30003,
S3 等量调配,21,72450.98,0.64435,35.565,51429.986,0.94761,5117.422,0.99166,15903.571,0.30003,
S3 等量调配,22,72266.063,0.6427,35.73,51258.421,0.94445,5104.07,0.98907,15903.571,0.30003,
S3 等量调配,23,72083.641,0.64108,35.892,51090.057,0.94135,5090.013,0.98634,15903.571,0.30003,
S3 等量调配,24,71923.296,0.63965,36.035,50936.675,0.93852,5083.049,0.98499,15903.571,0.30003,
S3 等量调配,25,71776.292,0.63835,36.165,50803.007,0.93606,5069.714,0.98241,15903.571,0.30003,
S3 等量调配,26,71641.746,0.63715,36.285,50680.796,0.93381,5057.379,0.98002,15903.571,0.30003,
S3 等量调配,27,71534.957,0.6362,36.38,50587.121,0.93208,5044.264,0.97748,15903.571,0.30003,
S3 等量调配,28,71428.105,0.63525,36.475,50491.54,0.93032,5032.993,0.97529,15903.571,0.30003,
S3 等量调配,29,71327.684,0.63436,36.564,50396.749,0.92857,5027.364,0.9742,15903.571,0.30003,
S3 等量调配,30,71237.712,0.63356,36.644,50318.064,0.92712,5016.076,0.97202,15903.571,0.30003,
S3 等量调配,31,71151.17,0.63279,36.721,50245.037,0.92578,5002.561,0.9694,15903.571,0.30003,
S3 等量调配,32,71071.983,0.63208,36.792,50179.064,0.92456,4989.348,0.96684,15903.571,0.30003,
S3 等量调配,33,70991.382,0.63137,36.863,50108.761,0.92327,4979.05,0.96484,15903.571,0.30003,
S3 等量调配,34,70910.739,0.63065,36.935,50041.171,0.92202,4965.997,0.96231,15903.571,0.30003,5%
S3 等量调配,35,70832.715,0.62995,37.005,49975.164,0.9208,4953.979,0.95998,15903.571,0.30003,
S3 等量调配,36,70756.46,0.62928,37.072,49912.466,0.91965,4940.422,0.95736,15903.571,0.30003,
S3 等量调配,37,70689.41,0.62868,37.132,49846.103,0.91843,4939.736,0.95722,15903.571,0.30003,
S3 等量调配,38,70624.491,0.6281,37.19,49792.5,0.91744,4928.419,0.95503,15903.571,0.30003,
S3 等量调配,39,70561.813,0.62755,37.245,49741.344,0.9165,4916.897,0.9528,15903.571,0.30003,
S3 等量调配,40,70502.902,0.62702,37.298,49694.462,0.91563,4904.869,0.95047,15903.571,0.30003,
S3 等量调配,41,70443.848,0.6265,37.35,49649.085,0.9148,4891.191,0.94782,15903.571,0.30003,
S3 等量调配,42,70386.291,0.62598,37.402,49604.532,0.91398,4878.188,0.9453,15903.571,0.30003,
S3 等量调配,43,70331.068,0.62549,37.451,49560.09,0.91316,4867.407,0.94321,15903.571,0.30003,
S3 等量调配,44,70274.967,0.62499,37.501,49517.878,0.91238,4853.517,0.94052,15903.571,0.30003,
S3 等量调配,45,70218.64,0.62449,37.551,49474.019,0.91157,4841.049,0.9381,15903.571,0.30003,
S3 等量调配,46,70165.351,0.62402,37.598,49431.272,0.91078,4830.508,0.93606,15903.571,0.30003,
S3 等量调配,47,70110.867,0.62353,37.647,49390.065,0.91002,4817.23,0.93348,15903.571,0.30003,
S3 等量调配,48,70056.452,0.62305,37.695,49347.961,0.90925,4804.92,0.9311,15903.571,0.30003,
S3 等量调配,49,70002.875,0.62257,37.743,49307.297,0.9085,4792.006,0.9286,15903.571,0.30003,
S3 等量调配,50,69948.682,0.62209,37.791,49267.205,0.90776,4777.906,0.92586,15903.571,0.30003,
S3 等量调配,51,69898.512,0.62165,37.835,49224.063,0.90697,4770.878,0.9245,15903.571,0.30003,
S3 等量调配,52,69848.705,0.6212,37.88,49188.302,0.90631,4756.831,0.92178,15903.571,0.30003,
S3 等量调配,53,69800.769,0.62078,37.922,49149.407,0.90559,4747.79,0.92003,15903.571,0.30003,
S3 等量调配,54,69752.0,0.62034,37.966,49114.035,0.90494,4734.394,0.91743,15903.571,0.30003,
S3 等量调配,55,69702.949,0.61991,38.009,49078.487,0.90428,4720.891,0.91482,15903.571,0.30003,
S3 等量调配,56,69659.87,0.61952,38.048,49045.085,0.90367,4711.214,0.91294,15903.571,0.30003,
S3 等量调配,57,69613.892,0.61911,38.089,49012.648,0.90307,4697.672,0.91032,15903.571,0.30003,
S3 等量调配,58,69567.419,0.6187,38.13,48979.861,0.90247,4683.987,0.90766,15903.571,0.30003,
S3 等量调配,59,69524.534,0.61832,38.168,48949.632,0.90191,4671.331,0.90521,15903.571,0.30003,
S3 等量调配,60,69481.369,0.61794,38.206,48919.023,0.90134,4658.775,0.90278,15903.571,0.30003,
S3 等量调配,61,69439.19,0.61756,38.244,48890.956,0.90083,4644.663,0.90004,15903.571,0.30003,
S3 等量调配,62,69396.511,0.61718,38.282,48857.938,0.90022,4635.002,0.89817,15903.571,0.30003,
S3 等量调配,63,69355.846,0.61682,38.318,48830.744,0.89972,4621.53,0.89556,15903.571,0.30003,
S3 等量调配,64,69317.478,0.61648,38.352,48802.941,0.89921,4610.966,0.89351,15903.571,0.30003,
S3 等量调配,65,69278.54,0.61613,38.387,48776.021,0.89871,4598.948,0.89119,15903.571,0.30003,
S3 等量调配,66,69240.032,0.61579,38.421,48749.949,0.89823,4586.511,0.88878,15903.571,0.30003,
S3 等量调配,67,69201.391,0.61545,38.455,48720.071,0.89768,4577.749,0.88708,15903.571,0.30003,10%
S3 等量调配,68,69164.593,0.61512,38.488,48696.428,0.89724,4564.593,0.88453,15903.571,0.30003,
S3 等量调配,69,69129.023,0.6148,38.52,48672.238,0.8968,4553.214,0.88232,15903.571,0.30003,
S3 等量调配,70,69095.229,0.6145,38.55,48648.197,0.89635,4543.46,0.88043,15903.571,0.30003,
S3 等量调配,71,69059.268,0.61418,38.582,48624.217,0.89591,4531.48,0.87811,15903.571,0.30003,
S3 等量调配,72,69025.038,0.61388,38.612,48602.306,0.89551,4519.16,0.87572,15903.571,0.30003,
S3 等量调配,73,68989.49,0.61356,38.644,48579.739,0.89509,4506.18,0.87321,15903.571,0.30003,
S3 等量调配,74,68954.834,0.61325,38.675,48558.604,0.8947,4492.659,0.87059,15903.571,0.30003,
S3 等量调配,75,68919.957,0.61294,38.706,48537.38,0.89431,4479.006,0.86794,15903.571,0.30003,
S3 等量调配,76,68875.967,0.61255,38.745,48507.14,0.89376,4465.256,0.86528,15903.571,0.30003,
S3 等量调配,77,68842.838,0.61226,38.774,48484.822,0.89334,4454.445,0.86318,15903.571,0.30003,
S3 等量调配,78,68809.399,0.61196,38.804,48464.21,0.89296,4441.617,0.8607,15903.571,0.30003,
S3 等量调配,79,68778.172,0.61168,38.832,48445.938,0.89263,4428.662,0.85819,15903.571,0.30003,
S3 等量调配,80,68749.526,0.61143,38.857,48428.978,0.89232,4416.977,0.85592,15903.571,0.30003,
S3 等量调配,81,68716.476,0.61113,38.887,48406.436,0.8919,4406.468,0.85389,15903.571,0.30003,
S3 等量调配,82,68685.105,0.61085,38.915,48388.509,0.89157,4393.025,0.85128,15903.571,0.30003,
S3 等量调配,83,68654.726,0.61058,38.942,48368.432,0.8912,4382.723,0.84929,15903.571,0.30003,
S3 等量调配,84,68626.453,0.61033,38.967,48348.396,0.89083,4374.485,0.84769,15903.571,0.30003,
S3 等量调配,85,68592.789,0.61003,38.997,48328.013,0.89046,4361.204,0.84512,15903.571,0.30003,
S3 等量调配,86,68562.871,0.60977,39.023,48310.569,0.89013,4348.731,0.8427,15903.571,0.30003,
S3 等量调配,87,68532.587,0.6095,39.05,48293.566,0.88982,4335.45,0.84012,15903.571,0.30003,
S3 等量调配,88,68504.873,0.60925,39.075,48277.41,0.88952,4323.891,0.83788,15903.571,0.30003,
S3 等量调配,89,68474.007,0.60898,39.102,48258.026,0.88917,4312.409,0.83566,15903.571,0.30003,
S3 等量调配,90,68445.241,0.60872,39.128,48239.067,0.88882,4302.603,0.83376,15903.571,0.30003,
S3 等量调配,91,68418.67,0.60849,39.151,48223.477,0.88853,4291.622,0.83163,15903.571,0.30003,
S3 等量调配,92,68388.951,0.60822,39.178,48197.998,0.88806,4287.381,0.83081,15903.571,0.30003,
S3 等量调配,93,68359.8,0.60796,39.204,48181.731,0.88776,4274.498,0.82831,15903.571,0.30003,
