情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S1 只增,0,112441.002,1.0,0.0,54273.373,1.0,5160.485,1.0,53007.143,1.0,
S1 只增,1,103208.124,0.91789,8.211,54103.377,0.99687,5190.461,1.00581,43914.286,0.82846,
S1 只增,2,97787.207,0.86968,13.032,54101.117,0.99683,5207.518,1.00911,38478.571,0.72591,
S1 只增,3,95230.434,0.84694,15.306,54082.996,0.99649,5208.152,1.00924,35939.286,0.67801,
S1 只增,4,92898.023,0.82619,17.381,54085.748,0.99654,5208.704,1.00934,33603.571,0.63394,
S1 只增,5,90828.636,0.80779,19.221,54086.969,0.99657,5205.953,1.00881,31535.714,0.59493,
S1 只增,6,88822.635,0.78995,21.005,53232.859,0.98083,5204.062,1.00844,30385.714,0.57324,
S1 只增,7,86984.037,0.7736,22.64,53241.803,0.98099,5202.948,1.00823,28539.286,0.5384,1%
S1 只增,8,85151.931,0.7573,24.27,53248.113,0.98111,5200.246,1.0077,26703.571,0.50377,
S1 只增,9,83417.932,0.74188,25.812,53241.44,0.98099,5201.493,1.00795,24975.0,0.47116,
S1 只增,10,81884.6,0.72825,27.175,53234.367,0.98086,5196.661,1.00701,23453.571,0.44246,
S1 只增,11,80361.361,0.7147,28.53,53236.291,0.98089,5196.499,1.00698,21928.571,0.41369,
S1 只增,12,79021.337,0.70278,29.722,53162.625,0.97953,5197.998,1.00727,20660.714,0.38977,
S1 只增,13,77929.699,0.69307,30.693,52881.397,0.97435,5187.587,1.00525,19860.714,0.37468,
S1 只增,14,76884.182,0.68377,31.623,52561.491,0.96846,5179.835,1.00375,19142.857,0.36114,
S1 只增,15,75916.876,0.67517,32.483,52488.793,0.96712,5170.94,1.00203,18257.143,0.34443,
S1 只增,16,75066.684,0.66761,33.239,52479.708,0.96695,5161.976,1.00029,17425.0,0.32873,
S1 只增,17,74281.869,0.66063,33.937,52481.62,0.96699,5160.963,1.00009,16639.286,0.31391,
S1 只增,18,73538.463,0.65402,34.598,52484.408,0.96704,5150.483,0.99806,15903.571,0.30003,
S1 只增,19,72967.643,0.64894,35.106,51926.476,0.95676,5137.595,0.99556,15903.571,0.30003,
S1 只增,20,72682.292,0.6464,35.36,51652.598,0.95171,5126.123,0.99334,15903.571,0.30003,
S1 只增,21,72450.499,0.64434,35.566,51433.41,0.94767,5113.517,0.9909,15903.571,0.30003,
S1 只增,22,72265.735,0.6427,35.73,51262.346,0.94452,5099.818,0.98824,15903.571,0.30003,
S1 只增,23,72083.81,0.64108,35.892,51094.672,0.94143,5085.567,0.98548,15903.571,0.30003,
S1 只增,24,71923.812,0.63966,36.034,50941.717,0.93861,5078.524,0.98412,15903.571,0.30003,
S1 只增,25,71776.89,0.63835,36.165,50808.43,0.93616,5064.888,0.98148,15903.571,0.30003,
S1 只增,26,71642.12,0.63715,36.285,50686.328,0.93391,5052.22,0.97902,15903.571,0.30003,
S1 只增,27,71535.04,0.6362,36.38,50592.639,0.93218,5038.829,0.97643,15903.571,0.30003,
S1 只增,28,71428.319,0.63525,36.475,50497.255,0.93042,5027.493,0.97423,15903.571,0.30003,
S1 只增,29,71327.49,0.63435,36.565,50402.827,0.92868,5021.091,0.97299,15903.571,0.30003,
S1 只增,30,71236.306,0.63354,36.646,50323.712,0.92723,5009.023,0.97065,15903.571,0.30003,
S1 只增,31,71150.385,0.63278,36.722,50251.378,0.92589,4995.436,0.96802,15903.571,0.30003,
S1 只增,32,71069.797,0.63206,36.794,50185.041,0.92467,4981.185,0.96526,15903.571,0.30003,
S1 只增,33,70989.531,0.63135,36.865,50115.34,0.92339,4970.62,0.96321,15903.571,0.30003,
S1 只增,34,70909.294,0.63064,36.936,50048.419,0.92215,4957.303,0.96063,15903.571,0.30003,5%
S1 只增,35,70831.66,0.62995,37.005,49983.052,0.92095,4945.036,0.95825,15903.571,0.30003,
S1 只增,36,70755.691,0.62927,37.073,49920.987,0.91981,4931.132,0.95556,15903.571,0.30003,
S1 只增,37,70687.597,0.62866,37.134,49854.839,0.91859,4929.187,0.95518,15903.571,0.30003,
S1 只增,38,70622.366,0.62808,37.192,49801.389,0.9176,4917.406,0.9529,15903.571,0.30003,
S1 只增,39,70558.414,0.62751,37.249,49750.371,0.91666,4904.471,0.95039,15903.571,0.30003,
S1 只增,40,70499.084,0.62699,37.301,49704.076,0.91581,4891.437,0.94786,15903.571,0.30003,
S1 只增,41,70440.591,0.62647,37.353,49659.567,0.91499,4877.453,0.94515,15903.571,0.30003,
S1 只增,42,70383.755,0.62596,37.404,49615.965,0.91419,4864.219,0.94259,15903.571,0.30003,
