情景,比例,目标变化数,实际执行数,M,M/M_base,相对改善%,M_access,M_crowd,M_reach
S2 只减,10%,67,67,112457.016,1.00014,-0.014,54254.054,5195.819,53007.143
S2 只减,20%,133,133,112500.574,1.00053,-0.053,54215.69,5277.74,53007.143
S2 只减,30%,199,199,112568.228,1.00113,-0.113,54179.663,5381.422,53007.143
S2 只减,40%,266,266,112701.422,1.00232,-0.232,54146.743,5547.536,53007.143
S2 只减,50%,332,332,113065.644,1.00556,-0.556,54093.871,5964.63,53007.143
S2 只减,60%,398,398,113612.554,1.01042,-1.042,54026.461,6578.95,53007.143
S2 只减,70%,465,465,114639.24,1.01955,-1.955,53991.777,7640.32,53007.143
S2 只减,80%,531,531,116717.846,1.03804,-3.804,54316.922,9393.781,53007.143
S2 只减,90%,597,597,120757.039,1.07396,-7.396,55389.453,12360.443,53007.143
