情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S1 只增,0,103516.616,1.0,0.0,51604.78,1.0,2590.407,1.0,49321.429,1.0,
S1 只增,1,94415.019,0.91208,8.792,51574.536,0.99941,2611.912,1.0083,40228.571,0.81564,
S1 只增,2,88992.246,0.85969,14.031,51574.584,0.99941,2624.804,1.01328,34792.857,0.70543,
S1 只增,3,86456.481,0.83519,16.481,51572.307,0.99937,2630.603,1.01552,32253.571,0.65395,
S1 只增,4,84125.289,0.81267,18.733,51572.081,0.99937,2635.351,1.01735,29917.857,0.60659,
S1 只增,5,82061.281,0.79274,20.726,51572.137,0.99937,2639.144,1.01881,27850.0,0.56466,
S1 只增,6,80225.435,0.775,22.5,51579.837,0.99952,2642.027,1.01993,26003.571,0.52723,
S1 只增,7,78398.157,0.75735,24.265,51584.91,0.99961,2645.39,1.02123,24167.857,0.49001,
S1 只增,8,76670.665,0.74066,25.934,51582.287,0.99956,2649.093,1.02265,22439.286,0.45496,
S1 只增,9,75150.547,0.72598,27.402,51581.792,0.99955,2650.898,1.02335,20917.857,0.42411,
S1 只增,10,73879.481,0.7137,28.63,51576.965,0.99946,2652.516,1.02398,19650.0,0.39841,
S1 只增,11,72721.596,0.70251,29.749,51568.158,0.99929,2653.439,1.02433,18500.0,0.37509,
S1 只增,12,71730.858,0.69294,30.706,51377.402,0.99559,2653.456,1.02434,17700.0,0.35887,
S1 只增,13,70824.327,0.68418,31.582,51356.367,0.99519,2653.674,1.02442,16814.286,0.34091,
S1 只增,14,69990.06,0.67612,32.388,51354.109,0.99514,2653.808,1.02448,15982.143,0.32404,
S1 只增,15,69205.436,0.66854,33.146,51354.772,0.99516,2654.236,1.02464,15196.429,0.30811,
S1 只增,16,68465.287,0.66139,33.861,51350.454,0.99507,2654.118,1.0246,14460.714,0.29319,
S1 只增,17,68223.745,0.65906,34.094,51111.082,0.99043,2651.949,1.02376,14460.714,0.29319,
S1 只增,18,68058.135,0.65746,34.254,50947.525,0.98726,2649.896,1.02297,14460.714,0.29319,
S1 只增,19,67957.223,0.65649,34.351,50848.782,0.98535,2647.726,1.02213,14460.714,0.29319,
S1 只增,20,67860.523,0.65555,34.445,50754.148,0.98352,2645.661,1.02133,14460.714,0.29319,
S1 只增,21,67782.051,0.65479,34.521,50677.72,0.98204,2643.617,1.02054,14460.714,0.29319,
S1 只增,22,67710.283,0.6541,34.59,50608.029,0.98068,2641.54,1.01974,14460.714,0.29319,
S1 只增,23,67650.955,0.65353,34.647,50550.61,0.97957,2639.63,1.019,14460.714,0.29319,
S1 只增,24,67593.141,0.65297,34.703,50494.952,0.97849,2637.474,1.01817,14460.714,0.29319,
S1 只增,25,67537.3,0.65243,34.757,50441.196,0.97745,2635.389,1.01736,14460.714,0.29319,
S1 只增,26,67489.41,0.65197,34.803,50394.934,0.97656,2633.761,1.01674,14460.714,0.29319,
S1 只增,27,67443.271,0.65152,34.848,50350.835,0.9757,2631.721,1.01595,14460.714,0.29319,
S1 只增,28,67397.061,0.65107,34.893,50306.795,0.97485,2629.551,1.01511,14460.714,0.29319,1%
S1 只增,29,67353.267,0.65065,34.935,50265.137,0.97404,2627.415,1.01429,14460.714,0.29319,
S1 只增,30,67309.646,0.65023,34.977,50223.611,0.97324,2625.32,1.01348,14460.714,0.29319,
S1 只增,31,67269.19,0.64984,35.016,50185.111,0.97249,2623.364,1.01272,14460.714,0.29319,
S1 只增,32,67228.752,0.64945,35.055,50146.768,0.97175,2621.269,1.01191,14460.714,0.29319,
S1 只增,33,67189.656,0.64907,35.093,50109.828,0.97103,2619.114,1.01108,14460.714,0.29319,
S1 只增,34,67155.455,0.64874,35.126,50077.72,0.97041,2617.021,1.01027,14460.714,0.29319,
S1 只增,35,67121.833,0.64842,35.158,50046.203,0.9698,2614.915,1.00946,14460.714,0.29319,
S1 只增,36,67088.966,0.6481,35.19,50015.195,0.9692,2613.057,1.00874,14460.714,0.29319,
S1 只增,37,67057.427,0.64779,35.221,49985.826,0.96863,2610.887,1.00791,14460.714,0.29319,
S1 只增,38,67028.212,0.64751,35.249,49958.723,0.9681,2608.775,1.00709,14460.714,0.29319,
S1 只增,39,66999.532,0.64723,35.277,49932.165,0.96759,2606.652,1.00627,14460.714,0.29319,
S1 只增,40,66971.173,0.64696,35.304,49905.964,0.96708,2604.494,1.00544,14460.714,0.29319,
S1 只增,41,66942.84,0.64669,35.331,49879.58,0.96657,2602.546,1.00469,14460.714,0.29319,
S1 只增,42,66916.023,0.64643,35.357,49854.917,0.96609,2600.391,1.00385,14460.714,0.29319,
S1 只增,43,66890.145,0.64618,35.382,49831.067,0.96563,2598.363,1.00307,14460.714,0.29319,
S1 只增,44,66865.027,0.64594,35.406,49807.957,0.96518,2596.356,1.0023,14460.714,0.29319,
S1 只增,45,66840.261,0.6457,35.43,49785.362,0.96474,2594.185,1.00146,14460.714,0.29319,
S1 只增,46,66816.734,0.64547,35.453,49763.824,0.96433,2592.195,1.00069,14460.714,0.29319,
S1 只增,47,66793.711,0.64525,35.475,49742.759,0.96392,2590.238,0.99993,14460.714,0.29319,
S1 只增,48,66770.832,0.64503,35.497,49721.998,0.96352,2588.12,0.99912,14460.714,0.29319,
S1 只增,49,66748.471,0.64481,35.519,49701.739,0.96312,2586.017,0.99831,14460.714,0.29319,
S1 只增,50,66726.681,0.6446,35.54,49682.053,0.96274,2583.914,0.99749,14460.714,0.29319,
S1 只增,51,66705.813,0.6444,35.56,49663.313,0.96238,2581.786,0.99667,14460.714,0.29319,
S1 只增,52,66685.636,0.6442,35.58,49645.047,0.96202,2579.875,0.99593,14460.714,0.29319,
S1 只增,53,66665.707,0.64401,35.599,49627.271,0.96168,2577.722,0.9951,14460.714,0.29319,
S1 只增,54,66646.162,0.64382,35.618,49609.851,0.96134,2575.596,0.99428,14460.714,0.29319,
S1 只增,55,66626.828,0.64363,35.637,49592.658,0.96101,2573.456,0.99346,14460.714,0.29319,
S1 只增,56,66607.478,0.64345,35.655,49575.459,0.96068,2571.306,0.99263,14460.714,0.29319,
S1 只增,57,66588.165,0.64326,35.674,49558.314,0.96034,2569.136,0.99179,14460.714,0.29319,
S1 只增,58,66569.068,0.64308,35.692,49541.27,0.96001,2567.084,0.991,14460.714,0.29319,
S1 只增,59,66551.381,0.64291,35.709,49525.596,0.95971,2565.07,0.99022,14460.714,0.29319,
S1 只增,60,66534.122,0.64274,35.726,49510.437,0.95942,2562.971,0.98941,14460.714,0.29319,
S1 只增,61,66517.047,0.64257,35.743,49495.441,0.95913,2560.892,0.98861,14460.714,0.29319,
S1 只增,62,66500.524,0.64241,35.759,49481.07,0.95885,2558.74,0.98778,14460.714,0.29319,
S1 只增,63,66484.206,0.64226,35.774,49466.922,0.95857,2556.57,0.98694,14460.714,0.29319,
S1 只增,64,66467.933,0.6421,35.79,49452.768,0.9583,2554.451,0.98612,14460.714,0.29319,
S1 只增,65,66452.373,0.64195,35.805,49439.363,0.95804,2552.296,0.98529,14460.714,0.29319,
S1 只增,66,66436.99,0.6418,35.82,49426.029,0.95778,2550.246,0.9845,14460.714,0.29319,
