情景,变化站点数,M,M/M_base,相对改善%,M_access,M_access/base,M_crowd,M_crowd/base,M_reach,M_reach/base,比例节点
S2 只减,0,103516.616,1.0,0.0,51604.78,1.0,2590.407,1.0,49321.429,1.0,
S2 只减,1,103516.616,1.0,0.0,51604.78,1.0,2590.407,1.0,49321.429,1.0,
S2 只减,2,103516.616,1.0,0.0,51604.78,1.0,2590.407,1.0,49321.429,1.0,
S2 只减,3,103516.616,1.0,-0.0,51604.78,1.0,2590.407,1.0,49321.429,1.0,
S2 只减,4,103516.616,1.0,-0.0,51604.78,1.0,2590.407,1.0,49321.429,1.0,
S2 只减,5,103516.616,1.0,-0.0,51604.781,1.0,2590.407,1.0,49321.429,1.0,
S2 只减,6,103516.623,1.0,-0.0,51604.788,1.0,2590.407,1.0,49321.429,1.0,
S2 只减,7,103516.635,1.0,-0.0,51604.798,1.0,2590.409,1.0,49321.429,1.0,
S2 只减,8,103516.648,1.0,-0.0,51604.811,1.0,2590.409,1.0,49321.429,1.0,
S2 只减,9,103516.662,1.0,-0.0,51604.823,1.0,2590.411,1.0,49321.429,1.0,
S2 只减,10,103516.69,1.0,-0.0,51604.847,1.0,2590.414,1.0,49321.429,1.0,
S2 只减,11,103516.707,1.0,-0.0,51604.864,1.0,2590.414,1.0,49321.429,1.0,
S2 只减,12,103516.724,1.0,-0.0,51604.881,1.0,2590.415,1.0,49321.429,1.0,
S2 只减,13,103516.778,1.0,-0.0,51604.927,1.0,2590.422,1.00001,49321.429,1.0,
S2 只减,14,103516.78,1.0,-0.0,51604.929,1.0,2590.422,1.00001,49321.429,1.0,
S2 只减,15,103516.79,1.0,-0.0,51604.93,1.0,2590.432,1.00001,49321.429,1.0,
S2 只减,16,103516.788,1.0,-0.0,51604.925,1.0,2590.435,1.00001,49321.429,1.0,
S2 只减,17,103516.792,1.0,-0.0,51604.927,1.0,2590.437,1.00001,49321.429,1.0,
S2 只减,18,103516.781,1.0,-0.0,51604.914,1.0,2590.438,1.00001,49321.429,1.0,
S2 只减,19,103516.781,1.0,-0.0,51604.914,1.0,2590.438,1.00001,49321.429,1.0,
S2 只减,20,103516.781,1.0,-0.0,51604.913,1.0,2590.439,1.00001,49321.429,1.0,
S2 只减,21,103516.764,1.0,-0.0,51604.896,1.0,2590.439,1.00001,49321.429,1.0,
S2 只减,22,103516.773,1.0,-0.0,51604.904,1.0,2590.44,1.00001,49321.429,1.0,
S2 只减,23,103516.755,1.0,-0.0,51604.885,1.0,2590.442,1.00001,49321.429,1.0,
S2 只减,24,103516.757,1.0,-0.0,51604.886,1.0,2590.443,1.00001,49321.429,1.0,
S2 只减,25,103516.747,1.0,-0.0,51604.871,1.0,2590.447,1.00002,49321.429,1.0,
S2 只减,26,103516.75,1.0,-0.0,51604.874,1.0,2590.448,1.00002,49321.429,1.0,
S2 只减,27,103516.733,1.0,-0.0,51604.855,1.0,2590.45,1.00002,49321.429,1.0,
S2 只减,28,103516.717,1.0,-0.0,51604.836,1.0,2590.452,1.00002,49321.429,1.0,
S2 只减,29,103516.701,1.0,-0.0,51604.815,1.0,2590.458,1.00002,49321.429,1.0,
S2 只减,30,103516.688,1.0,-0.0,51604.8,1.0,2590.46,1.00002,49321.429,1.0,
S2 只减,31,103516.686,1.0,-0.0,51604.791,1.0,2590.466,1.00002,49321.429,1.0,
S2 只减,32,103516.686,1.0,-0.0,51604.788,1.0,2590.469,1.00002,49321.429,1.0,
S2 只减,33,103516.686,1.0,-0.0,51604.771,1.0,2590.486,1.00003,49321.429,1.0,
S2 只减,34,103516.686,1.0,-0.0,51604.754,1.0,2590.503,1.00004,49321.429,1.0,
S2 只减,35,103516.68,1.0,-0.0,51604.748,1.0,2590.503,1.00004,49321.429,1.0,
S2 只减,36,103516.684,1.0,-0.0,51604.745,1.0,2590.511,1.00004,49321.429,1.0,
S2 只减,37,103516.657,1.0,-0.0,51604.716,1.0,2590.513,1.00004,49321.429,1.0,
S2 只减,38,103516.689,1.0,-0.0,51604.725,1.0,2590.535,1.00005,49321.429,1.0,
S2 只减,39,103516.706,1.0,-0.0,51604.723,1.0,2590.555,1.00006,49321.429,1.0,
S2 只减,40,103516.686,1.0,-0.0,51604.676,1.0,2590.581,1.00007,49321.429,1.0,
S2 只减,41,103516.665,1.0,-0.0,51604.63,1.0,2590.607,1.00008,49321.429,1.0,
S2 只减,42,103516.661,1.0,-0.0,51604.625,1.0,2590.607,1.00008,49321.429,1.0,
S2 只减,43,103516.673,1.0,-0.0,51604.634,1.0,2590.61,1.00008,49321.429,1.0,
S2 只减,44,103516.677,1.0,-0.0,51604.605,1.0,2590.644,1.00009,49321.429,1.0,
S2 只减,45,103516.64,1.0,-0.0,51604.564,1.0,2590.648,1.00009,49321.429,1.0,
S2 只减,46,103516.64,1.0,-0.0,51604.563,1.0,2590.649,1.00009,49321.429,1.0,
S2 只减,47,103516.668,1.0,-0.0,51604.545,1.0,2590.694,1.00011,49321.429,1.0,
S2 只减,48,103516.695,1.0,-0.0,51604.527,1.0,2590.74,1.00013,49321.429,1.0,
S2 只减,49,103516.704,1.0,-0.0,51604.535,1.0,2590.741,1.00013,49321.429,1.0,
S2 只减,50,103516.696,1.0,-0.0,51604.516,0.99999,2590.751,1.00013,49321.429,1.0,
S2 只减,51,103516.705,1.0,-0.0,51604.489,0.99999,2590.788,1.00015,49321.429,1.0,
S2 只减,52,103516.701,1.0,-0.0,51604.476,0.99999,2590.797,1.00015,49321.429,1.0,
S2 只减,53,103516.715,1.0,-0.0,51604.487,0.99999,2590.8,1.00015,49321.429,1.0,
S2 只减,54,103516.659,1.0,-0.0,51604.43,0.99999,2590.8,1.00015,49321.429,1.0,
S2 只减,55,103516.65,1.0,-0.0,51604.417,0.99999,2590.804,1.00015,49321.429,1.0,
S2 只减,56,103516.644,1.0,-0.0,51604.406,0.99999,2590.809,1.00016,49321.429,1.0,
S2 只减,57,103516.643,1.0,-0.0,51604.404,0.99999,2590.81,1.00016,49321.429,1.0,
S2 只减,58,103516.661,1.0,-0.0,51604.42,0.99999,2590.812,1.00016,49321.429,1.0,
S2 只减,59,103516.691,1.0,-0.0,51604.408,0.99999,2590.854,1.00017,49321.429,1.0,
S2 只减,60,103516.693,1.0,-0.0,51604.408,0.99999,2590.856,1.00017,49321.429,1.0,
S2 只减,61,103516.693,1.0,-0.0,51604.408,0.99999,2590.856,1.00017,49321.429,1.0,
S2 只减,62,103516.694,1.0,-0.0,51604.407,0.99999,2590.859,1.00017,49321.429,1.0,
S2 只减,63,103516.688,1.0,-0.0,51604.397,0.99999,2590.862,1.00018,49321.429,1.0,
S2 只减,64,103516.694,1.0,-0.0,51604.402,0.99999,2590.864,1.00018,49321.429,1.0,
S2 只减,65,103516.692,1.0,-0.0,51604.394,0.99999,2590.869,1.00018,49321.429,1.0,
S2 只减,66,103516.661,1.0,-0.0,51604.352,0.99999,2590.881,1.00018,49321.429,1.0,
S2 只减,67,103516.703,1.0,-0.0,51604.363,0.99999,2590.912,1.00019,49321.429,1.0,
S2 只减,68,103516.697,1.0,-0.0,51604.35,0.99999,2590.918,1.0002,49321.429,1.0,
S2 只减,69,103516.649,1.0,-0.0,51604.296,0.99999,2590.925,1.0002,49321.429,1.0,
S2 只减,70,103516.637,1.0,-0.0,51604.272,0.99999,2590.937,1.0002,49321.429,1.0,
S2 只减,71,103516.676,1.0,-0.0,51604.276,0.99999,2590.972,1.00022,49321.429,1.0,
S2 只减,72,103516.734,1.0,-0.0,51604.283,0.99999,2591.022,1.00024,49321.429,1.0,
S2 只减,73,103516.748,1.0,-0.0,51604.296,0.99999,2591.023,1.00024,49321.429,1.0,
S2 只减,74,103516.761,1.0,-0.0,51604.307,0.99999,2591.025,1.00024,49321.429,1.0,
S2 只减,75,103516.742,1.0,-0.0,51604.285,0.99999,2591.029,1.00024,49321.429,1.0,
S2 只减,76,103516.738,1.0,-0.0,51604.271,0.99999,2591.039,1.00024,49321.429,1.0,
S2 只减,77,103516.737,1.0,-0.0,51604.268,0.99999,2591.041,1.00024,49321.429,1.0,
S2 只减,78,103516.726,1.0,-0.0,51604.252,0.99999,2591.045,1.00025,49321.429,1.0,
S2 只减,79,103516.733,1.0,-0.0,51604.252,0.99999,2591.052,1.00025,49321.429,1.0,
S2 只减,80,103516.71,1.0,-0.0,51604.155,0.99999,2591.126,1.00028,49321.429,1.0,
S2 只减,81,103516.687,1.0,-0.0,51604.058,0.99999,2591.2,1.00031,49321.429,1.0,
S2 只减,82,103516.637,1.0,-0.0,51604.002,0.99998,2591.206,1.00031,49321.429,1.0,
S2 只减,83,103516.586,1.0,0.0,51603.946,0.99998,2591.212,1.00031,49321.429,1.0,
S2 只减,84,103516.567,1.0,0.0,51603.905,0.99998,2591.233,1.00032,49321.429,1.0,
S2 只减,85,103516.548,1.0,0.0,51603.864,0.99998,2591.255,1.00033,49321.429,1.0,
S2 只减,86,103516.568,1.0,0.0,51603.826,0.99998,2591.313,1.00035,49321.429,1.0,
S2 只减,87,103516.585,1.0,0.0,51603.789,0.99998,2591.368,1.00037,49321.429,1.0,
S2 只减,88,103516.601,1.0,0.0,51603.751,0.99998,2591.421,1.00039,49321.429,1.0,
