序号,经度,纬度,到最近现有站km,热点同址<1km
111,113.308112,23.5683362,1.245,False
112,113.6697542,22.6428998,0.416,True
113,113.5401728,22.6969744,1.796,False
114,113.8781619,23.4288787,1.559,False
115,113.7552041,23.2013307,3.2,False
116,113.4079815,23.7079086,2.599,False
117,113.5220022,23.4091147,2.707,False
118,113.0440046,23.3153889,0.887,True
119,113.2736027,23.5918518,0.796,True
120,113.0612614,23.445267,2.52,False
121,113.7737381,23.1979285,1.898,False
122,113.5881321,23.3100728,1.046,False
123,113.6578912,22.650965,1.14,False
124,113.4223815,23.4325459,1.58,False
125,113.9253801,23.8354241,3.272,False
126,113.4255964,23.4498585,1.301,False
127,113.6838384,23.3690644,4.424,False
128,113.5537819,23.2916821,0.981,True
129,113.0725411,23.3127138,1.129,False
130,113.7666249,23.206921,2.995,False
131,113.0211634,23.4454933,5.33,False
132,113.8915893,23.4346371,1.468,False
133,113.8655609,23.8101164,2.782,False
134,113.5157731,22.7131429,0.739,True
135,113.4546978,23.2566872,0.355,True
136,113.4437057,23.5139722,5.854,False
137,113.5119267,23.4253653,0.996,True
138,113.7954245,23.4054681,0.525,True
139,113.6210683,23.3548512,0.978,True
140,113.5826596,23.3090141,1.595,False
141,113.0490774,23.443083,2.89,False
142,113.7864652,23.16044,1.646,False
143,113.5012107,23.2761272,2.404,False
144,113.9172551,23.4879835,3.399,False
145,113.5072336,23.4265802,0.538,True
146,114.0084055,23.8611513,3.868,False
147,113.6914183,23.3734224,3.98,False
148,113.7516822,23.198082,2.877,False
149,113.4403831,23.2614067,0.974,True
150,113.6274294,23.3061582,1.738,False
151,113.0723767,23.4479461,2.782,False
152,113.4645024,23.5847877,2.308,False
153,113.4555114,23.4359809,0.334,True
154,113.5215105,22.708123,1.496,False
155,113.7193401,23.1971182,0.723,True
156,113.5007002,23.2762025,2.451,False
157,113.2760016,23.5215459,1.372,False
158,113.4696352,23.4249128,0.86,True
159,113.6245718,23.3031035,1.755,False
160,113.697962,23.3210389,4.428,False
161,113.7971352,23.4071035,0.557,True
162,113.0682495,23.4464957,2.577,False
163,113.4224454,23.4376463,1.76,False
164,113.7871546,23.1586718,1.842,False
165,113.7569268,23.7824727,2.677,False
166,113.4522915,23.6634908,4.645,False
167,113.0365115,23.3055239,1.9,False
168,113.4650144,23.267185,0.685,True
169,113.2999098,23.491644,1.636,False
170,113.4637771,23.4269874,0.897,True
171,113.7403152,23.1991895,1.712,False
172,113.5836633,23.3812736,1.051,False
173,113.5155199,23.2769241,1.603,False
174,113.7471229,23.3940634,4.594,False
175,113.3187067,23.5731521,2.309,False
176,113.5427218,22.6950477,1.93,False
177,113.7105553,23.1934846,0.201,True
178,113.4576118,23.2601228,0.133,True
179,113.8497742,23.2069705,1.607,False
180,113.5487165,23.2909997,0.552,True
181,113.4152303,23.4249614,0.528,True
182,113.2828705,23.5007134,1.501,False
183,113.9338942,23.4786773,3.926,False
184,113.654713,23.340501,2.978,False
185,113.0761392,23.4493778,3.027,False
186,113.5165519,23.4128311,2.017,False
187,113.0792257,23.3104034,1.611,False
188,113.4794987,22.7804098,2.92,False
189,113.4527421,23.5940035,1.274,False
190,113.8989142,23.4581728,0.392,True
191,113.4680402,23.2704796,1.118,False
192,113.4864334,23.4285304,1.236,False
193,113.7708298,23.1832016,1.866,False
194,113.2765104,23.5202842,1.257,False
195,113.0431345,23.4409429,3.163,False
196,113.6093251,23.3627011,1.768,False
197,113.9606338,23.8472281,3.705,False
198,113.5545629,22.6921047,2.172,False
199,113.7018958,23.501463,6.814,False
200,113.4688133,23.2225033,0.127,True
201,113.6670351,23.7121958,2.243,False
202,113.4244571,23.4413812,1.843,False
203,113.2888456,23.4920477,2.617,False
204,113.7261097,23.3756026,2.507,False
205,113.0853174,23.4529014,3.757,False
206,113.4556947,23.4400873,0.779,True
207,113.7887378,23.15423,2.343,False
208,113.4079065,23.7130624,3.124,False
209,113.1004111,23.307607,1.089,False
210,113.4440238,23.2525148,0.741,True
211,113.4194666,23.4275652,1.033,False
212,113.1975711,23.3097053,1.819,False
213,113.7133124,23.1949407,0.394,True
214,113.4917951,22.7987829,1.239,False
215,113.6580249,23.3355431,3.578,False
216,113.0929084,23.4555815,4.425,False
217,113.3000734,23.5530289,0.635,True
218,113.4785092,23.2701414,2.101,False
219,113.5189871,22.7178282,1.109,False
220,113.4177536,23.6288265,0.633,True
221,113.3929977,23.4530894,2.165,False
222,113.8558191,23.4210417,3.317,False
223,113.7365262,23.2008635,1.299,False
224,113.5987314,23.3710739,2.219,False
225,113.6055004,23.2853686,0.231,True
226,113.412634,23.4523707,0.328,True
227,113.9127167,23.4946794,3.878,False
228,113.4716336,22.8045594,0.473,True
229,113.7140099,23.1957278,0.506,True
230,113.578028,23.3790924,0.527,True
231,113.2769363,23.5052941,0.711,True
232,113.4584429,23.5907825,1.955,False
233,113.5150193,22.7284133,1.044,False
234,113.5410008,23.2878287,0.764,True
235,113.6777912,22.6102509,4.121,False
236,113.3189108,23.4884538,0.75,True
237,113.7338377,23.1983988,1.105,False
238,113.4572682,22.8246444,2.133,False
239,113.1038388,23.4614176,4.058,False
240,113.5954434,23.3720294,2.143,False
241,113.4088572,23.4565848,0.566,True
242,113.1303059,23.3140801,3.474,False
243,113.4531253,22.8312657,1.521,False
244,113.103779,23.4615187,4.063,False
245,113.4427055,22.8476787,0.196,True
246,114.0267777,23.8650132,4.255,False
247,113.8022361,23.411729,1.073,False
248,113.2855273,23.4869234,2.875,False
249,113.4156308,23.3873192,0.426,True
250,113.741671,23.2233,2.324,False
251,113.4423678,22.847671,0.206,True
252,113.301452,23.555517,0.325,True
253,113.3935391,23.4560894,2.104,False
254,113.4966313,22.7958832,1.82,False
255,113.4972472,23.274654,2.655,False
256,113.6231819,22.6858868,2.239,False
257,113.6237026,22.6327196,2.499,False
258,113.2959164,23.5668076,1.2,False
259,113.0564416,23.44343,2.503,False
260,113.4495254,23.6556758,3.928,False
261,113.5809672,23.3799571,0.789,True
262,113.4529017,22.8318221,1.456,False
263,113.3031773,23.4851992,1.065,False
264,113.4720645,22.8043326,0.504,True
265,113.4897573,22.7281089,1.221,False
266,113.7069936,23.1902031,0.487,True
267,113.4682421,23.4672122,2.544,False
268,113.8336534,23.421337,3.81,False
269,113.4340672,23.254057,1.561,False
270,113.2960264,23.4916919,1.986,False
271,113.4590905,22.8217404,1.9,False
272,113.6021713,23.3179226,0.63,True
273,113.4476889,23.5964123,0.703,True
274,113.2990099,23.5826563,2.481,False
275,113.9204355,23.8312991,3.2,False
276,113.4092467,23.4564907,0.525,True
277,113.1378105,23.3094932,4.304,False
278,113.4383636,22.8552808,1.146,False
279,113.6864572,23.3210393,4.816,False
280,113.865083,23.2016301,1.629,False
281,113.5933101,23.3123998,0.463,True
282,113.704872,23.189209,0.73,True
283,113.5452863,23.3896985,3.016,False
284,113.4977184,22.7451493,1.105,False
285,113.77406,23.4064669,1.524,False
286,113.4580944,22.8233153,2.099,False
287,113.3493429,23.4576217,0.458,True
288,113.1133399,23.4636263,3.074,False
289,113.3120412,23.4897564,0.673,True
290,113.6600116,23.3296974,3.669,False
291,113.4540192,23.4539121,2.325,False
292,113.5685031,22.6745116,1.753,False
293,113.4410512,22.8505705,0.555,True
294,113.7862532,23.1479886,3.031,False
295,113.4325424,23.4468244,2.086,False
296,113.7571417,23.2501214,2.487,False
297,113.473706,23.2207087,0.441,True
298,113.8816213,23.2024878,2.669,False
299,113.4926415,23.2726694,2.99,False
300,113.4901978,22.8009224,0.955,True
301,113.5459488,23.4157797,4.32,False
302,113.6385549,23.7192976,2.313,False
303,113.4439346,22.8449658,0.138,True
304,113.4501348,23.6776793,4.12,False
305,113.3433402,23.4856762,1.118,False
306,113.8499826,23.4240246,3.998,False
307,113.815373,23.2148302,1.251,False
308,113.1161209,23.3101078,2.143,False
309,113.4233987,23.4351993,1.747,False
310,113.1085886,23.462846,3.563,False
311,113.4385363,23.2543236,1.114,False
312,113.7122618,23.3128327,4.491,False
313,113.4991572,22.6974931,2.144,False
314,113.4858143,22.8476401,1.117,False
315,113.3432221,23.4855753,1.108,False
316,113.3018515,23.5482761,1.1,False
317,113.5986556,23.316106,0.219,True
318,113.7482802,23.3905219,4.696,False
319,113.5996499,22.7016961,3.667,False
320,113.4606067,22.819291,1.593,False
321,113.4234524,23.4491744,1.15,False
322,113.0310008,23.412721,3.584,False
323,113.3438218,23.4627065,1.102,False
324,113.4835679,22.7865195,2.258,False
325,113.4721476,23.4706386,2.249,False
326,113.1235913,23.46587,2.03,False
327,113.4318454,23.2437561,2.313,False
328,113.4560336,22.826624,2.066,False
329,113.3987819,23.6932363,0.739,True
330,113.148627,23.3092945,4.451,False
331,113.8064462,23.215655,1.831,False
332,113.6055895,23.3267522,1.583,False
333,113.6626322,23.6561708,1.574,False
334,113.4229535,23.4441323,1.505,False
335,113.4463155,23.6008105,0.385,True
336,113.5011293,22.7205547,1.022,False
337,113.4691932,23.4342536,0.906,True
338,113.3270602,23.4904175,0.647,True
339,113.4614096,22.818011,1.433,False
340,113.2588656,23.5956484,2.022,False
341,113.7196517,23.301687,3.1,False
342,113.4460517,22.8419225,0.138,True
343,113.3685077,23.4746808,1.538,False
344,113.3040071,23.5580069,0.098,True
345,113.4241605,23.4489308,1.225,False
346,113.3793498,23.7104088,3.188,False
347,113.3111992,23.4901386,0.737,True
348,113.1422262,23.3079694,4.779,False
349,113.4319991,22.858896,1.138,False
350,113.2726753,23.513473,0.418,True
351,113.4799158,22.7789456,2.846,False
352,113.4937674,23.1915062,1.194,False
353,113.1168826,23.4639802,2.712,False
354,113.4470741,22.841112,0.263,True
355,113.8433736,23.4268944,4.393,False
356,113.572205,23.3813426,0.119,True
357,113.7525134,23.2445911,2.741,False
358,113.1493026,23.4786943,0.207,True
359,113.4607463,22.8171056,1.414,False
360,113.5541558,23.3879337,2.097,False
361,113.4458771,23.2541432,0.48,True
362,113.4404788,23.4469585,2.246,False
363,113.2778981,23.4724727,1.732,False
364,113.4484643,23.6305423,1.163,False
365,113.422109,22.8625905,0.164,True
366,113.1348141,23.3087654,4.02,False
367,113.7898975,23.1433898,3.555,False
368,113.4698565,23.5403924,5.236,False
369,113.6984499,23.1638024,0.694,True
370,113.1434688,23.3075377,4.889,False
371,113.7269113,23.2781485,1.012,False
372,113.4843833,23.2709289,2.705,False
373,113.2861343,23.4768568,2.505,False
374,113.4250133,22.8615923,0.382,True
375,113.3015782,23.5473811,1.202,False
376,113.1589229,23.4798928,0.383,True
377,113.8110464,23.213914,1.596,False
378,113.4479881,23.447674,1.837,False
379,113.1505305,23.4796666,0.317,True
380,113.3376556,23.4833591,0.696,True
381,113.5178244,23.2773301,1.597,False
382,113.4886292,23.2713502,3.138,False
383,113.6869948,23.1782451,1.294,False
384,113.7664474,23.2568215,2.256,False
385,113.5692137,23.3835466,0.495,True
386,113.8812346,23.2232414,0.688,True
387,113.3378149,23.4577951,1.092,False
388,113.4858023,22.8012154,0.669,True
389,113.5920793,22.7076451,4.321,False
390,113.4492177,23.6821553,4.044,False
391,113.4940319,23.2320799,2.237,False
392,113.3331456,23.4894096,0.217,True
393,113.4376574,23.6042815,0.643,True
394,113.4646269,22.8134753,0.85,True
395,113.4879121,22.761762,2.444,False
396,113.7718523,23.8361789,8.33,False
397,113.7266761,23.7304776,1.077,False
398,113.4847933,23.4185655,0.887,True
399,113.5055602,23.2463909,2.373,False
400,113.5108306,22.7905798,0.81,True
401,113.4131709,22.8656332,0.962,True
402,113.3886132,23.4574519,2.617,False
403,113.9374069,23.846524,3.664,False
404,113.8103018,23.4108896,1.866,False
405,113.8918767,23.221026,1.795,False
406,113.4251037,23.2536121,1.3,False
407,113.6894075,23.17861,1.208,False
408,113.1546544,23.4790746,0.55,True
409,113.8714993,23.8086148,2.335,False
410,113.4182411,22.8635746,0.43,True
411,113.0329994,23.3244041,1.585,False
412,113.3883718,23.720297,3.831,False
413,113.2921321,23.5663958,1.432,False
414,113.418442,23.4155335,0.789,True
415,113.4643253,22.8133311,0.865,True
416,113.3300817,23.459957,1.839,False
417,113.7041152,23.3169315,4.494,False
418,113.4551566,23.4109895,0.592,True
419,113.9003062,23.4651138,0.371,True
420,113.491231,22.7411027,0.303,True
421,113.6979969,23.1832929,1.668,False
422,113.405559,23.2686139,1.326,False
423,113.272514,23.4848423,2.773,False
424,113.4640912,22.8139067,0.923,True
425,113.8293137,23.1989362,2.042,False
426,113.2948807,23.5435034,0.735,True
427,113.4643451,23.0378077,0.925,True
428,113.4196329,23.4107616,0.492,True
429,113.466145,23.5885593,2.171,False
430,113.4573221,23.2411946,1.986,False
431,113.868061,23.231892,0.992,True
432,113.1618256,23.4799393,0.363,True
433,113.4893945,22.8000963,0.966,True
434,113.5899321,23.3712334,1.972,False
435,113.477262,23.2170785,0.956,True
436,113.8363141,23.4195452,4.146,False
437,113.4880142,23.4167135,1.014,False
438,113.4042749,23.270508,1.571,False
439,113.7880349,23.2274033,1.679,False
440,113.1631033,23.4800814,0.431,True
441,113.4171116,23.4151397,0.675,True
442,113.4681956,22.7248395,1.688,False
443,113.6105086,22.637317,1.138,False
444,113.4481823,23.6519331,3.5,False
445,113.4277621,23.2523624,1.604,False
446,113.6658716,23.677368,0.653,True
447,113.7779572,23.2073957,2.153,False
448,113.6913005,23.1611737,0.889,True
449,113.5627752,22.6843341,2.362,False
450,113.3022312,23.4757659,1.461,False
451,113.4606101,23.0266507,0.963,True
452,113.4595669,22.8215699,1.854,False
453,113.4036041,23.2710952,1.665,False
454,113.154162,23.4792969,0.518,True
455,113.3582975,23.5740803,5.903,False
456,113.3099199,23.4941876,1.206,False
457,113.4794587,23.2102781,0.714,True
458,113.3928131,23.7285884,4.669,False
459,113.4617136,23.0306619,1.064,False
460,113.3701764,23.4689721,1.96,False
461,113.4494377,23.6901773,4.245,False
462,113.894305,23.8217142,0.37,True
463,113.5490227,23.4031686,3.48,False
464,113.384254,22.8223687,1.44,False
465,113.5090387,23.1460113,0.557,True
466,113.5140516,23.1640903,0.694,True
467,113.2994004,23.4697182,2.132,False
468,113.5930431,23.3124737,0.48,True
469,113.8605444,23.2395129,1.943,False
470,113.4296737,23.2515845,1.817,False
471,113.6931763,23.194187,1.881,False
472,113.4028652,23.2720736,1.797,False
473,113.4668724,22.8092773,0.445,True
474,113.4971487,23.2353544,2.699,False
475,113.4100747,22.8666056,1.295,False
476,113.3051567,23.4985323,1.841,False
477,113.4623467,23.5713674,2.963,False
478,113.4623783,23.5712947,2.965,False
479,113.4186857,23.4045078,0.254,True
480,113.4297386,23.4471353,1.816,False
481,113.1720487,23.4794496,0.459,True
482,113.4818166,22.8748091,0.686,True
483,113.5208981,23.1554862,0.247,True
484,113.467586,22.7214117,2.005,False
485,113.784926,23.2341916,0.867,True
486,113.4569432,23.027058,1.175,False
487,113.5056264,23.1602444,0.291,True
488,113.4571785,23.258326,0.082,True
489,113.8724994,23.4307133,2.161,False
490,113.7392339,23.2865988,0.617,True
491,113.6650028,23.6784192,0.771,True
492,113.420793,23.6252252,0.149,True
493,113.685689,23.1945565,1.538,False
494,113.526107,22.7856917,0.23,True
495,113.4529488,23.6704064,4.499,False
496,113.4591258,22.8639209,1.299,False
497,113.4556798,23.0228433,0.946,True
498,113.262915,23.4893425,2.452,False
499,113.512241,22.7434064,1.955,False
500,113.507946,23.1478146,0.461,True
501,113.4999876,22.7940481,1.477,False
502,113.4497909,23.4463041,1.618,False
503,113.5100317,23.1300098,0.2,True
504,113.269346,23.4832216,2.564,False
505,113.5050268,22.7927203,1.092,False
506,113.3113417,23.5150124,3.471,False
507,113.501288,23.146732,0.232,True
508,113.4043425,23.2638212,1.112,False
509,113.8243455,23.2024977,2.122,False
510,113.1810543,23.4800235,0.955,True
511,113.5595552,22.687797,2.661,False
512,113.6571816,23.1761599,0.409,True
513,113.1809233,23.4802937,0.982,True
514,113.3863252,23.454044,2.396,False
515,113.7772428,23.2061257,2.096,False
516,113.4360773,23.4687259,2.711,False
517,113.7490618,23.2813521,0.501,True
518,113.4637018,23.0344999,0.968,True
519,113.4881079,23.1484287,0.709,True
520,113.3150764,23.5194661,3.963,False
521,113.4479091,23.6422043,2.421,False
522,113.3998551,23.2753339,2.272,False
523,113.4515511,22.8344189,1.137,False
524,113.1109316,23.3739359,1.524,False
525,113.4681062,23.0302165,1.389,False
526,113.7782304,23.2148222,2.807,False
527,113.4021813,22.8700709,1.62,False
528,113.4875443,23.1538075,0.199,True
529,113.4344704,23.4468528,2.264,False
530,113.510008,23.1628617,0.259,True
531,113.4182406,22.8815802,0.65,True
532,113.6761998,23.1532145,2.522,False
533,113.5965705,22.7036703,3.974,False
534,113.4751622,22.8846999,0.783,True
535,113.3699017,23.4570203,1.23,False
536,113.315091,23.5208866,3.97,False
537,113.488318,23.1702841,0.824,True
538,113.4679801,22.8079061,0.343,True
539,113.5057285,23.1190255,0.881,True
540,113.5080234,23.407698,2.043,False
541,113.1410478,23.4770289,0.234,True
542,113.1662297,23.3061866,2.666,False
543,113.4605695,23.0483497,0.386,True
544,113.383789,23.4257935,0.814,True
545,113.5231383,23.147385,0.537,True
546,113.4404317,23.4471574,2.265,False
547,113.4483053,23.2419894,1.721,False
548,113.4007679,22.8711861,1.447,False
549,113.7905107,23.2153211,2.54,False
550,113.5632947,23.389388,1.37,False
551,113.3285268,23.4608025,2.023,False
552,113.6447791,22.6627307,2.989,False
553,113.5184883,23.1479766,0.8,True
554,113.3966476,23.2750583,2.476,False
555,113.7839332,23.4021667,1.136,False
556,113.4655498,23.0514436,0.934,True
557,113.713454,23.1491485,1.816,False
558,113.4085017,23.7209011,3.969,False
559,113.497997,23.1479252,0.582,True
560,113.5226325,23.1225833,0.251,True
561,113.4289644,23.4477066,1.716,False
562,113.4656926,23.051924,0.985,True
563,113.4874479,23.1736067,0.545,True
564,113.4917283,23.1476857,0.824,True
565,113.4872136,22.8617472,0.564,True
566,113.3676165,23.4569318,1.124,False
567,113.1447642,23.4780696,0.182,True
568,113.4892325,23.1683601,0.907,True
569,113.7867805,23.2153305,2.589,False
570,113.1881532,23.4822761,0.899,True
571,113.1938231,23.3394761,0.581,True
572,113.7349574,23.2779347,0.206,True
573,113.4865615,23.1759601,0.475,True
574,113.465465,23.0585304,1.533,False
575,113.6447584,23.1804542,1.177,False
576,113.1040858,23.3087466,1.181,False
577,113.3209769,23.4579892,1.447,False
578,113.4153634,23.3964664,0.635,True
579,113.5077875,23.512481,1.43,False
580,113.6534585,23.1836054,1.167,False
581,113.4981624,23.1337536,1.447,False
582,113.9324536,23.8343583,2.724,False
583,113.4479708,23.0178848,1.599,False
584,113.4850465,23.1909421,1.042,False
585,113.4958356,23.1390564,1.159,False
586,113.7412432,23.7571873,1.498,False
587,113.4933734,23.1468167,0.977,True
588,113.4832682,22.8743641,0.704,True
589,113.4515997,22.7789924,1.918,False
590,113.4986052,23.4151041,1.187,False
591,113.6340139,22.6325881,3.435,False
592,113.4331292,23.2500549,1.808,False
593,113.6361672,23.1757989,1.36,False
594,113.4505125,23.018802,1.339,False
595,113.5935181,22.7059776,4.326,False
596,113.4804213,23.4173234,0.558,True
597,113.6761703,23.6555265,2.205,False
598,113.1848341,23.481835,1.231,False
599,113.499931,23.1102894,0.91,True
600,113.813199,23.4130519,2.196,False
601,113.4884926,23.1721551,0.624,True
602,113.3778692,22.8667677,1.092,False
603,113.0398101,23.3139292,1.276,False
604,113.4828449,23.1962042,0.795,True
605,113.4539446,23.0214613,1.043,False
606,113.7159634,23.1514078,1.574,False
607,113.4887513,23.1565503,0.209,True
608,113.1847672,23.3099291,1.709,False
609,113.4165106,23.3909172,0.249,True
610,113.3080582,23.4569035,0.919,True
611,113.470792,23.424772,0.929,True
612,113.7730782,23.2500081,1.255,False
613,113.1763602,23.3123171,2.327,False
614,113.4572048,23.2220595,1.312,False
615,113.2588046,23.4903672,2.541,False
616,113.3942579,22.8828013,0.118,True
617,113.5280693,23.1472352,0.687,True
618,113.5001321,23.1282645,1.229,False
619,113.1803207,23.4779685,0.717,True
620,113.4635891,23.603249,2.164,False
621,113.4675906,23.0433443,0.823,True
622,113.3811133,22.8586986,1.939,False
623,113.4349828,23.2493046,1.685,False
624,113.8045506,23.2154444,2.008,False
625,113.5555254,23.2165776,0.667,True
626,113.3884281,23.4576414,2.638,False
627,113.4833813,22.8301159,1.604,False
628,113.3882711,23.2757282,3.195,False
629,113.3918197,22.8928346,0.49,True
630,113.3877476,23.2759461,3.253,False
631,113.5092714,23.0960627,0.647,True
632,113.4695342,23.0616825,1.4,False
633,113.3950008,22.8800342,0.354,True
634,113.482393,22.7471656,1.099,False
635,113.4640054,23.5506229,4.518,False
636,113.914189,23.471533,1.801,False
637,113.0197122,23.4459538,5.485,False
638,113.4857328,23.1788759,0.525,True
639,113.3775766,23.4656129,2.456,False
640,113.7044616,23.1885644,0.798,True
641,113.5703301,23.2180752,0.87,True
642,113.8639354,23.4244032,2.792,False
643,113.4952625,23.1451853,0.867,True
644,113.470949,22.8980814,1.718,False
645,113.5874421,22.661105,1.841,False
646,113.4702383,23.0653234,1.655,False
647,113.526749,23.1228822,0.535,True
648,113.1996661,23.3097771,1.933,False
649,113.3876502,23.2767251,3.31,False
650,113.4896803,23.1485651,0.686,True
651,113.3924379,22.8982626,0.653,True
652,113.4523614,23.7009831,5.004,False
653,113.4955221,23.1361023,1.434,False
654,113.4206012,23.4495336,0.896,True
655,113.5287186,22.7799971,0.677,True
656,113.497534,23.1176946,1.066,False
657,113.782044,23.2148698,2.67,False
658,113.4663754,23.06019,1.542,False
659,113.8857937,23.8201451,0.476,True
660,113.4729526,22.8893125,1.152,False
661,113.4718241,23.2203438,0.326,True
662,113.2227656,23.4908519,1.263,False
663,113.8181909,23.2143599,1.185,False
664,113.6309654,23.1727785,0.782,True
665,113.4716006,23.0643411,1.481,False
666,113.3907986,22.8904682,0.329,True
667,113.4808832,23.1513839,0.735,True
668,113.4833495,23.1990101,0.482,True
669,113.3111805,23.4578111,0.98,True
670,113.6189985,23.1696223,0.656,True
671,113.3830787,23.4589023,2.331,False
672,113.6427179,22.6367095,2.767,False
673,113.1055177,23.3755034,2.091,False
674,113.5605646,23.2202564,0.964,True
675,113.4312117,23.4786335,3.155,False
676,113.5213657,23.5173837,0.915,True
677,113.3627491,23.2844523,0.718,True
678,113.5148747,23.1474358,1.048,False
679,113.1873621,23.3090531,1.558,False
680,113.227527,23.4938029,1.134,False
681,113.6257969,23.1704274,0.418,True
682,113.6163361,23.3406761,2.208,False
683,113.4848564,23.0200305,0.615,True
684,113.4858988,23.1873421,0.871,True
685,113.4922078,23.1175913,0.644,True
686,113.5115771,22.7143604,0.292,True
687,113.5077337,23.2772435,2.01,False
688,113.3964729,22.8765315,0.751,True
689,113.3648189,23.5815719,5.594,False
690,113.5468513,23.1899317,0.455,True
691,113.3513983,22.8637329,0.687,True
692,113.0063619,23.4626924,7.618,False
693,113.1734128,23.3095517,2.286,False
694,113.4889363,22.8563019,0.107,True
695,113.4627049,23.4273768,0.898,True
696,113.4318193,23.0119152,2.131,False
697,113.5471951,23.1926721,0.412,True
698,113.4146177,23.3738696,1.375,False
699,113.5486533,23.131756,0.346,True
700,113.5348188,23.1742375,2.043,False
701,113.3911291,22.8911479,0.364,True
702,113.4918567,23.4158967,1.343,False
703,113.6352311,23.175046,1.249,False
704,113.4549637,23.7032195,5.358,False
