删除序号,station_id,经度,纬度
1,MA5DT8Q54_4401840051,113.702821,23.690747
2,313744932_3413,113.239207,23.19439
3,914401153_JT0045,113.217082,23.363041
4,914401153_59770002,113.333823,23.000329
5,101437000_25947,113.204188,23.116217
6,101437000_34281,113.432812,23.046673
7,MA5DT8Q54_4401830041,113.670476,23.191929
8,101437000_24229,113.204185,23.116217
9,313744932_3408,113.548495,23.128645
10,MA5DT8Q54_4401150004,113.581861,22.77151
11,MA5DT8Q54_4401130023,113.452144,22.990803
12,MA5DT8Q54_4401130024,113.453283,22.99118
13,MA5DT8Q54_4401830049,113.671192,23.190844
14,914401153_JT0145,113.235555,23.141246
15,A5250LL0A_20-099,113.53047,23.06765
16,A5250LL0A_20-098,113.352968,23.168979
17,914401153_JT0100,113.321326,23.120687
18,MA0019FW4_GZYY-BYSF-020-0010,113.281281,23.197834
19,673457030_3,113.227204,23.141729
20,67345703X_3,113.227204,23.141729
21,101437000_5428,113.199503,23.116763
22,914401153_JT0096,113.255643,23.128971
23,395815801_4401130033,113.404503,23.053473
24,673457030_37,113.228005,23.074443
25,914401153_11530003,113.366954,23.102909
26,MA5CKUWK5_004798688d964da1b99032a5a0f454c2,113.208813,23.075484
27,MA0019FW4_GZYY-GZXM-020-0029,113.258137,23.221877
28,349861452_GZYY-GZXM-020-0029,113.258137,23.221877
29,313744932_1376,113.349668,23.254231
30,395815801_4401110059,113.268434,23.206579
31,101437000_30157,113.364313,22.915578
32,395815801_4401130008,113.360046,22.978108
33,67345703X_4,113.360659,23.325367
34,673457030_4,113.360659,23.325367
35,313744932_335,113.177275,23.06893
36,A5250LL0A_20-105,113.397658,22.943028
37,MA59CU773_371816,113.280113,23.188739
38,A5250LL0A_20-155,113.23287,23.502849
39,MA5DT8Q54_4401110594,113.388036,23.309919
40,A5250LL0A_20-053,113.584841,22.760695
41,A5250LL0A_20-054,113.585104,22.760572
42,395815801_4401030001,113.227372,23.069645
43,101437000_17407,113.287273,23.138991
44,395815801_4401140003,113.22491,23.38733
45,313744932_789,113.298778,23.220959
46,313744932_2355,113.227898,23.071733
47,673457030_10,113.56686,23.09535
48,67345703X_10,113.56686,23.09535
49,MA1YDN61Y_MA1YDN61X.329026,113.272347,22.987514
50,395815801_4401060022,113.36324,23.127203
51,231227827_886,113.215891,23.409236
52,101437000_8431,113.360286,22.92003
53,101437000_16535,113.347268,22.989867
54,MA53K43G9_1018,113.204795,23.122602
55,313744932_506,113.235314,23.212132
56,MA1MY0GF9_65491,113.281899,22.913293
57,MA5G42R26_65137,113.300632,23.009386
58,67345703X_23,113.262735,23.126654
59,MA5CKUWK5_dca08498818e4ff4afa132af544d55b2,113.195605,23.429892
60,313744932_447,113.328914,22.994719
61,101437000_20878,113.227642,23.081511
62,313744932_97,113.245349,23.174136
63,MA1MY0GF9_37085,113.223365,23.194264
64,726811355_304,113.309535,23.019505
65,MA1MY0GF9_50066,113.286943,22.90938
66,313744932_3222,113.339118,23.18449
67,MA5CKUWK5_843bd54165f041e98fdf196611ab05b9,113.40983,23.193019
68,313744932_61,113.319993,23.168469
69,313744932_2929,113.30191,23.225783
70,313744932_1087,113.249911,23.251988
71,MA59CU773_132519,113.456623,23.112874
72,395815801_4401120012,113.514368,23.06076
73,MA1YDN61Y_MA1YDN61X.329024,113.273724,22.985618
74,313744932_2571,113.250322,23.163123
75,101437000_21946,113.229421,23.198731
76,MA1FP0228_11123,113.342076,23.152198
77,MA5DT8Q54_440113157,113.306746,22.968814
78,395815801_4401110003,113.244431,23.197476
79,395815801_4401060010,113.329365,23.143562
80,67345703X_13,113.569955,22.811539
81,673457030_13,113.569955,22.811539
82,MA0019FW4_GZYY-DXCZ-020-0006,113.401083,23.056019
83,349861452_GZYY-DXCZ-020-0006,113.401083,23.056019
84,MA0019FW4_GZYY-DYSW-020-0005,113.396951,23.116897
85,349861452_GZYY-DYSW-020-0005,113.396951,23.116897
86,320513112_20-283,113.195611,23.40334
87,A5250LL0A_20-214,113.203296,23.392158
88,A5250LL0A_20-213,113.211811,23.389046
89,MAC4JWUA6_120620,113.435461,22.951051
90,320513112_20-246,113.218875,23.38979
91,313744932_878,113.328943,22.994211
92,088669285_CSN19092300022,113.203621,23.401147
93,313744932_899,113.248675,23.165911
94,101437000_18539,113.366251,22.961301
95,914401153_JT0143,113.53777,23.113013
96,MA1MY0GF9_53690,113.395736,22.993594
97,MA59CU773_147428,113.222843,23.503057
98,MA54GXLN9_100,113.434253,23.182304
99,MA526R2T4_101791669710001,113.626043,23.496067
100,313744932_478,113.281077,23.247335
101,088669285_CSN19092300023,113.223854,23.407468
102,395815801_4401110027,113.282972,23.240748
103,313744932_11633,113.24331,23.126825
104,67345703X_9,113.271947,23.16177
105,673457030_9,113.271947,23.16177
106,313744932_398,113.367656,23.044376
107,313744932_1704,113.270362,23.233363
108,101437000_24715,113.546761,22.795819
109,A5250LL0A_20-503,113.29279,23.105193
110,313744932_1384,113.207918,23.238054
111,320513112_20-281,113.4555,22.885804
112,MA0019FW4_GZYY-SYNH-020-0003,113.325635,23.021892
113,395815801_4401180005,113.663766,23.130467
114,313744932_17,113.340693,23.177589
115,101437000_20876,113.377302,23.09905
116,313744932_733,113.31266,23.274265
117,395815801_4401180013,113.590265,23.156629
118,MA4KUHJ97_NIO6025b1f81a6f9a46,113.333726,23.139329
119,MA5DT8Q54_4401130705,113.270765,22.963593
120,MA0019FW4_GZYY-CHCY-020-0004,113.235854,23.166429
121,349861452_GZYY-CHCY-020-0004,113.235854,23.166429
122,101437000_30155,113.343881,22.916128
123,313744932_794,113.296819,23.229378
124,320513112_20-270,113.601244,23.188047
125,320513112_20-269,113.601363,23.188055
126,914401153_11530024,113.341852,23.102264
127,320513112_20-277,113.21825,23.362885
128,101437000_34011,113.284099,23.035411
129,MA5AUTPR8_128894,113.284099,23.035411
130,313744932_1749,113.322437,23.169231
131,313744932_2594,113.354195,23.186855
132,101437000_15267,113.373743,22.782765
133,67345703X_16,113.622962,23.177255
134,673457030_16,113.622962,23.177255
135,MA59J8YL8_5dc7b25c73ff4cfc,113.489487,22.857123
136,313744932_11745,113.276613,23.211954
137,320513112_20-268,113.601247,23.184599
138,395815801_4401130007,113.34423,22.94232
139,313744932_2422,113.401992,23.158157
140,313744932_3783,113.40417,23.049419
141,313744932_1490,113.576397,23.113475
142,MA59CU773_119677,113.387168,23.126553
143,673457030_31,113.387168,23.126553
144,MA1MY0GF9_53408,113.286781,22.916048
145,395815801_4401060029,113.397641,23.115796
146,101437000_3760,113.234988,23.207106
147,MA59P1AN5_6578,113.234988,23.207106
148,313744932_2786,113.297184,23.229011
149,395815801_4401130009,113.356046,22.977898
150,313744932_339,113.234993,23.212477
151,101437000_19367,113.183565,23.070899
152,395815801_4401060030,113.414692,23.1128
153,MA1MY0GF9_71093,113.272824,22.98349
154,313744932_1582,113.355341,22.94173
155,726811355_3641,113.421906,22.97808
156,MA0019FW4_GZYY-SSCC-020-0023,113.407171,23.051774
157,MA1MY0GF9_67637,113.283817,22.915851
158,395815801_4401060042,113.369963,23.134554
159,395815801_4401060037,113.370289,23.134227
160,A5250LL0A_20-387,113.380368,22.783889
161,313744932_905,113.349445,23.254256
162,395815801_4401030007,113.210425,23.054544
163,914401153_JT0109,113.432862,23.152953
164,101437000_35619,113.25662,23.206994
165,A5250LL0A_20-434,113.451959,23.097215
166,395815801_4401140002,113.227532,23.474182
167,313744932_2711,113.266376,23.217349
168,313744932_1452,113.251815,23.159438
169,A5250LL0A_20-407,113.437655,23.110178
170,313744932_2267,113.317356,23.144292
171,313744932_1852,113.283066,23.259325
172,313744932_3172,113.235238,23.212134
173,395815801_4401060002,113.400394,23.135954
174,313744932_3555,113.283807,23.205985
175,313744932_2340,113.311054,23.251566
176,320513112_20-133,113.540483,22.802761
177,313744932_3144,113.317516,23.151581
178,313744932_3048,113.298778,23.220959
179,313744932_2862,113.446288,23.175044
180,313744932_1377,113.248459,23.182027
181,A5250LL0A_20-446,113.420667,23.174263
182,395815801_4401030004,113.228877,23.078679
183,914401153_JT0002,113.225021,23.100614
184,313744932_2447,113.377441,22.94289
185,313744932_235,113.292822,23.217506
186,313744932_1691,113.253755,23.240658
187,313744932_1064,113.419469,23.121983
188,313744932_504,113.262256,23.138408
189,313744932_2640,113.354096,23.186675
190,914401153_0115,113.251267,23.109367
191,MA0019FW4_GZYY-DXBT-020-0019,113.367101,23.053251
192,914401153_JT0027,113.24101,23.13691
193,A5250LL0A_20-465,113.459095,23.100216
194,313744932_320492,113.531627,23.134186
195,313744932_1179,113.247041,23.249114
196,A5250LL0A_20-408,113.449225,23.108229
197,395815801_4401110035,113.293584,23.301179
198,101437000_31783,113.421627,22.946432
199,313744932_320818,113.529824,23.134032
200,MA0019FW4_GZYY-BLTD-020-0014,113.530038,23.492588
201,395815801_4401030003,113.223708,23.092143
202,101437000_13499,113.306718,23.289906
203,313744932_1723,113.286838,23.219492
204,MA2KF49M9_MA5D3WP35_005,113.300643,23.294166
205,914401153_JT0026,113.517839,23.054052
206,313744932_3146,113.317516,23.151581
207,MA5DT8Q54_4401030145,113.24518,23.054903
208,MA5DT8Q54_4401060569,113.390585,23.197521
209,320513112_20-282,113.198008,23.383388
210,101437000_25909,113.229329,23.070669
211,MA59CU773_374325,113.420654,23.199858
212,MA0019FW4_GZYY-BTCE-020-0024,113.369156,23.05599
