城市,轨迹日期cutoff,过滤前站点,过滤后站点,净丢弃,晚于轨迹日,缺create_time,零枪,越界,缺坐标,过滤前合计枪,过滤后合计枪
广州 Guangzhou,2019-10-14,3191,873,2318,2117,0,442,0,0,51399,13958
